 	SD_GA_percent	SD_GA_count
MSMEG_1619	0.7143	7
MSMEG_1622	0.6429	4
MSMEG_1624	0.7143	6
MSMEG_1625	0.7143	6
MSMEG_1626	0.5714	3
MSMEG_1627	0.5	2
MSMEG_1628	0.7857	8
MSMEG_1630	0.5	3
MSMEG_1639	0.5714	5
MSMEG_1641	0.5	4
MSMEG_1649	0.7143	6
MSMEG_1650	0.5	3
MSMEG_1651	0.8571	10
MSMEG_1653	0.5	2
MSMEG_1658	0.6429	6
MSMEG_1664	0.5714	4
MSMEG_1667	0.3571	1
MSMEG_1668	0.5	3
MSMEG_1669	0.7143	6
MSMEG_1670	0.5714	5
MSMEG_1671	0.6429	5
MSMEG_1674	0.5	3
MSMEG_1676	0.6429	6
MSMEG_1677	0.5714	4
MSMEG_1678	0.7857	8
MSMEG_1679	0.5714	5
MSMEG_1681	0.8571	10
MSMEG_1686	0.3571	2
MSMEG_1687	0.4286	1
MSMEG_1688	0.6429	8
MSMEG_1690	0.6429	7
MSMEG_1691	0.5714	3
MSMEG_1693	0.2857	1
MSMEG_1694	0.6429	5
MSMEG_1695	0.5714	3
MSMEG_1696	0.5	4
MSMEG_1697	0.7143	8
MSMEG_1699	0.6429	7
MSMEG_1700	0.3571	0
MSMEG_1703	0.6429	5
MSMEG_1704	0.5714	6
MSMEG_1705	0.5714	5
MSMEG_1706	0.7143	8
MSMEG_1707	0.5714	4
MSMEG_1709	0.5	4
MSMEG_1710	0.5714	5
MSMEG_1711	0.5714	5
MSMEG_1712	0.7857	8
MSMEG_1713	0.7143	8
MSMEG_1714	0.6429	5
MSMEG_1715	0.7857	8
MSMEG_1718	0.5714	3
MSMEG_1721	0.3571	2
MSMEG_1724	0.3571	1
MSMEG_1727	0.6429	6
MSMEG_1730	0.4286	2
MSMEG_1731	0.7143	6
MSMEG_1737	0.5	3
MSMEG_1743	0.5714	5
MSMEG_1746	0.6429	7
MSMEG_1747	0.5714	6
MSMEG_1748	0.8571	10
MSMEG_1749	0.4286	2
MSMEG_1750	0.4286	1
MSMEG_1752	0.5	3
MSMEG_1754	0.2143	0
MSMEG_1755	0.4286	2
MSMEG_1756	0.5	3
MSMEG_1758	0.5714	4
MSMEG_1759	0.4286	3
MSMEG_1760	0.8571	10
MSMEG_1761	0.6429	5
MSMEG_1762	0.6429	6
MSMEG_1763	0.5	2
MSMEG_1764	0.4286	2
MSMEG_1765	0.2857	2
MSMEG_1766	0.7143	6
MSMEG_1767	0.5	4
MSMEG_1768	0.5714	5
MSMEG_1769	0.7857	9
MSMEG_1771	0.6429	7
MSMEG_1772	0.6429	5
MSMEG_1774	0.7857	9
MSMEG_1775	0.5714	4
MSMEG_1776	0.5	2
MSMEG_1777	0.7857	8
MSMEG_1779	0.7143	6
MSMEG_1780	0.6429	5
MSMEG_1781	0.7143	6
MSMEG_1783	0.5	3
MSMEG_1784	0.5	2
MSMEG_1785	0.5714	3
MSMEG_1787	0.6429	6
MSMEG_1788	0.2857	1
MSMEG_1789	0.5714	6
MSMEG_1790	0.7143	6
MSMEG_1792	0.4286	2
MSMEG_1793	0.7143	6
MSMEG_1794	0.3571	2
MSMEG_1795	0.6429	6
MSMEG_1796	0.7143	7
MSMEG_1797	0.8571	10
MSMEG_1798	0.3571	1
MSMEG_1800	0.3571	0
MSMEG_1806	0.5	2
MSMEG_1808	0.5	2
MSMEG_1810	0.6429	6
MSMEG_1811	0.4286	2
MSMEG_1814	0.6429	7
MSMEG_1815	0.4286	2
MSMEG_1820	0.4286	4
MSMEG_1823	0.7143	7
MSMEG_1825	0.5	3
MSMEG_1827	0.5714	3
MSMEG_1829	0.4286	3
MSMEG_1835	0.7143	6
MSMEG_1837	0.5	2
MSMEG_1840	0.5	4
MSMEG_1841	0.8571	9
MSMEG_1842	0.5	1
MSMEG_1844	0.5714	5
MSMEG_1846	0.7143	6
MSMEG_1847	0.5714	5
MSMEG_1849	0.5	3
MSMEG_1850	0.4286	3
MSMEG_1855	0.7143	7
MSMEG_1856	0.5714	3
MSMEG_1857	0.5	5
MSMEG_1858	0.7143	8
MSMEG_1859	0.5	4
MSMEG_1860	0.6429	5
MSMEG_1864	0.5714	5
MSMEG_1866	0.4286	1
MSMEG_1871	0.5	4
MSMEG_1874	0.5714	4
MSMEG_1876	0.8571	9
MSMEG_1877	0.6429	5
MSMEG_1878	0.6429	5
MSMEG_1879	0.4286	3
MSMEG_1888	0.5714	3
MSMEG_1889	0.7857	8
MSMEG_1891	0.3571	1
MSMEG_1892	0.6429	6
MSMEG_1894	0.5	2
MSMEG_1896	0.2857	1
MSMEG_1897	0.5	3
MSMEG_1898	0.6429	6
MSMEG_1899	0.6429	7
MSMEG_1903	0.5	4
MSMEG_1904	0.5714	5
MSMEG_1906	0.4286	4
MSMEG_1907	0.4286	3
MSMEG_1908	0.6429	6
MSMEG_1909	0.5714	6
MSMEG_1910	0.5	3
MSMEG_1911	0.6429	6
MSMEG_1912	0.7143	7
MSMEG_1915	0.6429	7
MSMEG_1923	0.5714	4
MSMEG_1924	0.7143	7
MSMEG_1925	0.3571	1
MSMEG_1928	0.5714	6
MSMEG_1939	0.5	4
MSMEG_1941	0.3571	1
MSMEG_1946	0.6429	4
MSMEG_1948	0.5714	3
MSMEG_1950	0.7857	9
MSMEG_1951	0.7857	7
MSMEG_1952	0.4286	1
MSMEG_1956	0.7143	7
MSMEG_1958	0.4286	2
MSMEG_1959	0.7143	7
MSMEG_1961	0.6429	5
MSMEG_1962	0.6429	6
MSMEG_1963	0.4286	1
MSMEG_1964	0.5714	6
MSMEG_1967	0.5714	3
MSMEG_1968	0.4286	3
MSMEG_1970	0.7143	8
MSMEG_1971	0.5	5
MSMEG_1972	0.6429	6
MSMEG_1974	0.6429	7
MSMEG_1975	0.6429	5
MSMEG_1977	0.7143	7
MSMEG_1978	0.5714	6
MSMEG_1979	0.5714	4
MSMEG_1980	0.3571	2
MSMEG_1983	0.7143	8
MSMEG_1984	0.7857	8
MSMEG_1987	0.7857	9
MSMEG_1988	0.5	4
MSMEG_1990	0.6429	6
MSMEG_1992	0.5	3
MSMEG_1993	0.4286	3
MSMEG_1994	0.6429	4
MSMEG_1997	0.7143	8
MSMEG_1998	0.5714	4
MSMEG_2001	0.5714	4
MSMEG_2003	0.5	5
MSMEG_2004	0.4286	2
MSMEG_2005	0.5714	5
MSMEG_2006	0.5714	3
MSMEG_2008	0.7143	7
MSMEG_2012	0.7143	8
MSMEG_2013	0.5714	3
MSMEG_2014	0.5714	5
MSMEG_2015	0.4286	2
MSMEG_2016	0.6429	6
MSMEG_2022	0.4286	4
MSMEG_2023	0.6429	6
MSMEG_2024	0.6429	6
MSMEG_2025	0.5714	4
MSMEG_2028	0.5714	4
MSMEG_2030	0.5	3
MSMEG_2031	0.2143	1
MSMEG_2034	0.3571	1
MSMEG_2035	0.5714	5
MSMEG_2036	0.6429	6
MSMEG_2040	0.5714	3
MSMEG_2047	0.5	3
MSMEG_2050	0.7143	7
MSMEG_2051	0.5	2
MSMEG_2052	0.7143	7
MSMEG_2053	0.8571	9
MSMEG_2054	0.7143	6
MSMEG_2055	0.6429	6
MSMEG_2056	0.5714	5
MSMEG_2057	0.9286	11
MSMEG_2058	0.5714	4
MSMEG_2059	0.7857	9
MSMEG_2060	0.5714	5
MSMEG_2061	0.5	5
MSMEG_2062	0.6429	7
MSMEG_2063	0.6429	5
MSMEG_2065	0.6429	6
MSMEG_2066	0.7143	8
MSMEG_2067	0.7143	7
MSMEG_2068	0.6429	6
MSMEG_2069	0.5714	5
MSMEG_2070	0.5	6
MSMEG_2071	0.4286	4
MSMEG_2073	0.6429	5
MSMEG_2076	0.6429	5
MSMEG_2077	0.5	2
MSMEG_2079	0.7857	7
MSMEG_2082	0.5	3
MSMEG_2088	0.4286	1
MSMEG_2090	0.6429	5
MSMEG_2094	0.6429	7
MSMEG_2095	0.4286	3
MSMEG_2096	0.7143	6
MSMEG_2097	0.5	3
MSMEG_2098	0.5714	6
MSMEG_2099	0.7143	7
MSMEG_2100	0.7143	7
MSMEG_2102	0.5714	4
MSMEG_2104	0.5	1
MSMEG_2109	0.7857	7
MSMEG_2110	0.5	3
MSMEG_2112	0.6429	6
MSMEG_2113	0.6429	5
MSMEG_2114	0.7143	5
MSMEG_2115	0.6429	6
MSMEG_2118	0.5	4
MSMEG_2119	0.5	4
MSMEG_2120	0.6429	5
MSMEG_2121	0.7143	6
MSMEG_2122	0.7143	7
MSMEG_2123	0.7143	8
MSMEG_2126	0.5714	4
MSMEG_2129	0.4286	1
MSMEG_2130	0.7143	8
MSMEG_2131	0.7857	7
MSMEG_2133	0.5	5
MSMEG_2134	0.6429	5
MSMEG_2135	0.4286	2
MSMEG_2139	0.2857	2
MSMEG_2141	0.5	4
MSMEG_2143	0.3571	1
MSMEG_2145	0.6429	5
MSMEG_2146	0.6429	7
MSMEG_2148	0.7143	6
MSMEG_2150	0.7143	8
MSMEG_2151	0.5	5
MSMEG_2154	0.6429	6
MSMEG_2155	0.6429	6
MSMEG_2156	0.6429	6
MSMEG_2158	0.6429	5
MSMEG_2159	0.7857	8
MSMEG_2160	0.7143	5
MSMEG_2163	0.5	4
MSMEG_2165	0.4286	2
MSMEG_2166	0.7143	6
MSMEG_2167	0.5	4
MSMEG_2168	0.5714	4
MSMEG_2169	0.5714	4
MSMEG_2170	0.4286	1
MSMEG_2171	0.6429	7
MSMEG_2172	0.5	4
MSMEG_2175	0.6429	6
MSMEG_2177	0.7143	6
MSMEG_2178	0.5714	5
MSMEG_2180	0.8571	10
MSMEG_2181	0.2857	1
MSMEG_2183	0.2857	1
MSMEG_2184	0.8571	10
MSMEG_2185	0.5714	4
MSMEG_2186	0.5714	4
MSMEG_2187	0.5714	3
MSMEG_2190	0.5714	5
MSMEG_2193	0.5714	3
MSMEG_2194	0.6429	5
MSMEG_2203	0.5714	4
MSMEG_2207	0.5714	3
MSMEG_2208	0.8571	9
MSMEG_2209	0.5714	4
MSMEG_2212	0.6429	5
MSMEG_2213	0.4286	1
MSMEG_2214	0.8571	9
MSMEG_2215	0.4286	2
MSMEG_2216	0.4286	3
MSMEG_2217	0.4286	3
MSMEG_2218	0.5	4
MSMEG_2219	0.2857	3
MSMEG_2220	0.5714	3
MSMEG_2221	0.5714	5
MSMEG_2222	0.4286	1
MSMEG_2223	0.6429	5
MSMEG_2228	0.2857	1
MSMEG_2229	0.5714	5
MSMEG_2230	0.6429	7
MSMEG_2231	0.4286	2
MSMEG_2232	0.7143	7
MSMEG_2233	0.6429	6
MSMEG_2234	0.6429	7
MSMEG_2235	0.7143	8
MSMEG_2236	0.7857	9
MSMEG_2237	0.5	2
MSMEG_2238	0.6429	6
MSMEG_2239	0.5	3
MSMEG_2240	0.7857	8
MSMEG_2241	0.6429	6
MSMEG_2242	0.9286	11
MSMEG_2243	0.6429	6
MSMEG_2244	0.7143	6
MSMEG_2247	0.7857	7
MSMEG_2249	0.6429	7
MSMEG_2250	0.5714	3
MSMEG_2251	0.8571	9
MSMEG_2252	0.5714	4
MSMEG_2253	0.6429	4
MSMEG_2254	0.6429	7
MSMEG_2255	0.5714	4
MSMEG_2256	0.7143	5
MSMEG_2257	0.5714	5
MSMEG_2258	0.8571	9
MSMEG_2260	0.4286	4
MSMEG_2262	0.7857	9
MSMEG_2263	0.5714	4
MSMEG_2264	0.6429	3
MSMEG_2265	0.2857	2
MSMEG_2266	0.6429	5
MSMEG_2267	0.7143	6
MSMEG_2269	0.5714	4
MSMEG_2270	0.5714	4
MSMEG_2271	0.7857	8
MSMEG_2274	0.8571	11
MSMEG_2275	0.8571	10
MSMEG_2276	0.5714	4
MSMEG_2278	0.3571	1
MSMEG_2279	0.6429	7
MSMEG_2281	0.4286	1
MSMEG_2283	0.5	5
MSMEG_2285	0.7143	8
MSMEG_2286	0.5	2
MSMEG_2291	0.5	4
MSMEG_2293	0.3571	2
MSMEG_2294	0.5	2
MSMEG_2295	0.6429	6
MSMEG_2296	0.7143	7
MSMEG_2299	0.5	3
MSMEG_2301	0.5714	5
MSMEG_2302	0.5714	3
MSMEG_2304	0.6429	6
MSMEG_2305	0.6429	7
MSMEG_2311	0.5	3
MSMEG_2312	0.6429	5
MSMEG_2315	0.4286	2
MSMEG_2321	0.7143	7
MSMEG_2323	0.4286	3
MSMEG_2325	0.3571	2
MSMEG_2327	0.7143	6
MSMEG_2328	0.4286	2
MSMEG_2330	0.2143	2
MSMEG_2334	0.5	3
MSMEG_2335	0.4286	2
MSMEG_2337	0.5	1
MSMEG_2339	0.5	5
MSMEG_2340	0.5	3
MSMEG_2341	0.5714	4
MSMEG_2342	0.5714	3
MSMEG_2343	0.8571	10
MSMEG_2344	0.5	3
MSMEG_2346	0.6429	7
MSMEG_2347	0.4286	3
MSMEG_2350	0.5	3
MSMEG_2353	0.8571	9
MSMEG_2354	0.5	3
MSMEG_2355	0.6429	5
MSMEG_2356	0.7143	6
MSMEG_2358	0.7857	7
MSMEG_2360	0.5714	5
MSMEG_2364	0.5	3
MSMEG_2365	0.5714	6
MSMEG_2367	0.5714	5
MSMEG_2369	0.7143	6
MSMEG_2374	0.7857	9
MSMEG_2376	0.3571	1
MSMEG_2379	0.5714	5
MSMEG_2380	0.5	3
MSMEG_2383	0.7857	7
MSMEG_2388	0.7857	9
MSMEG_2390	0.6429	5
MSMEG_2391	0.7857	8
MSMEG_2394	0.7143	7
MSMEG_2401	0.5714	5
MSMEG_2402	0.6429	6
MSMEG_2404	0.7143	7
MSMEG_2406	0.6429	6
MSMEG_2411	0.5714	6
MSMEG_2413	0.5	2
MSMEG_2414	0.3571	0
MSMEG_2415	0.4286	5
MSMEG_2418	0.8571	10
MSMEG_2419	0.5714	3
MSMEG_2422	0.3571	1
MSMEG_2429	0.7143	6
MSMEG_2431	0.5	4
MSMEG_2433	0.5714	4
MSMEG_2436	0.5	3
MSMEG_2437	0.5	4
MSMEG_2438	0.7857	9
MSMEG_2441	0.4286	2
MSMEG_2447	0.2857	0
MSMEG_2448	0.3571	0
MSMEG_2452	0.6429	6
MSMEG_2454	0.6429	6
MSMEG_2457	0.5	3
MSMEG_2458	0.5714	4
MSMEG_2459	0.6429	6
MSMEG_2460	0.6429	6
MSMEG_2461	0.7857	9
MSMEG_2462	0.7143	8
MSMEG_2463	0.5	4
MSMEG_2464	0.8571	9
MSMEG_2465	0.5714	5
MSMEG_2466	0.6429	4
MSMEG_2470	0.4286	1
MSMEG_2471	0.4286	2
MSMEG_2474	0.6429	5
MSMEG_2476	0.7857	8
MSMEG_2477	0.6429	6
MSMEG_2479	0.4286	3
MSMEG_2480	0.5714	3
MSMEG_2481	0.5714	5
MSMEG_2482	0.5	3
MSMEG_2483	0.7143	6
MSMEG_2484	0.6429	5
MSMEG_2485	0.6429	6
MSMEG_2489	0.6429	7
MSMEG_2491	0.5	4
MSMEG_2492	0.5	3
MSMEG_2493	0.7143	7
MSMEG_2494	0.4286	2
MSMEG_2496	0.2143	1
MSMEG_2498	0.7143	8
MSMEG_2499	0.5714	5
MSMEG_2500	0.5714	2
MSMEG_2501	0.5714	5
MSMEG_2502	0.6429	5
MSMEG_2503	0.5714	5
MSMEG_2504	0.5714	4
MSMEG_2505	0.5714	3
MSMEG_2508	0.5	1
MSMEG_2509	0.6429	5
MSMEG_2513	0.7143	8
MSMEG_2515	0.5714	4
MSMEG_2518	0.6429	4
MSMEG_2521	0.4286	2
MSMEG_2522	0.2857	1
MSMEG_2523	0.5714	5
MSMEG_2524	0.5714	5
MSMEG_2525	0.7143	7
MSMEG_2530	0.7143	8
MSMEG_2533	0.5714	4
MSMEG_2534	0.5714	4
MSMEG_2535	0.7857	8
MSMEG_2536	0.6429	6
MSMEG_2537	0.6429	5
MSMEG_2538	0.5	2
MSMEG_2547	0.5714	3
MSMEG_2548	0.7857	8
MSMEG_2549	0.7143	6
MSMEG_2550	0.6429	7
MSMEG_2551	0.4286	1
MSMEG_2554	0.5	3
MSMEG_2555	0.3571	1
MSMEG_2557	0.4286	3
MSMEG_2558	0.7857	8
MSMEG_2559	0.7857	8
MSMEG_2560	0.5714	3
MSMEG_2561	0.5714	4
MSMEG_2562	0.5	3
MSMEG_2563	0.5	2
MSMEG_2564	0.5714	4
MSMEG_2565	0.6429	5
MSMEG_2566	0.7143	6
MSMEG_2567	0.5714	3
MSMEG_2568	0.5714	5
MSMEG_2569	0.5	4
MSMEG_2573	0.7143	7
MSMEG_2575	0.6429	6
MSMEG_2576	0.7143	5
MSMEG_2577	0.5	2
MSMEG_2580	0.5	3
MSMEG_2583	0.4286	1
MSMEG_2586	0.5714	3
MSMEG_2588	0.4286	3
MSMEG_2591	0.5714	5
MSMEG_2593	0.5714	4
MSMEG_2596	0.7857	7
MSMEG_2598	0.6429	7
MSMEG_2599	0.5	2
MSMEG_2600	0.6429	6
MSMEG_2602	0.5714	5
MSMEG_2603	0.3571	2
MSMEG_2607	0.4286	3
MSMEG_2608	0.5714	5
MSMEG_2609	0.4286	2
MSMEG_2610	0.5714	4
MSMEG_2614	0.7857	7
MSMEG_2615	0.6429	5
MSMEG_2616	0.4286	3
MSMEG_2617	0.5714	4
MSMEG_2619	0.6429	5
MSMEG_2620	0.4286	2
MSMEG_2622	0.5714	4
MSMEG_2626	0.4286	2
MSMEG_2627	0.3571	1
MSMEG_2628	0.7143	6
MSMEG_2629	0.7143	6
MSMEG_2631	0.5714	3
MSMEG_2632	0.7143	5
MSMEG_2633	0.5	4
MSMEG_2634	0.5714	5
MSMEG_2636	0.6429	6
MSMEG_2637	0.5	2
MSMEG_2638	0.5	4
MSMEG_2640	0.7143	5
MSMEG_2642	0.4286	2
MSMEG_2644	0.3571	2
MSMEG_2646	0.7143	7
MSMEG_2648	0.7143	7
MSMEG_2649	0.5714	3
MSMEG_2650	0.6429	6
MSMEG_2651	0.2857	1
MSMEG_2662	0.4286	4
MSMEG_2665	0.2857	1
MSMEG_2666	0.7143	6
MSMEG_2671	0.5714	4
MSMEG_2674	0.3571	2
MSMEG_2677	0.5	3
MSMEG_2678	0.5	2
MSMEG_2680	0.5	4
MSMEG_2681	0.7143	7
MSMEG_2682	0.5714	4
MSMEG_2685	0.6429	7
MSMEG_2686	0.7143	7
MSMEG_2687	0.4286	3
MSMEG_2689	0.2857	1
MSMEG_2690	0.5	1
MSMEG_2697	0.4286	1
MSMEG_2702	0.8571	10
MSMEG_2703	0.6429	6
MSMEG_2705	0.6429	4
MSMEG_2706	0.7857	8
MSMEG_2707	0.7143	7
MSMEG_2708	0.9286	11
MSMEG_2709	0.5714	4
MSMEG_2710	0.7143	6
MSMEG_2711	0.4286	4
MSMEG_2712	0.6429	6
MSMEG_2713	0.5714	2
MSMEG_2714	0.7857	8
MSMEG_2715	0.7143	6
MSMEG_2716	0.6429	5
MSMEG_2717	0.5	3
MSMEG_2718	0.6429	6
MSMEG_2719	0.7143	8
MSMEG_2721	0.7143	7
MSMEG_2724	0.5714	4
MSMEG_2725	0.6429	5
MSMEG_2726	0.4286	2
MSMEG_2729	0.5	3
MSMEG_2734	0.5714	3
MSMEG_2741	0.6429	6
MSMEG_2749	0.5714	4
MSMEG_2759	0.5	3
MSMEG_2766	0.7143	5
MSMEG_2767	0.5	3
MSMEG_2769	0.7143	6
MSMEG_2776	0.5714	3
MSMEG_2781	0.5	3
MSMEG_2786	0.5	4
MSMEG_2787	0.5	3
MSMEG_2788	0.2857	0
MSMEG_2789	0.3571	1
MSMEG_2790	0.5	1
MSMEG_2796	0.6429	5
MSMEG_2797	0.4286	1
MSMEG_2801	0.5714	4
MSMEG_2802	0.7143	6
MSMEG_2803	0.6429	5
MSMEG_2805	0.3571	0
MSMEG_2806	0.6429	4
MSMEG_2807	0.5714	3
MSMEG_2808	0.7857	9
MSMEG_2809	0.5	5
MSMEG_2810	0.3571	0
MSMEG_2811	0.7857	8
MSMEG_2812	0.2857	1
MSMEG_2814	0.6429	5
MSMEG_2817	0.6429	5
MSMEG_2818	0.4286	2
MSMEG_2821	0.4286	2
MSMEG_2825	0.6429	5
MSMEG_2827	0.4286	1
MSMEG_2828	0.5	5
MSMEG_2830	0.5	4
MSMEG_2831	0.4286	2
MSMEG_2832	0.6429	6
MSMEG_2837	0.7857	7
MSMEG_2838	0.5714	6
MSMEG_2841	0.5714	5
MSMEG_2842	0.5714	4
MSMEG_2844	0.6429	7
MSMEG_2845	0.5714	5
MSMEG_2846	0.6429	6
MSMEG_2847	0.5714	6
MSMEG_2848	0.7143	7
MSMEG_2850	0.7143	7
MSMEG_2851	0.5714	5
MSMEG_2852	0.5714	5
MSMEG_2853	0.5714	4
MSMEG_2854	0.7143	6
MSMEG_2855	0.7143	6
MSMEG_2856	0.5714	5
MSMEG_2857	0.6429	5
MSMEG_2858	0.5714	5
MSMEG_2859	0.7143	7
MSMEG_2860	0.8571	9
MSMEG_2861	0.7143	6
MSMEG_2862	0.4286	1
MSMEG_2863	0.5	4
MSMEG_2864	0.7143	7
MSMEG_2865	0.6429	6
MSMEG_2866	0.5714	4
MSMEG_2867	0.8571	10
MSMEG_2869	0.5	4
MSMEG_2870	0.6429	6
MSMEG_2871	0.5714	4
MSMEG_2872	0.7143	7
MSMEG_2873	0.5714	5
MSMEG_2874	0.7143	8
MSMEG_2875	0.6429	4
MSMEG_2876	0.6429	4
MSMEG_2877	0.4286	4
MSMEG_2878	0.6429	7
MSMEG_2879	0.6429	4
MSMEG_2880	0.7143	7
MSMEG_2882	0.6429	7
MSMEG_2883	0.5714	6
MSMEG_2884	0.7143	7
MSMEG_2885	0.4286	4
MSMEG_2886	0.6429	6
MSMEG_2887	0.7143	6
MSMEG_2888	0.3571	1
MSMEG_2889	0.5714	3
MSMEG_2891	0.7143	6
MSMEG_2892	0.5	3
MSMEG_2893	0.3571	1
MSMEG_2894	0.2857	1
MSMEG_2896	0.5714	3
MSMEG_2904	0.7857	8
MSMEG_2905	0.6429	7
MSMEG_2906	0.8571	10
MSMEG_2907	0.5	4
MSMEG_2908	0.5714	3
MSMEG_2909	0.5	1
MSMEG_2910	0.4286	3
MSMEG_2912	0.5	5
MSMEG_2913	0.4286	2
MSMEG_2914	0.6429	6
MSMEG_2915	0.5714	4
MSMEG_2916	0.7143	7
MSMEG_2917	0.6429	3
MSMEG_2918	0.6429	6
MSMEG_2920	0.8571	10
MSMEG_2921	0.6429	5
MSMEG_2922	0.6429	5
MSMEG_2924	0.5	5
MSMEG_2925	0.5	4
MSMEG_2926	0.6429	7
MSMEG_2927	0.7143	6
MSMEG_2928	0.7857	9
MSMEG_2930	0.5	4
MSMEG_2933	0.6429	6
MSMEG_2935	0.5714	5
MSMEG_2938	0.5	3
MSMEG_2939	0.5714	7
MSMEG_2944	0.5714	4
MSMEG_2945	0.7143	7
MSMEG_2948	0.7143	6
MSMEG_2949	0.6429	7
MSMEG_2950	0.5714	5
MSMEG_2951	0.7857	8
MSMEG_2952	0.5714	6
MSMEG_2954	0.7143	6
MSMEG_2955	0.6429	6
MSMEG_2958	0.6429	7
MSMEG_2962	0.7857	8
MSMEG_2963	0.6429	5
MSMEG_2966	0.6429	6
MSMEG_2967	0.7143	7
MSMEG_2968	0.5714	4
MSMEG_2969	0.7857	9
MSMEG_2970	0.5714	4
MSMEG_2971	0.5714	2
MSMEG_2972	0.7857	9
MSMEG_2977	0.6429	5
MSMEG_2978	0.7143	7
MSMEG_2979	0.6429	5
MSMEG_2980	0.6429	7
MSMEG_2981	0.6429	6
MSMEG_2984	0.5714	4
MSMEG_2985	0.6429	4
MSMEG_2986	0.5714	5
MSMEG_2988	0.6429	7
MSMEG_2990	0.5	2
MSMEG_2991	0.7143	8
MSMEG_2992	0.5714	6
MSMEG_2993	0.5714	5
MSMEG_2995	0.6429	5
MSMEG_2996	0.5	1
MSMEG_2997	0.8571	10
MSMEG_2998	0.6429	6
MSMEG_2999	0.5	2
MSMEG_3001	0.3571	1
MSMEG_3004	0.6429	5
MSMEG_3005	0.5714	4
MSMEG_3006	0.7143	8
MSMEG_3007	0.2857	1
MSMEG_3009	0.7143	7
MSMEG_3010	0.5714	4
MSMEG_3011	0.6429	6
MSMEG_3012	0.7143	7
MSMEG_3018	0.6429	7
MSMEG_3021	0.5	2
MSMEG_3022	0.7143	7
MSMEG_3024	0.7143	6
MSMEG_3026	0.5	4
MSMEG_3027	0.7857	7
MSMEG_3028	0.4286	2
MSMEG_3031	0.5714	4
MSMEG_3036	0.5	4
MSMEG_3038	0.4286	2
MSMEG_3039	0.4286	3
MSMEG_3043	0.5714	5
MSMEG_3044	0.7143	7
MSMEG_3047	0.5	5
MSMEG_3048	0.5	3
MSMEG_3049	0.5	3
MSMEG_3051	0.5714	3
MSMEG_3052	0.3571	1
MSMEG_3054	0.7143	7
MSMEG_3058	0.8571	9
MSMEG_3061	0.5	3
MSMEG_3063	0.9286	11
MSMEG_3067	0.4286	3
MSMEG_3069	0.5714	5
MSMEG_3073	0.7143	7
MSMEG_3074	0.5	2
MSMEG_3075	0.5714	4
MSMEG_3077	0.5714	3
MSMEG_3083	0.5	4
MSMEG_3089	0.7143	6
MSMEG_3090	0.7143	6
MSMEG_3091	0.5714	4
MSMEG_3092	0.4286	3
MSMEG_3093	0.5714	5
MSMEG_3094	0.7857	7
MSMEG_3096	0.5714	2
MSMEG_3097	0.4286	1
MSMEG_3099	0.7143	5
MSMEG_3100	0.7143	7
MSMEG_3101	0.5	3
MSMEG_3102	0.8571	9
MSMEG_3104	0.3571	2
MSMEG_3105	0.5	5
MSMEG_3106	0.7143	6
MSMEG_3108	0.7857	8
MSMEG_3109	0.5714	6
MSMEG_3110	0.7143	8
MSMEG_3112	0.6429	5
MSMEG_3113	0.7143	8
MSMEG_3114	0.7857	8
MSMEG_3115	0.5	2
MSMEG_3116	0.5714	6
MSMEG_3118	0.7143	6
MSMEG_3120	0.4286	1
MSMEG_3123	0.5714	3
MSMEG_3124	0.7857	8
MSMEG_3125	0.5714	4
MSMEG_3126	0.4286	3
MSMEG_3127	0.9286	11
MSMEG_3128	0.5	3
MSMEG_3130	0.5714	6
MSMEG_3131	0.6429	6
MSMEG_3133	0.7143	6
MSMEG_3134	0.6429	6
MSMEG_3135	0.4286	3
MSMEG_3136	0.7143	6
MSMEG_3137	0.4286	0
MSMEG_3139	0.5	2
MSMEG_3142	0.7143	7
MSMEG_3146	0.4286	2
MSMEG_3148	0.5714	3
MSMEG_3149	0.3571	1
MSMEG_3151	0.4286	3
MSMEG_3152	0.5	2
MSMEG_3154	0.5714	5
MSMEG_3156	0.5	5
MSMEG_3158	0.7857	7
MSMEG_3164	0.6429	6
MSMEG_3166	0.5	5
MSMEG_3167	0.4286	1
MSMEG_3170	0.4286	3
MSMEG_3172	0.3571	1
MSMEG_3175	0.5	4
MSMEG_3176	0.4286	1
MSMEG_3177	0.4286	1
MSMEG_3179	0.4286	2
MSMEG_3181	0.5	3
MSMEG_3182	0.5714	3
MSMEG_3184	0.5	4
MSMEG_3190	0.3571	0
MSMEG_3192	0.6429	4
MSMEG_3195	0.4286	3
MSMEG_3198	0.4286	1
MSMEG_3200	0.5714	4
MSMEG_3201	0.5	3
MSMEG_3202	0.5	3
MSMEG_3205	0.7143	7
MSMEG_3206	0.4286	2
MSMEG_3207	0.6429	6
MSMEG_3208	0.6429	7
MSMEG_3209	0.5714	5
MSMEG_3210	0.4286	2
MSMEG_3211	0.6429	6
MSMEG_3212	0.7857	8
MSMEG_3213	0.5	3
MSMEG_3214	0.6429	5
MSMEG_3218	0.5714	4
MSMEG_3220	0.5	4
MSMEG_3221	0.8571	10
MSMEG_3222	0.6429	6
MSMEG_3224	0.3571	1
MSMEG_3226	0.6429	5
MSMEG_3229	0.3571	2
MSMEG_3231	0.4286	1
MSMEG_3232	0.7857	9
MSMEG_3234	0.2857	0
