 	SD_GA_percent	SD_GA_count
MSMEG_3361	0.7857	9
MSMEG_3363	0.7143	6
MSMEG_3365	0.6429	5
MSMEG_3375	0.5714	5
MSMEG_3377	0.8571	10
MSMEG_3378	0.6429	5
MSMEG_3380	0.6429	7
MSMEG_3383	0.6429	6
MSMEG_3389	0.7857	9
MSMEG_3395	0.7143	7
MSMEG_3412	0.3571	0
MSMEG_3418	0.7857	8
MSMEG_3419	0.7857	8
MSMEG_3421	0.6429	5
MSMEG_3422	0.5	4
MSMEG_3425	0.7857	9
MSMEG_3426	0.5714	6
MSMEG_3432	0.2857	1
MSMEG_3435	0.5714	4
MSMEG_3437	0.7857	9
MSMEG_3438	0.5	1
MSMEG_3439	0.5714	5
MSMEG_3440	0.4286	2
MSMEG_3441	0.5	3
MSMEG_3443	0.8571	9
MSMEG_3447	0.7143	8
MSMEG_3449	0.7143	8
MSMEG_3451	0.5714	4
MSMEG_3452	0.6429	6
MSMEG_3457	0.6429	5
MSMEG_3459	0.5714	4
MSMEG_3466	0.2143	1
MSMEG_3471	0.7857	9
MSMEG_3472	0.5	3
MSMEG_3476	0.7143	8
MSMEG_3477	0.6429	6
MSMEG_3487	0.6429	7
MSMEG_3489	0.6429	6
MSMEG_3490	0.7857	8
MSMEG_3494	0.5	4
MSMEG_3495	0.4286	2
MSMEG_3497	0.6429	5
MSMEG_3501	0.7143	6
MSMEG_3503	0.5	3
MSMEG_3504	0.6429	5
MSMEG_3505	0.7143	6
MSMEG_3507	0.7857	8
MSMEG_3511	0.6429	6
MSMEG_3519	0.6429	6
MSMEG_3520	0.7143	7
MSMEG_3531	0.6429	6
MSMEG_3534	0.7143	5
MSMEG_3538	0.7857	8
MSMEG_3540	0.7857	8
MSMEG_3545	0.7857	8
MSMEG_3564	0.6429	5
MSMEG_3566	0.7143	7
MSMEG_3570	0.7143	7
MSMEG_3578	0.6429	4
MSMEG_3580	0.5	4
MSMEG_3583	0.6429	5
MSMEG_3605	0.7143	9
MSMEG_3612	0.5	4
MSMEG_3614	0.5714	4
MSMEG_3615	0.5714	3
MSMEG_3616	0.7143	8
MSMEG_3619	0.6429	4
MSMEG_3621	0.6429	5
MSMEG_3630	0.7143	7
MSMEG_3632	0.6429	6
MSMEG_3633	0.5714	3
MSMEG_3636	0.6429	6
MSMEG_3639	0.5714	2
MSMEG_3641	0.7143	7
MSMEG_3642	0.6429	6
MSMEG_3644	0.6429	5
MSMEG_3645	0.7857	7
MSMEG_3647	0.6429	6
MSMEG_3648	0.7143	6
MSMEG_3649	0.4286	2
MSMEG_3650	0.6429	6
MSMEG_3660	0.7143	8
MSMEG_3667	0.7857	8
MSMEG_3668	0.2857	1
MSMEG_3674	0.6429	6
MSMEG_3675	0.5714	6
MSMEG_3678	0.7143	6
MSMEG_3680	0.7857	8
MSMEG_3685	0.7143	8
MSMEG_3686	0.7857	8
MSMEG_3687	0.5714	4
MSMEG_3689	0.3571	2
MSMEG_3692	0.5714	5
MSMEG_3693	0.7143	6
MSMEG_3694	0.6429	5
MSMEG_3696	0.8571	10
MSMEG_3706	0.7857	8
MSMEG_3718	0.5	3
MSMEG_3725	0.9286	12
MSMEG_3727	0.7857	9
MSMEG_3730	0.7143	7
MSMEG_3733	0.5714	5
MSMEG_3736	0.7857	9
MSMEG_3737	0.5714	5
MSMEG_3741	0.8571	9
MSMEG_3743	0.4286	1
MSMEG_3744	0.5714	5
MSMEG_3746	0.6429	5
MSMEG_3750	0.7143	8
MSMEG_3754	0.3571	1
MSMEG_3765	0.6429	6
MSMEG_3766	0.7143	7
MSMEG_3767	0.7143	7
MSMEG_3774	0.5714	3
MSMEG_3775	0.5	1
MSMEG_3784	0.8571	9
MSMEG_3785	0.8571	10
MSMEG_3786	0.5	3
MSMEG_3791	0.7857	8
MSMEG_3792	0.7143	7
MSMEG_3794	0.6429	5
MSMEG_3795	0.5714	3
MSMEG_3796	0.2857	1
MSMEG_3800	0.5	4
MSMEG_3802	0.4286	1
MSMEG_3803	0.8571	9
MSMEG_3808	0.8571	10
MSMEG_3811	0.7857	7
MSMEG_3831	0.6429	6
MSMEG_3833	0.5	4
MSMEG_3835	0.5	4
MSMEG_3836	0.7143	7
MSMEG_3854	0.3571	2
MSMEG_3855	0.7857	8
MSMEG_3856	0.5714	4
MSMEG_3858	0.6429	4
MSMEG_3861	0.6429	5
MSMEG_3869	0.5	3
MSMEG_3874	0.7143	8
MSMEG_3877	0.5714	4
MSMEG_3887	0.5	5
MSMEG_3896	0.7143	6
MSMEG_3901	0.4286	3
MSMEG_3902	0.7857	8
MSMEG_3903	0.7143	7
MSMEG_3904	0.6429	5
MSMEG_3916	0.5	3
MSMEG_3919	0.6429	4
MSMEG_3930	0.4286	2
MSMEG_3950	0.7857	9
MSMEG_3958	0.7143	7
MSMEG_3959	0.7857	8
MSMEG_3960	0.5	4
MSMEG_3962	0.5714	6
MSMEG_3965	0.7143	7
MSMEG_3968	0.3571	2
MSMEG_3975	0.5	2
MSMEG_3976	0.7143	6
MSMEG_3977	0.5714	6
MSMEG_3980	0.6429	5
MSMEG_3988	0.5714	5
MSMEG_4022	0.6429	6
MSMEG_4029	0.5714	4
MSMEG_4030	0.5714	3
MSMEG_4037	0.4286	3
MSMEG_4038	0.5714	4
MSMEG_4041	0.6429	6
MSMEG_4042	0.6429	7
MSMEG_4044	0.6429	6
MSMEG_4052	0.3571	2
MSMEG_4053	0.6429	5
MSMEG_4055	0.5714	4
MSMEG_4057	0.3571	2
MSMEG_4067	0.7143	7
MSMEG_4068	0.5714	5
MSMEG_4071	0.5	3
MSMEG_4079	0.6429	6
MSMEG_4081	0.7143	7
MSMEG_4085	0.7143	8
MSMEG_4087	0.7857	10
MSMEG_4088	0.6429	6
MSMEG_4090	0.7857	9
MSMEG_4108	0.4286	4
MSMEG_4109	0.5714	5
MSMEG_4113	0.5	4
MSMEG_4116	0.6429	6
MSMEG_4120	0.6429	6
MSMEG_4121	0.7143	6
MSMEG_4123	0.5714	5
MSMEG_4125	0.7857	8
MSMEG_4126	0.7143	7
MSMEG_4128	0.7143	7
MSMEG_4130	0.6429	6
MSMEG_4132	0.6429	5
MSMEG_4133	0.5	3
MSMEG_4143	0.7857	7
MSMEG_4145	0.7857	8
MSMEG_4151	0.6429	7
MSMEG_4153	0.3571	1
MSMEG_4155	0.5	5
MSMEG_4160	0.3571	0
MSMEG_4161	0.3571	0
MSMEG_4163	0.5714	5
MSMEG_4165	0.7857	9
MSMEG_4166	0.6429	5
MSMEG_4174	0.6429	5
MSMEG_4179	0.5	4
MSMEG_4180	0.5714	4
MSMEG_4185	0.7143	7
MSMEG_4196	0.5714	5
MSMEG_4197	0.7143	5
MSMEG_4199	0.8571	10
MSMEG_4215	0.6429	5
MSMEG_4218	0.5714	5
MSMEG_4219	0.7143	7
MSMEG_4222	0.9286	11
MSMEG_4225	0.6429	6
MSMEG_4226	0.7857	8
MSMEG_4228	0.6429	5
MSMEG_4230	0.5714	5
MSMEG_4232	0.5	3
MSMEG_4235	0.5714	4
MSMEG_4236	0.7143	7
MSMEG_4237	0.7857	9
MSMEG_4238	0.7143	6
MSMEG_4240	0.7143	6
MSMEG_4245	0.7143	6
MSMEG_4246	0.5	3
MSMEG_4248	0.7143	8
MSMEG_4249	0.5714	5
MSMEG_4251	0.8571	9
MSMEG_4253	0.5	2
MSMEG_4256	0.7143	6
MSMEG_4257	0.7143	7
MSMEG_4261	0.7857	9
MSMEG_4264	0.5	2
MSMEG_4268	0.5	5
MSMEG_4270	0.6429	5
MSMEG_4271	0.5	3
MSMEG_4272	0.7857	8
MSMEG_4274	0.4286	1
MSMEG_4280	0.6429	5
MSMEG_4282	0.7143	7
MSMEG_4283	0.7143	7
MSMEG_4284	0.7857	9
MSMEG_4290	0.7857	8
MSMEG_4298	0.5714	5
MSMEG_4302	0.6429	5
MSMEG_4307	0.6429	5
MSMEG_4313	0.7143	7
MSMEG_4320	0.6429	6
MSMEG_4321	0.7143	8
MSMEG_4323	0.7143	7
MSMEG_4326	0.7143	7
MSMEG_4336	0.7857	8
MSMEG_4337	0.6429	5
MSMEG_4347	0.7143	6
MSMEG_4351	0.7143	8
MSMEG_4359	0.5714	3
MSMEG_4360	0.6429	6
MSMEG_4361	0.8571	9
MSMEG_4365	0.5714	3
MSMEG_4366	0.7143	7
MSMEG_4367	0.7143	8
MSMEG_4368	0.7857	8
MSMEG_4371	0.5	2
MSMEG_4383	0.6429	6
MSMEG_4385	0.7143	7
MSMEG_4392	0.7143	5
MSMEG_4395	0.6429	6
MSMEG_4396	0.5	2
MSMEG_4399	0.5	2
MSMEG_4402	0.8571	10
MSMEG_4410	0.8571	11
MSMEG_4430	0.5	3
MSMEG_4449	0.5	2
MSMEG_4450	0.5714	4
MSMEG_4453	0.2143	0
MSMEG_4458	0.5	5
MSMEG_4460	0.5714	5
MSMEG_4461	0.5714	4
MSMEG_4476	0.7143	7
MSMEG_4479	0.6429	7
MSMEG_4480	0.4286	1
MSMEG_4481	0.5	2
MSMEG_4486	0.5	5
MSMEG_4497	0.6429	5
MSMEG_4499	0.8571	10
MSMEG_4504	0.7143	7
MSMEG_4507	0.5	2
MSMEG_4518	0.7143	7
MSMEG_4527	0.6429	6
MSMEG_4533	0.7857	9
MSMEG_4536	0.3571	1
MSMEG_4537	0.5714	6
MSMEG_4550	0.8571	10
MSMEG_4555	0.7143	6
MSMEG_4559	0.5714	3
MSMEG_4561	0.7143	7
MSMEG_4564	0.5714	5
MSMEG_4565	0.7143	6
MSMEG_4571	0.5714	7
MSMEG_4580	0.7857	8
MSMEG_4595	0.4286	2
MSMEG_4598	0.3571	2
MSMEG_4599	0.5	4
MSMEG_4604	0.7143	8
MSMEG_4614	0.3571	1
MSMEG_4618	0.7143	6
MSMEG_4625	0.7857	8
MSMEG_4626	0.7857	9
MSMEG_4628	0.5	5
MSMEG_4631	0.7857	8
MSMEG_4634	0.5714	4
MSMEG_4640	0.5	2
MSMEG_4643	0.7143	8
MSMEG_4645	0.3571	1
MSMEG_4646	0.7857	8
MSMEG_4647	0.5	5
MSMEG_4654	0.7143	7
MSMEG_4655	0.7143	6
MSMEG_4657	0.6429	4
MSMEG_4658	0.8571	10
MSMEG_4659	0.7143	7
MSMEG_4661	0.5	4
MSMEG_4671	0.5	5
MSMEG_4673	0.6429	5
MSMEG_4678	0.7143	8
MSMEG_4679	0.5	4
MSMEG_4688	0.7857	7
MSMEG_4689	0.7143	7
MSMEG_4694	0.5	4
MSMEG_4698	0.7143	9
MSMEG_4699	0.3571	3
MSMEG_4700	0.6429	5
MSMEG_4705	0.7857	9
MSMEG_4712	0.6429	7
MSMEG_4717	0.6429	6
MSMEG_4718	0.3571	3
MSMEG_4723	0.7143	7
MSMEG_4727	0.7143	7
MSMEG_4737	0.5	2
MSMEG_4738	0.5714	6
MSMEG_4740	0.6429	5
MSMEG_4741	0.5	3
MSMEG_4742	0.7857	7
MSMEG_4743	0.7143	6
MSMEG_4748	0.7143	7
MSMEG_4751	0.5714	4
MSMEG_4752	0.7143	7
MSMEG_4753	0.7143	8
MSMEG_4763	0.7143	6
MSMEG_4767	0.7143	8
MSMEG_4771	0.7143	7
MSMEG_4773	0.8571	10
MSMEG_4775	0.5714	3
MSMEG_4776	0.6429	7
MSMEG_4779	0.7857	8
MSMEG_4784	0.5714	6
MSMEG_4791	0.8571	10
MSMEG_4797	0.4286	2
MSMEG_4800	0.5714	6
MSMEG_4804	0.7143	6
MSMEG_4807	0.3571	1
MSMEG_4829	0.5714	5
MSMEG_4835	0.5	5
MSMEG_4839	0.7857	9
MSMEG_4847	0.5714	4
MSMEG_4849	0.7857	8
MSMEG_4868	0.7143	8
MSMEG_4880	0.7857	9
MSMEG_4887	0.7143	8
MSMEG_4891	0.6429	5
MSMEG_4893	0.7143	7
MSMEG_4904	0.5714	4
MSMEG_4906	0.7143	6
MSMEG_4907	0.8571	9
MSMEG_4916	0.7143	6
MSMEG_4917	0.6429	5
MSMEG_4920	0.2857	1
MSMEG_4926	0.5	5
MSMEG_4927	0.8571	10
MSMEG_4933	0.5714	3
MSMEG_4935	0.6429	6
MSMEG_4938	0.8571	10
MSMEG_4939	0.7143	6
MSMEG_4941	0.8571	10
MSMEG_4943	0.7857	8
MSMEG_4945	0.5	5
MSMEG_4946	0.8571	10
MSMEG_4951	0.7857	8
MSMEG_4953	0.5	3
MSMEG_4954	1.0	13
MSMEG_4956	0.7857	9
MSMEG_4958	0.6429	4
MSMEG_4961	0.7143	6
MSMEG_4971	0.6429	7
MSMEG_4977	0.5714	4
MSMEG_4979	0.7143	7
MSMEG_4989	0.5714	2
MSMEG_4991	0.5	3
MSMEG_4993	0.6429	5
MSMEG_4995	0.7143	6
MSMEG_5000	0.6429	7
MSMEG_5004	0.9286	11
MSMEG_5012	0.5714	3
MSMEG_5013	0.7857	8
MSMEG_5016	0.6429	4
MSMEG_5039	0.7857	8
MSMEG_5048	0.7143	7
MSMEG_5049	0.5714	5
MSMEG_5050	0.7857	8
MSMEG_5051	0.3571	2
MSMEG_5053	0.7143	6
MSMEG_5054	0.6429	5
MSMEG_5056	0.8571	10
MSMEG_5057	0.6429	5
MSMEG_5059	0.7143	7
MSMEG_5060	0.7143	7
MSMEG_5061	0.7857	8
MSMEG_5062	0.6429	5
MSMEG_5067	0.6429	6
MSMEG_5070	0.7857	7
MSMEG_5072	0.5714	5
MSMEG_5073	0.4286	1
MSMEG_5080	0.2857	0
MSMEG_5081	0.7143	7
MSMEG_5086	0.7143	6
MSMEG_5089	0.7143	8
MSMEG_5090	0.6429	6
MSMEG_5091	0.5714	5
MSMEG_5100	0.5714	7
MSMEG_5101	0.6429	7
MSMEG_5102	0.3571	3
MSMEG_5109	0.7143	8
MSMEG_5111	0.6429	7
MSMEG_5119	0.4286	3
MSMEG_5122	0.8571	9
MSMEG_5124	0.7857	8
MSMEG_5126	0.5714	4
MSMEG_5127	0.4286	3
MSMEG_5128	0.5714	5
MSMEG_5131	0.5	2
MSMEG_5134	0.5714	6
MSMEG_5144	0.6429	7
MSMEG_5145	0.5714	3
MSMEG_5149	0.5	2
MSMEG_5154	0.6429	4
MSMEG_5157	0.5714	5
MSMEG_5159	0.6429	5
MSMEG_5162	0.6429	6
MSMEG_5165	0.5	5
MSMEG_5173	0.5	3
MSMEG_5178	0.7143	7
MSMEG_5184	0.6429	6
MSMEG_5189	0.5714	5
MSMEG_5196	0.7143	9
MSMEG_5199	0.6429	8
MSMEG_5207	0.5714	4
MSMEG_5208	0.7857	8
MSMEG_5209	0.7143	8
MSMEG_5211	0.6429	5
MSMEG_5216	0.6429	5
MSMEG_5218	0.6429	6
MSMEG_5219	0.6429	7
MSMEG_5220	0.4286	4
MSMEG_5229	0.4286	1
MSMEG_5231	0.4286	2
MSMEG_5233	0.6429	7
MSMEG_5236	0.6429	6
MSMEG_5241	0.5	4
MSMEG_5257	0.5714	4
MSMEG_5261	0.6429	6
MSMEG_5263	0.7857	7
MSMEG_5268	0.6429	7
MSMEG_5271	0.4286	1
MSMEG_5273	0.5714	6
MSMEG_5275	0.7857	9
MSMEG_5278	0.5	4
MSMEG_5280	0.2857	3
MSMEG_5282	0.6429	8
MSMEG_5287	0.7857	9
MSMEG_5288	0.4286	2
MSMEG_5292	0.6429	4
MSMEG_5298	0.8571	9
MSMEG_5301	0.5714	5
MSMEG_5302	0.5714	5
MSMEG_5303	0.5	5
MSMEG_5308	0.6429	5
MSMEG_5310	0.8571	10
MSMEG_5318	0.2857	0
MSMEG_5324	0.5714	5
MSMEG_5327	0.7143	8
MSMEG_5328	0.7857	9
MSMEG_5329	0.7857	10
MSMEG_5333	0.7857	8
MSMEG_5338	0.6429	6
MSMEG_5339	0.5	3
MSMEG_5343	0.7857	8
MSMEG_5346	0.7857	10
MSMEG_5347	0.5714	6
MSMEG_5349	0.7857	8
MSMEG_5352	0.7143	7
MSMEG_5354	0.5	5
MSMEG_5355	0.8571	9
MSMEG_5360	0.5714	5
MSMEG_5368	0.5	2
MSMEG_5370	0.5714	4
MSMEG_5372	0.7857	7
MSMEG_5375	0.7857	7
MSMEG_5376	0.4286	2
MSMEG_5378	0.5	5
MSMEG_5379	0.8571	10
MSMEG_5388	0.6429	6
MSMEG_5397	0.4286	3
MSMEG_5401	0.8571	10
MSMEG_5403	0.6429	6
MSMEG_5406	0.5	3
MSMEG_5409	0.4286	2
MSMEG_5412	0.6429	6
MSMEG_5414	0.5	2
MSMEG_5415	0.7857	7
MSMEG_5416	0.5714	3
MSMEG_5418	0.6429	6
MSMEG_5420	0.2857	1
MSMEG_5427	0.5714	5
MSMEG_5429	0.6429	5
MSMEG_5431	0.5714	5
MSMEG_5435	0.7143	8
MSMEG_5438	0.7143	6
MSMEG_5439	0.6429	4
MSMEG_5442	0.5	4
MSMEG_5444	0.7143	5
MSMEG_5460	0.6429	5
MSMEG_5461	0.5714	6
MSMEG_5462	0.7857	8
MSMEG_5468	0.8571	10
MSMEG_5470	0.7857	8
MSMEG_5475	0.7143	7
MSMEG_5480	0.7143	7
MSMEG_5481	0.3571	1
MSMEG_5482	0.6429	7
MSMEG_5483	0.7143	6
MSMEG_5486	0.6429	5
MSMEG_5489	0.7143	6
MSMEG_5500	0.4286	1
MSMEG_5502	0.6429	6
MSMEG_5503	0.4286	3
MSMEG_5507	0.7857	8
MSMEG_5515	0.7857	8
MSMEG_5517	0.7143	7
MSMEG_5518	0.7143	7
MSMEG_5522	0.5714	4
MSMEG_5525	0.7857	7
MSMEG_5536	0.6429	6
MSMEG_5539	0.5	3
MSMEG_5543	0.2143	1
MSMEG_5549	0.7143	7
MSMEG_5553	0.7143	6
MSMEG_5556	0.6429	6
MSMEG_5557	0.7857	7
MSMEG_5558	0.8571	10
MSMEG_5559	0.5	5
MSMEG_5565	0.5714	5
MSMEG_5568	0.8571	10
MSMEG_5579	0.6429	6
MSMEG_5584	0.7857	7
MSMEG_5587	0.5714	6
MSMEG_5589	0.8571	9
MSMEG_5591	0.5714	4
MSMEG_5595	0.5714	2
MSMEG_5597	0.6429	6
MSMEG_5601	0.7143	7
MSMEG_5607	0.7143	7
MSMEG_5610	0.5	2
MSMEG_5611	0.7143	7
MSMEG_5612	0.7143	6
MSMEG_5617	0.7857	7
MSMEG_5634	0.6429	3
MSMEG_5636	0.4286	2
MSMEG_5641	0.7143	7
MSMEG_5646	0.7857	8
MSMEG_5649	0.5	4
MSMEG_5651	0.7857	9
MSMEG_5656	0.3571	1
MSMEG_5658	0.5	2
MSMEG_5660	0.6429	4
MSMEG_5661	0.5714	4
MSMEG_5672	0.7857	9
MSMEG_5680	0.6429	5
MSMEG_5682	0.5	2
MSMEG_5690	0.6429	7
MSMEG_5694	0.7143	6
MSMEG_5696	0.5714	5
MSMEG_5697	0.6429	6
MSMEG_5699	0.5714	4
MSMEG_5700	0.6429	6
MSMEG_5702	0.7857	7
MSMEG_5703	0.5	2
MSMEG_5704	0.4286	3
MSMEG_5708	0.7857	8
MSMEG_5709	0.5714	4
MSMEG_5710	0.6429	6
MSMEG_5713	0.6429	5
MSMEG_5719	0.7857	8
MSMEG_5721	0.6429	7
MSMEG_5722	0.5	2
MSMEG_5727	0.7143	8
MSMEG_5730	0.4286	2
MSMEG_5741	0.4286	1
MSMEG_5749	0.5	2
MSMEG_5750	0.5	3
MSMEG_5764	0.7143	7
MSMEG_5768	0.6429	6
MSMEG_5769	0.7143	7
MSMEG_5771	0.6429	6
MSMEG_5773	0.7857	9
MSMEG_5775	0.5	3
MSMEG_5778	0.7857	9
MSMEG_5782	0.7857	7
MSMEG_5784	0.7143	8
MSMEG_5786	0.7143	7
MSMEG_5788	0.5	5
MSMEG_5797	0.5714	6
MSMEG_5800	0.5714	5
MSMEG_5803	0.7857	7
MSMEG_5811	0.5	4
MSMEG_5812	0.7857	8
MSMEG_5816	0.5714	3
MSMEG_5828	0.7143	6
MSMEG_5831	0.7857	8
MSMEG_5848	0.9286	11
MSMEG_5851	0.5714	3
MSMEG_5853	0.6429	7
MSMEG_5855	0.6429	7
MSMEG_5859	0.6429	6
MSMEG_5866	0.7857	9
MSMEG_5868	0.7857	8
MSMEG_5876	0.5	3
MSMEG_5878	0.5	3
MSMEG_5879	0.7857	7
MSMEG_5885	0.7857	7
MSMEG_5887	0.7857	8
MSMEG_5889	0.6429	5
MSMEG_5894	0.5714	4
MSMEG_5902	0.7143	6
MSMEG_5904	0.6429	6
MSMEG_5906	0.7143	6
MSMEG_5912	0.7857	8
MSMEG_5916	0.5714	5
MSMEG_5920	0.7143	8
MSMEG_5925	0.7143	7
MSMEG_5929	0.7857	8
MSMEG_5933	0.5714	6
MSMEG_5934	0.6429	4
MSMEG_5937	0.6429	4
MSMEG_5940	0.5714	6
MSMEG_5943	0.5	6
MSMEG_5944	0.7143	5
MSMEG_5952	0.5	3
MSMEG_5956	0.5	1
MSMEG_5959	0.5	2
MSMEG_5962	0.5714	4
MSMEG_5967	0.7857	8
MSMEG_5968	0.7857	7
MSMEG_5969	0.6429	6
MSMEG_5970	0.6429	5
MSMEG_5971	0.7143	7
MSMEG_5976	0.7143	6
MSMEG_5981	0.6429	4
MSMEG_5988	0.5714	5
MSMEG_5989	0.7857	9
MSMEG_5995	0.6429	5
MSMEG_5997	0.5	2
MSMEG_6001	0.7143	7
MSMEG_6006	0.4286	4
MSMEG_6010	0.5714	4
MSMEG_6018	0.6429	5
MSMEG_6019	0.6429	6
MSMEG_6020	0.6429	7
MSMEG_6021	0.6429	6
MSMEG_6022	0.5714	5
MSMEG_6024	0.7857	8
MSMEG_6027	0.6429	5
MSMEG_6031	0.7143	7
MSMEG_6032	0.5714	4
MSMEG_6033	0.5714	6
MSMEG_6038	0.6429	6
MSMEG_6039	0.7857	9
MSMEG_6040	0.5	5
MSMEG_6042	0.5	3
MSMEG_6064	0.9286	11
MSMEG_6068	0.8571	9
MSMEG_6073	0.7857	7
MSMEG_6076	0.5714	4
MSMEG_6077	0.7143	8
MSMEG_6078	0.5	5
MSMEG_6080	0.6429	7
MSMEG_6083	0.4286	4
MSMEG_6085	0.7143	6
MSMEG_6090	0.5714	7
MSMEG_6091	0.7143	6
MSMEG_6092	0.5714	4
MSMEG_6098	0.4286	3
MSMEG_6104	0.7143	8
MSMEG_6105	0.7143	6
MSMEG_6112	0.6429	4
MSMEG_6113	0.4286	3
MSMEG_6114	0.7143	6
MSMEG_6131	0.5714	5
MSMEG_6136	0.7143	6
MSMEG_6141	0.5714	5
MSMEG_6145	0.3571	3
MSMEG_6148	0.5	5
MSMEG_6149	0.8571	10
MSMEG_6156	0.8571	10
MSMEG_6157	0.7143	5
MSMEG_6159	0.7857	8
MSMEG_6160	0.6429	6
MSMEG_6162	0.8571	10
MSMEG_6171	0.5714	4
MSMEG_6180	0.5714	3
MSMEG_6182	0.7143	7
MSMEG_6185	0.6429	5
MSMEG_6198	0.5714	5
MSMEG_6199	0.7857	8
MSMEG_6201	0.2857	0
MSMEG_6219	0.6429	4
MSMEG_6221	0.5	4
MSMEG_6224	0.6429	6
MSMEG_6227	0.7143	8
MSMEG_6229	0.7143	8
MSMEG_6237	0.5	3
MSMEG_6239	0.7143	5
MSMEG_6240	0.5714	3
MSMEG_6241	0.6429	6
MSMEG_6242	0.7857	8
MSMEG_6243	0.7143	8
MSMEG_6245	0.3571	3
MSMEG_6250	0.7857	8
MSMEG_6254	0.5	2
MSMEG_6257	0.6429	6
MSMEG_6259	0.6429	6
MSMEG_6266	0.6429	6
MSMEG_6270	0.5714	5
MSMEG_6271	0.6429	7
MSMEG_6280	0.5	4
MSMEG_6282	0.5714	5
MSMEG_6284	0.7857	7
MSMEG_6286	0.7143	7
MSMEG_6291	0.7143	6
MSMEG_6300	0.6429	6
MSMEG_6303	0.5	3
MSMEG_6314	0.5714	4
MSMEG_6316	0.6429	6
MSMEG_6334	0.5	2
MSMEG_6340	0.7143	8
MSMEG_6344	0.5714	4
MSMEG_6346	0.7857	7
MSMEG_6348	0.6429	5
MSMEG_6352	0.7857	8
MSMEG_6353	0.5714	5
MSMEG_6354	0.5714	6
MSMEG_6356	0.6429	5
MSMEG_6358	0.8571	9
MSMEG_6363	0.4286	4
MSMEG_6365	0.7857	8
MSMEG_6369	0.5714	5
MSMEG_6379	0.5	4
MSMEG_6380	0.6429	6
MSMEG_6381	0.7143	7
MSMEG_6383	0.4286	2
MSMEG_6385	0.5714	4
MSMEG_6386	0.2857	1
MSMEG_6390	0.7143	6
MSMEG_6391	0.8571	10
MSMEG_6393	0.7143	7
MSMEG_6394	0.7857	8
MSMEG_6398	0.7143	7
MSMEG_6399	0.7857	7
MSMEG_6401	0.8571	9
MSMEG_6405	0.6429	6
MSMEG_6408	0.6429	5
MSMEG_6410	0.6429	6
MSMEG_6411	0.6429	6
MSMEG_6414	0.3571	1
MSMEG_6416	0.6429	5
MSMEG_6419	0.7857	7
MSMEG_6426	0.5714	3
MSMEG_6427	0.7857	9
MSMEG_6428	0.5714	5
MSMEG_6430	0.5714	6
MSMEG_6432	0.5	1
MSMEG_6433	0.7857	9
MSMEG_6434	0.6429	6
MSMEG_6438	0.5714	5
MSMEG_6447	0.7857	8
MSMEG_6451	0.5714	5
MSMEG_6452	0.5	3
MSMEG_6456	0.6429	6
MSMEG_6457	0.5	3
MSMEG_6477	0.8571	9
MSMEG_6480	0.7143	7
MSMEG_6481	0.4286	3
MSMEG_6484	0.5	4
MSMEG_6487	0.5714	4
MSMEG_6497	0.5714	5
MSMEG_6498	0.6429	6
MSMEG_6508	0.5	3
MSMEG_6511	0.7857	8
MSMEG_6518	0.5714	3
MSMEG_6519	0.5714	3
MSMEG_6524	0.5714	5
MSMEG_6528	0.6429	5
MSMEG_6535	0.7857	8
MSMEG_6538	0.7857	8
MSMEG_6540	0.6429	6
MSMEG_6541	0.6429	4
MSMEG_6544	0.5714	4
MSMEG_6552	0.7857	9
MSMEG_6555	0.4286	4
MSMEG_6563	0.7143	6
MSMEG_6566	0.7857	8
MSMEG_6568	0.5714	5
MSMEG_6577	0.6429	6
MSMEG_6579	0.7857	7
MSMEG_6581	0.6429	5
MSMEG_6587	0.3571	2
MSMEG_6588	0.5714	5
MSMEG_6596	0.6429	5
MSMEG_6603	0.5	5
MSMEG_6604	0.7143	6
MSMEG_6630	0.6429	6
MSMEG_6634	0.6429	6
MSMEG_6635	0.6429	5
MSMEG_6636	0.7857	7
MSMEG_6637	0.5714	4
MSMEG_6638	0.4286	3
MSMEG_6640	0.5714	3
MSMEG_6642	0.5	3
MSMEG_6649	0.6429	6
MSMEG_6650	0.4286	2
MSMEG_6654	0.5	5
MSMEG_6660	0.6429	5
MSMEG_6663	0.7857	7
MSMEG_6678	0.7857	10
MSMEG_6686	0.5	4
MSMEG_6690	0.8571	11
MSMEG_6698	0.5714	3
MSMEG_6700	0.7857	9
MSMEG_6726	0.7857	7
MSMEG_6727	0.7857	8
MSMEG_6730	0.8571	9
MSMEG_6739	0.6429	5
MSMEG_6740	0.6429	6
MSMEG_6743	0.6429	7
MSMEG_6744	0.4286	4
MSMEG_6747	0.6429	6
MSMEG_6754	0.7857	8
MSMEG_6758	0.7143	8
MSMEG_6759	0.5	6
MSMEG_6760	0.6429	7
MSMEG_6761	0.6429	5
MSMEG_6764	0.7143	6
MSMEG_6771	0.7857	8
MSMEG_6772	0.6429	5
MSMEG_6781	0.3571	3
MSMEG_6783	0.7143	6
MSMEG_6786	0.7143	8
MSMEG_6787	0.9286	12
MSMEG_6789	0.7857	7
MSMEG_6800	0.7143	7
MSMEG_6802	0.7143	7
MSMEG_6804	0.7857	9
MSMEG_6808	0.6429	7
MSMEG_6821	0.5714	4
MSMEG_6822	0.7143	8
MSMEG_6826	0.6429	5
MSMEG_6843	0.7857	9
MSMEG_6859	0.6429	7
