 	CDS_MFE_100_50nt_CDS	CDS_MFE_100_50nt_5p	CDS_MFE_100_50nt_mid	CDS_MFE_100_50nt_3p
MSMEG_1323	-40.8	-38.05	-44.3	-39.3
MSMEG_1324	-27.3	-26.5	-28.1	-28.1
MSMEG_1325	-42.9121	-45.1833	-44.3545	-38.6
MSMEG_1326	-39.65	-41.2	-38.1	-38.1
MSMEG_1327	-40.2523	-39.7955	-41.4091	-39.519
MSMEG_1328	-39.2108	-36.1091	-39.7136	-41.9333
MSMEG_1329	-45.8083	-43.0444	-47.0	-48.0
MSMEG_1330	-38.6444	-40.4	-40.0	-33.1
MSMEG_1331	-40.6857	-43.2	-42.34	-35.475
MSMEG_1332	-31.8882	-34.9167	-34.8333	-24.72
MSMEG_1333	-37.9684	-32.3	-41.0857	-41.54
MSMEG_1334	-39.3071	-38.88	-40.32	-38.575
MSMEG_1335	-38.9333	-40.0	-45.3667	-27.15
MSMEG_1336	-38.7917	-34.5889	-39.4375	-43.4571
MSMEG_1339	-20.1333	-21.9	-16.6	-16.6
MSMEG_1340	-30.8556	-33.4	-28.8333	-28.8
MSMEG_1341	-35.1	-34.7667	-39.9667	-28.3
MSMEG_1342	-34.15	-35.8	-33.1667	-32.9333
MSMEG_1344	-38.8875	-44.4667	-34.9333	-36.45
MSMEG_1345	-40.1375	-39.1833	-40.7667	-40.625
MSMEG_1346	-32.0625	-34.6	-32.5333	-27.55
MSMEG_1347	-34.0571	-34.5	-33.88	-33.725
MSMEG_1348	-39.8083	-40.9333	-38.5	-39.8571
MSMEG_1349	-40.4692	-42.44	-38.76	-40.0333
MSMEG_1350	-29.4706	-30.9333	-31.3333	-25.48
MSMEG_1351	-34.9941	-34.6333	-37.45	-32.48
MSMEG_1352	-36.2389	-39.5714	-33.75	-34.56
MSMEG_1353	-34.9536	-36.26	-34.8556	-33.6
MSMEG_1355	-47.1273	-46.45	-47.4	-47.6667
MSMEG_1356	-34.675	-36.92	-32.225	-34.2
MSMEG_1357	-30.32	-32.925	-33.2	-19.35
MSMEG_1358	-37.1	-42.05	-34.0	-34.6333
MSMEG_1359	-39.8737	-43.6143	-39.0167	-36.3667
MSMEG_1360	-41.9643	-46.26	-37.58	-42.075
MSMEG_1361	-41.2232	-37.7214	-42.9893	-43.0923
MSMEG_1362	-45.9727	-46.8	-47.3	-43.1
MSMEG_1363	-42.7611	-41.2429	-44.4333	-42.88
MSMEG_1364	-40.2	-39.975	-40.7	-39.65
MSMEG_1365	-36.2286	-38.1	-37.0	-28.3
MSMEG_1366	-35.1857	-31.775	-37.8571	-36.6167
MSMEG_1367	-36.9229	-35.6708	-37.6	-37.5522
MSMEG_1368	-38.0329	-37.1481	-37.8615	-39.1231
MSMEG_1369	-40.57	-41.1286	-41.8857	-38.3833
MSMEG_1370	-42.325	-38.3286	-47.4714	-40.9833
MSMEG_1371	-44.23	-43.8286	-42.3571	-46.8833
MSMEG_1372	-40.0533	-39.9333	-44.26	-34.975
MSMEG_1373	-38.2864	-42.1375	-37.4	-34.7714
MSMEG_1374	-37.405	-36.2429	-36.6714	-39.6167
MSMEG_1375	-44.375	-43.15	-44.7	-45.725
MSMEG_1376	-44.9333	-44.0556	-44.875	-46.1286
MSMEG_1377	-39.8067	-39.7667	-40.18	-39.4
MSMEG_1378	-44.2722	-39.9286	-49.4167	-44.18
MSMEG_1379	-36.5304	-35.85	-39.6125	-33.7857
MSMEG_1380	-33.0857	-37.5	-36.4	-23.425
MSMEG_1381	-34.525	-39.2333	-35.3	-26.3
MSMEG_1382	-36.8017	-38.905	-32.8316	-38.5579
MSMEG_1383	-35.1667	-36.08	-35.2333	-33.925
MSMEG_1384	-38.8833	-39.6667	-41.85	-30.6
MSMEG_1385	-41.4667	-39.4333	-46.25	-38.6143
MSMEG_1386	-38.7739	-43.1375	-35.75	-37.2429
MSMEG_1387	-37.7848	-35.0083	-38.5364	-40.29
MSMEG_1388	-40.9889	-38.3286	-44.0	-41.1
MSMEG_1389	-40.6071	-41.1	-39.94	-40.825
MSMEG_1390	-43.4933	-43.75	-45.88	-40.125
MSMEG_1391	-36.6588	-41.3833	-32.8167	-35.6
MSMEG_1392	-38.187	-39.55	-38.1125	-36.7143
MSMEG_1393	-29.8	-39.2	-29.3667	-16.35
MSMEG_1394	-37.0143	-38.6333	-37.7667	-29.9
MSMEG_1395	-39.3273	-39.525	-36.875	-42.3333
MSMEG_1396	-35.22	-42.175	-29.9667	-31.2
MSMEG_1397	-35.8091	-33.2	-38.9	-35.1667
MSMEG_1398	-35.2571	-37.5333	-35.95	-31.15
MSMEG_1399	-37.5667	-38.5	-40.3667	-31.5
MSMEG_1401	-34.9	-30.1875	-38.425	-36.2571
MSMEG_1402	-38.55	-39.2571	-43.25	-31.92
MSMEG_1403	-40.0056	-41.7143	-45.85	-30.6
MSMEG_1404	-35.8269	-40.4	-38.2444	-27.9625
MSMEG_1405	-37.0429	-41.18	-34.82	-34.65
MSMEG_1406	-32.7824	-34.2667	-27.35	-37.52
MSMEG_1409	-33.764	-32.0778	-33.2667	-36.5714
MSMEG_1410	-40.3176	-44.4167	-39.9333	-35.86
MSMEG_1411	-40.6882	-42.1	-42.3167	-37.04
MSMEG_1412	-37.9933	-41.5455	-37.12	-34.6222
MSMEG_1413	-40.384	-39.3333	-40.825	-41.125
MSMEG_1414	-37.5588	-34.0833	-43.6667	-34.4
MSMEG_1415	-41.45	-43.4333	-43.0333	-36.1
MSMEG_1416	-40.2043	-35.075	-44.825	-40.7857
MSMEG_1417	-38.78	-36.0333	-41.9444	-38.2429
MSMEG_1418	-37.61	-41.4	-37.3	-32.8667
MSMEG_1419	-38.5071	-36.36	-41.76	-37.125
MSMEG_1420	-36.1167	-39.55	-35.66	-32.3
MSMEG_1421	-24.1333	-26.05	-20.3	-20.3
MSMEG_1422	-37.65	-42.9	-40.55	-16.1
MSMEG_1423	-38.0522	-37.5625	-40.4125	-35.9143
MSMEG_1424	-40.0696	-37.875	-39.85	-42.8286
MSMEG_1425	-39.0786	-41.62	-37.24	-38.2
MSMEG_1426	-40.6679	-42.3	-38.2444	-41.2778
MSMEG_1427	-38.4258	-39.5455	-37.2	-38.42
MSMEG_1428	-40.7714	-44.42	-40.4889	-37.0
MSMEG_1429	-34.008	-38.0556	-32.05	-31.4125
MSMEG_1430	-43.3833	-46.5	-40.275	-42.3333
MSMEG_1431	-33.0	-33.4111	-31.4222	-34.5
MSMEG_1432	-41.7452	-45.2636	-43.4727	-35.3333
MSMEG_1433	-35.2	-37.1667	-37.98	-30.06
MSMEG_1434	-37.9429	-40.3333	-41.3	-31.0
MSMEG_1435	-27.65	-32.5667	-27.25	-13.7
MSMEG_1436	-40.7	-43.325	-44.425	-32.2333
MSMEG_1437	-37.0417	-37.78	-36.825	-36.1
MSMEG_1438	-25.6833	-24.5	-29.7667	-15.8
MSMEG_1439	-39.1667	-34.1	-44.925	-39.9333
MSMEG_1440	-31.88	-26.5	-38.6	-29.2
MSMEG_1441	-38.2889	-42.55	-35.7	-33.65
MSMEG_1442	-38.95	-35.7833	-40.8667	-40.825
MSMEG_1443	-31.375	-35.5667	-33.2	-22.35
MSMEG_1444	-31.85	-28.15	-35.55	-33.8
MSMEG_1445	-33.7	-31.7	-33.3	-38.5
MSMEG_1446	-38.8	-40.1	-42.5	-33.3667
MSMEG_1447	-38.1875	-39.1333	-41.5333	-31.75
MSMEG_1448	-37.9379	-39.72	-38.47	-35.3667
MSMEG_1450	-31.05	-33.7	-28.4	-28.4
MSMEG_1451	-36.0404	-34.8875	-34.8062	-38.5867
MSMEG_1452	-42.0118	-44.3333	-43.8167	-37.06
MSMEG_1453	-38.4562	-35.6455	-39.9545	-39.9
MSMEG_1454	-31.95	-40.4	-23.5	-23.5
MSMEG_1455	-43.6333	-42.24	-39.7556	-49.7375
MSMEG_1456	-42.4667	-44.15	-41.8545	-41.12
MSMEG_1457	-37.4875	-38.8	-34.5667	-39.9
MSMEG_1458	-33.6357	-30.24	-38.14	-32.25
MSMEG_1459	-36.0143	-46.6333	-35.65	-20.45
MSMEG_1460	-40.8875	-41.4	-44.65	-35.9286
MSMEG_1461	-43.125	-42.13	-46.95	-39.5875
MSMEG_1462	-33.1286	-33.4333	-34.3	-31.5
MSMEG_1463	-42.8094	-46.9273	-44.0455	-36.92
MSMEG_1464	-47.5111	-48.95	-45.6667	-47.4
MSMEG_1465	-35.3857	-41.0	-35.75	-26.6
MSMEG_1466	-32.6167	-36.1667	-37.1	-13.0
MSMEG_1467	-34.9545	-32.675	-38.375	-33.4333
MSMEG_1468	-36.9667	-38.15	-34.6	-34.6
MSMEG_1469	-36.3286	-28.5	-42.4667	-41.4
MSMEG_1470	-38.69	-40.725	-38.175	-35.65
MSMEG_1471	-39.3857	-40.4333	-39.7333	-35.2
MSMEG_1472	-44.4917	-42.86	-46.25	-44.8667
MSMEG_1473	-34.2	-37.4	-27.8	-27.8
MSMEG_1474	-36.4625	-34.8667	-37.3333	-37.55
MSMEG_1475	-38.6778	-40.9429	-37.0833	-37.42
MSMEG_1476	-38.8086	-39.9417	-39.7917	-36.5
MSMEG_1477	-36.4786	-38.34	-36.14	-34.575
MSMEG_1478	-40.0462	-40.38	-38.15	-41.525
MSMEG_1479	-35.15	-38.6714	-35.8833	-29.34
MSMEG_1480	-37.0118	-38.5833	-37.8167	-34.16
MSMEG_1481	-39.5389	-39.9429	-42.8833	-34.96
MSMEG_1482	-37.7556	-38.0429	-40.9333	-33.54
MSMEG_1483	-38.0846	-38.3667	-39.5	-36.175
MSMEG_1484	-37.41	-36.225	-40.425	-33.75
MSMEG_1485	-42.3	-43.7	-40.66	-42.25
MSMEG_1486	-33.46	-38.75	-30.575	-28.65
MSMEG_1487	-40.0786	-40.14	-41.6	-38.1
MSMEG_1488	-38.7824	-39.6083	-43.8917	-31.66
MSMEG_1489	-32.2	-28.98	-36.4	-30.5667
MSMEG_1490	-37.45	-35.6286	-41.6429	-34.6833
MSMEG_1491	-39.58	-40.5143	-40.4143	-37.5167
MSMEG_1492	-42.03	-41.8	-47.8333	-36.5333
MSMEG_1493	-41.7083	-43.3222	-43.9	-37.1286
MSMEG_1494	-38.8154	-39.38	-40.6	-36.325
MSMEG_1495	-42.7188	-40.0333	-40.88	-47.78
MSMEG_1496	-40.1882	-44.1	-39.95	-35.78
MSMEG_1497	-39.9478	-39.9125	-42.8625	-36.6571
MSMEG_1498	-36.1333	-36.3091	-39.21	-32.5
MSMEG_1499	-40.8333	-43.6182	-38.91	-39.5667
MSMEG_1500	-40.6455	-44.475	-41.25	-34.7333
MSMEG_1501	-36.3824	-42.6833	-35.6333	-29.72
MSMEG_1502	-34.7412	-38.2	-28.9333	-37.56
MSMEG_1503	-36.1429	-32.58	-35.84	-40.975
MSMEG_1504	-39.4867	-39.1833	-40.74	-38.375
MSMEG_1505	-43.1941	-46.4333	-42.6333	-39.98
MSMEG_1506	-39.875	-37.92	-46.975	-33.6667
MSMEG_1507	-39.15	-39.35	-46.4143	-31.6571
MSMEG_1508	-41.5464	-40.76	-40.4	-43.5667
MSMEG_1509	-40.5	-38.475	-42.275	-40.8333
MSMEG_1510	-34.8667	-38.42	-31.1	-33.9667
MSMEG_1511	-39.4231	-42.2	-38.7	-36.0
MSMEG_1512	-35.8789	-38.7429	-35.7143	-32.1
MSMEG_1513	-37.3882	-39.0	-38.9333	-33.6
MSMEG_1514	-37.8941	-41.95	-36.5667	-34.62
MSMEG_1515	-35.7276	-38.27	-37.32	-31.1333
MSMEG_1516	-41.4364	-41.7	-43.3818	-38.98
MSMEG_1517	-39.7226	-35.2727	-42.9909	-41.1667
MSMEG_1518	-38.4444	-42.925	-39.4333	-28.0
MSMEG_1519	-34.95	-33.65	-48.6	-23.9
MSMEG_1520	-29.6	-33.1	-26.1	-26.1
MSMEG_1521	-31.1286	-29.9	-34.4	-29.7
MSMEG_1522	-34.5	-33.3	-38.4333	-30.4
MSMEG_1523	-33.45	-31.28	-36.575	-32.9
MSMEG_1524	-37.1143	-40.2286	-37.0375	-33.5833
MSMEG_1525	-36.5273	-36.025	-38.675	-34.3333
MSMEG_1526	-40.7	-47.9	-39.32	-31.0
MSMEG_1527	-40.9647	-46.45	-37.5667	-38.46
MSMEG_1528	-42.6167	-41.72	-46.025	-39.5667
MSMEG_1529	-39.1385	-42.64	-40.725	-33.175
MSMEG_1530	-40.4286	-41.9875	-41.2714	-37.3667
MSMEG_1531	-39.3818	-39.65	-39.9	-38.3333
MSMEG_1532	-28.7167	-29.4333	-31.55	-20.9
MSMEG_1533	-41.9423	-39.3222	-41.1556	-45.775
MSMEG_1534	-43.1	-42.1	-45.7889	-41.325
MSMEG_1535	-44.45	-46.1556	-44.4222	-42.5625
MSMEG_1536	-38.7403	-39.908	-38.2917	-37.9391
MSMEG_1537	-42.3955	-44.1625	-44.4143	-38.3571
MSMEG_1538	-32.9	-36.5333	-30.15	-27.5
MSMEG_1539	-38.48	-33.35	-44.6	-36.5
MSMEG_1540	-42.4926	-42.57	-40.7556	-44.35
MSMEG_1541	-29.6	-30.0	-29.2	-29.2
MSMEG_1542	-42.56	-43.8889	-40.3375	-43.2875
MSMEG_1543	-34.4267	-36.7455	-33.31	-32.8333
MSMEG_1544	-38.7857	-37.1333	-37.5333	-47.5
MSMEG_1545	-44.7923	-43.28	-44.84	-47.2333
MSMEG_1546	-34.525	-32.4333	-37.1667	-33.7
MSMEG_1547	-41.3618	-41.1	-41.5182	-41.4909
MSMEG_1548	-35.5167	-35.525	-37.18	-32.7333
MSMEG_1550	-41.0667	-42.2	-42.2	-35.4
MSMEG_1551	-32.6333	-32.15	-33.6	-33.6
MSMEG_1552	-37.3321	-38.09	-36.6778	-37.1444
MSMEG_1553	-39.3571	-43.27	-39.4444	-34.9222
MSMEG_1554	-40.6533	-43.7833	-44.76	-30.825
MSMEG_1556	-35.4125	-41.6	-35.4333	-26.1
MSMEG_1557	-36.1111	-40.2333	-40.125	-21.9
MSMEG_1558	-35.3333	-40.7	-34.5	-25.85
MSMEG_1559	-41.6852	-40.41	-43.0778	-41.7125
MSMEG_1560	-40.7667	-42.1667	-43.55	-31.0
MSMEG_1561	-38.8059	-35.7333	-43.9333	-36.34
MSMEG_1563	-41.8067	-40.3167	-45.18	-39.825
MSMEG_1564	-33.4966	-33.1	-34.23	-33.1222
MSMEG_1565	-35.425	-36.54	-38.975	-28.8333
MSMEG_1566	-39.025	-38.9	-40.0857	-37.9333
MSMEG_1567	-40.8765	-38.2667	-45.0833	-38.96
MSMEG_1568	-38.3222	-42.3	-34.9667	-37.2818
MSMEG_1569	-30.825	-32.05	-37.2	-22.0
MSMEG_1570	-43.7778	-46.5143	-43.0833	-40.78
MSMEG_1571	-44.8211	-43.9	-47.3714	-42.54
MSMEG_1572	-41.6036	-45.31	-41.1667	-37.9222
MSMEG_1573	-45.5321	-46.07	-46.5778	-43.8889
MSMEG_1574	-38.7185	-39.0	-39.5	-37.4875
MSMEG_1575	-43.013	-48.3875	-40.325	-39.9429
MSMEG_1576	-41.2619	-43.4375	-45.2857	-33.6667
MSMEG_1577	-38.4667	-43.175	-43.0	-22.25
MSMEG_1578	-45.7417	-44.26	-48.8	-44.1333
MSMEG_1579	-35.2444	-39.875	-35.1333	-26.15
MSMEG_1580	-43.115	-45.1	-37.3714	-47.5
MSMEG_1581	-37.7	-43.9333	-34.4333	-33.25
MSMEG_1582	-31.35	-36.8	-33.0333	-15.4
MSMEG_1583	-41.1156	-41.0455	-40.7091	-41.64
MSMEG_1584	-34.0778	-34.5	-36.3333	-29.85
MSMEG_1585	-36.0364	-36.85	-34.9	-36.4667
MSMEG_1586	-33.9818	-38.25	-29.4714	-33.6143
MSMEG_1587	-36.5474	-39.5714	-33.6429	-36.38
MSMEG_1588	-32.0667	-38.9	-25.35	-25.0
MSMEG_1589	-41.295	-42.4714	-41.3	-39.9167
MSMEG_1590	-37.3333	-36.3667	-43.65	-27.6
MSMEG_1591	-34.4964	-33.92	-39.2889	-30.3444
MSMEG_1592	-36.4125	-39.7833	-36.54	-32.24
MSMEG_1593	-34.8667	-40.1	-24.4	-24.4
MSMEG_1594	-40.1333	-39.55	-44.56	-35.475
MSMEG_1595	-38.2357	-37.72	-42.28	-33.825
MSMEG_1596	-37.8909	-41.075	-35.525	-36.8
MSMEG_1597	-36.82	-31.95	-40.35	-39.5
MSMEG_1598	-41.6438	-41.6833	-47.58	-35.66
MSMEG_1599	-40.0727	-37.45	-42.5	-40.3333
MSMEG_1600	-39.3261	-40.2125	-39.3	-38.3429
MSMEG_1601	-32.1125	-41.0333	-31.1333	-20.2
MSMEG_1602	-41.4967	-40.8364	-46.13	-37.1556
MSMEG_1603	-41.7	-39.7375	-40.7625	-45.5667
MSMEG_1604	-38.9118	-40.0583	-37.25	-39.53
MSMEG_1605	-36.5846	-37.02	-39.425	-33.2
MSMEG_1606	-37.3063	-35.9091	-39.3545	-36.59
MSMEG_1607	-36.975	-28.5333	-45.8667	-36.3
MSMEG_1608	-39.5362	-39.6688	-41.6438	-37.1467
MSMEG_1609	-40.1533	-39.9	-38.26	-42.9
MSMEG_1610	-41.4581	-43.3	-41.51	-39.38
MSMEG_1611	-37.6923	-37.4	-38.82	-36.3
MSMEG_1612	-34.4294	-39.3167	-35.7	-27.04
MSMEG_1613	-35.6	-34.5333	-36.6	-35.95
MSMEG_1614	-40.4	-39.7167	-43.14	-38.0
MSMEG_1615	-42.6484	-45.5	-39.22	-42.94
MSMEG_1617	-36.2758	-36.6545	-36.8667	-35.15
MSMEG_1618	-31.7	-31.85	-32.4	-30.0
MSMEG_1619	-27.05	-33.3	-20.8	-20.8
MSMEG_1620	-45.2714	-43.22	-46.56	-46.225
MSMEG_1621	-39.7333	-39.325	-44.1143	-35.1667
MSMEG_1622	-45.9581	-49.4818	-43.9	-44.1667
MSMEG_1623	-41.435	-38.8286	-43.9429	-41.55
MSMEG_1624	-39.8294	-36.1	-49.05	-33.24
MSMEG_1625	-36.6871	-35.3727	-38.82	-36.0
MSMEG_1626	-38.9294	-44.75	-37.0167	-34.24
MSMEG_1627	-38.6	-47.5	-20.8	-20.8
MSMEG_1628	-35.9412	-38.8667	-34.9833	-33.58
MSMEG_1629	-35.8478	-38.275	-37.425	-31.2714
MSMEG_1630	-40.76	-40.6333	-39.16	-42.95
MSMEG_1631	-42.5118	-44.3333	-45.0	-37.34
MSMEG_1632	-40.0412	-42.3667	-38.2167	-39.44
MSMEG_1633	-40.3185	-45.0273	-35.9182	-39.9952
MSMEG_1634	-41.7818	-40.675	-45.65	-38.1
MSMEG_1635	-37.1	-33.94	-40.975	-37.2
MSMEG_1636	-40.0111	-43.325	-35.7667	-39.75
MSMEG_1637	-40.1418	-40.1474	-41.2632	-38.8824
MSMEG_1638	-38.5375	-41.3333	-39.6	-32.75
MSMEG_1639	-33.2857	-38.9333	-32.4	-25.7
MSMEG_1640	-35.5273	-37.625	-34.85	-33.6333
MSMEG_1641	-37.9909	-31.5	-41.275	-42.2667
MSMEG_1642	-39.3962	-39.4944	-39.5	-39.1824
MSMEG_1643	-44.4743	-44.8917	-44.9	-43.5545
MSMEG_1644	-40.85	-43.6714	-43.7	-33.48
MSMEG_1645	-38.0625	-38.4	-40.725	-34.5857
MSMEG_1646	-40.1174	-42.6875	-42.9375	-33.9571
MSMEG_1647	-38.6412	-35.1833	-44.25	-36.06
MSMEG_1648	-37.6083	-37.28	-38.65	-36.7667
MSMEG_1649	-42.17	-41.6091	-39.97	-45.3
MSMEG_1650	-38.0429	-35.42	-39.7	-39.25
MSMEG_1651	-42.5273	-43.025	-43.525	-40.5333
MSMEG_1652	-38.0923	-33.9222	-37.2889	-43.6875
MSMEG_1653	-35.65	-38.5	-32.8	-32.8
MSMEG_1654	-34.4182	-33.3667	-33.6467	-36.3714
MSMEG_1655	-38.1188	-40.0	-36.5333	-37.675
MSMEG_1656	-39.0813	-35.6	-36.28	-46.06
MSMEG_1657	-36.355	-38.5571	-35.1	-35.25
MSMEG_1658	-39.56	-40.2857	-37.2143	-41.45
MSMEG_1659	-37.3333	-40.1	-42.05	-19.6
MSMEG_1660	-45.3235	-41.5833	-54.7667	-38.48
MSMEG_1661	-39.9739	-39.0625	-37.075	-44.3286
MSMEG_1662	-35.863	-36.82	-34.8222	-35.8375
MSMEG_1663	-31.7	-39.9	-35.0	-17.4667
MSMEG_1664	-24.82	-22.85	-23.1	-32.2
MSMEG_1665	-40.8138	-38.69	-44.88	-38.6556
MSMEG_1666	-40.5722	-42.7857	-40.3167	-37.78
MSMEG_1667	-37.2091	-40.6	-31.45	-40.3667
MSMEG_1668	-36.16	-34.75	-43.8667	-30.3333
MSMEG_1669	-34.38	-35.9833	-31.02	-36.175
MSMEG_1670	-37.1286	-38.9	-38.7083	-33.4727
MSMEG_1671	-34.7222	-39.95	-32.6	-27.45
MSMEG_1672	-28.2625	-28.7667	-31.0667	-23.3
MSMEG_1673	-38.6571	-38.1333	-41.4333	-31.9
MSMEG_1674	-28.4	-28.4	-28.4	-28.4
MSMEG_1675	-42.2458	-41.4111	-40.5875	-45.2143
MSMEG_1676	-38.2381	-39.4	-38.3857	-36.5167
MSMEG_1677	-32.8964	-30.38	-33.6444	-34.9444
MSMEG_1678	-39.5833	-36.8857	-42.45	-39.92
MSMEG_1679	-32.8304	-35.0375	-35.4625	-27.3
MSMEG_1680	-35.0615	-35.7	-37.125	-32.2
MSMEG_1681	-33.5125	-29.5333	-29.5	-45.5
MSMEG_1682	-33.584	-35.3333	-34.4	-30.8
MSMEG_1683	-33.7345	-37.43	-32.8	-30.6667
MSMEG_1684	-37.192	-38.6667	-34.7	-38.5
MSMEG_1685	-38.8667	-45.15	-26.3	-26.3
MSMEG_1686	-43.0857	-46.3375	-46.1857	-35.1333
MSMEG_1687	-40.66	-48.25	-35.65	-35.5
MSMEG_1688	-34.875	-32.4333	-38.8	-32.65
MSMEG_1689	-36.85	-40.36	-33.94	-36.1
MSMEG_1690	-36.875	-34.8	-40.325	-35.7333
MSMEG_1691	-44.9528	-45.8611	-44.9833	-43.9588
MSMEG_1692	-40.5833	-41.9714	-38.35	-41.32
MSMEG_1693	-38.2412	-35.075	-41.15	-38.55
MSMEG_1694	-41.375	-43.44	-42.175	-36.8667
MSMEG_1695	-38.8562	-37.1182	-40.2091	-39.28
MSMEG_1696	-30.9778	-37.1	-27.1667	-24.45
MSMEG_1697	-39.5867	-45.3	-36.48	-34.9
MSMEG_1698	-42.05	-43.65	-41.9571	-40.3143
MSMEG_1699	-41.7	-40.4125	-42.1	-42.8833
MSMEG_1700	-43.07	-43.275	-44.4	-40.0
MSMEG_1701	-44.2333	-44.2167	-44.9	-43.425
MSMEG_1702	-42.2	-42.675	-42.6375	-41.1571
MSMEG_1703	-41.1652	-41.95	-42.725	-38.4857
MSMEG_1704	-35.2905	-38.675	-34.0429	-32.2333
MSMEG_1705	-35.61	-37.5455	-37.33	-31.3333
MSMEG_1706	-37.568	-37.8667	-38.2375	-36.5625
MSMEG_1707	-42.0692	-44.34	-41.725	-39.575
MSMEG_1708	-39.52	-41.5429	-42.5714	-33.6
MSMEG_1709	-39.115	-42.1857	-36.2429	-38.8833
MSMEG_1710	-40.9905	-43.2875	-39.8143	-39.3
MSMEG_1711	-36.4033	-38.4	-39.38	-30.6556
MSMEG_1712	-39.1789	-43.5286	-38.2	-34.46
MSMEG_1713	-39.9939	-40.075	-40.5364	-39.3
MSMEG_1714	-37.5769	-34.42	-41.38	-36.5
MSMEG_1715	-39.1433	-41.0636	-37.58	-38.5333
MSMEG_1716	-34.6833	-38.9667	-34.2	-22.8
MSMEG_1717	-34.6821	-35.91	-36.7222	-31.2778
MSMEG_1718	-38.48	-43.725	-35.3	-34.35
MSMEG_1719	-35.3333	-34.7333	-39.4	-29.0
MSMEG_1720	-37.35	-38.5333	-40.0	-28.5
MSMEG_1721	-35.2474	-41.2429	-35.6	-27.9
MSMEG_1722	-31.2154	-36.14	-33.725	-22.55
MSMEG_1723	-34.9333	-35.7333	-34.65	-33.1
MSMEG_1724	-34.3875	-34.7333	-35.2667	-32.55
MSMEG_1725	-33.4857	-35.3333	-30.9667	-35.5
MSMEG_1726	-31.545	-37.5	-28.3143	-28.3667
MSMEG_1727	-23.225	-26.7	-19.75	-16.5
MSMEG_1728	-34.2833	-33.5	-36.9	-31.4
MSMEG_1729	-34.6176	-40.8167	-34.95	-26.78
MSMEG_1730	-37.7778	-43.5	-36.7333	-31.02
MSMEG_1731	-35.4962	-40.0667	-36.9556	-28.7125
MSMEG_1732	-30.1565	-36.2125	-27.725	-26.0143
MSMEG_1733	-43.2824	-37.95	-45.75	-46.72
MSMEG_1734	-38.3	-40.45	-38.0667	-34.35
MSMEG_1735	-42.525	-42.32	-46.5444	-38.7333
MSMEG_1736	-39.0941	-39.0583	-37.8917	-40.58
MSMEG_1737	-39.7529	-40.1333	-42.25	-36.3
MSMEG_1738	-35.8636	-35.55	-34.35	-38.3
MSMEG_1739	-38.1267	-39.2667	-40.26	-33.75
MSMEG_1740	-39.8267	-43.1	-36.2	-39.45
MSMEG_1741	-35.8308	-34.3	-38.4	-35.175
MSMEG_1742	-42.9286	-42.4125	-46.6714	-39.25
MSMEG_1743	-34.5955	-32.75	-36.9875	-33.8667
MSMEG_1744	-36.1389	-35.2571	-40.3	-32.38
MSMEG_1745	-32.125	-35.92	-32.3	-25.5667
MSMEG_1746	-40.0704	-40.47	-41.7556	-37.675
MSMEG_1747	-34.2667	-32.42	-38.925	-31.1333
MSMEG_1748	-39.075	-45.2667	-36.7333	-33.3
MSMEG_1749	-34.4235	-36.9833	-36.6333	-28.7
MSMEG_1750	-35.86	-37.8	-38.0	-27.7
MSMEG_1751	-38.755	-34.2714	-42.9143	-39.1333
MSMEG_1752	-20.3	-25.7	-14.9	-14.9
MSMEG_1753	-38.5467	-37.18	-39.3333	-39.075
MSMEG_1754	-35.5286	-36.3333	-37.4667	-27.3
MSMEG_1755	-34.8286	-37.4667	-33.7	-32.0
MSMEG_1756	-38.5667	-36.6167	-42.16	-37.0
MSMEG_1757	-41.7022	-41.129	-41.39	-42.6379
MSMEG_1758	-36.9333	-40.55	-29.7	-29.7
MSMEG_1759	-37.78	-35.85	-40.45	-36.3
MSMEG_1760	-45.0813	-48.7833	-48.1	-37.62
MSMEG_1761	-37.9692	-37.5778	-39.3222	-36.8875
MSMEG_1762	-43.7258	-42.8545	-48.6091	-38.8222
MSMEG_1763	-31.9667	-38.2	-35.3667	-14.4
MSMEG_1764	-37.4852	-38.63	-37.9444	-35.5375
MSMEG_1765	-44.35	-49.9	-43.025	-35.9
MSMEG_1766	-40.5	-35.1	-45.9	-45.8
MSMEG_1767	-43.8143	-43.7333	-45.8333	-38.0
MSMEG_1768	-36.95	-35.6	-39.025	-36.4333
MSMEG_1769	-37.74	-40.0	-38.85	-31.0
MSMEG_1770	-34.975	-35.35	-34.6	-35.7
MSMEG_1771	-40.0769	-39.54	-44.55	-36.275
MSMEG_1772	-34.9	-38.1	-41.5	-21.9
MSMEG_1773	-34.905	-32.6857	-36.1857	-36.0
MSMEG_1774	-35.6333	-34.3	-38.5	-34.0
MSMEG_1775	-40.763	-43.8	-41.1667	-36.5125
MSMEG_1776	-35.25	-36.0857	-37.55	-31.32
MSMEG_1777	-29.7167	-27.0333	-41.6	-14.0
MSMEG_1778	-42.2	-37.1	-48.25	-45.4
MSMEG_1779	-32.5	-32.0	-38.4	-24.4
MSMEG_1780	-37.2042	-37.9333	-36.3125	-37.2857
MSMEG_1781	-39.2111	-44.275	-34.9333	-35.5
MSMEG_1782	-31.9059	-37.0667	-28.0667	-30.32
MSMEG_1783	-33.95	-34.25	-33.65	-26.7
MSMEG_1784	-38.04	-35.9286	-37.7	-40.9
