 	CDS_MFE_50_25nt_CDS	CDS_MFE_50_25nt_5p	CDS_MFE_50_25nt_mid	CDS_MFE_50_25nt_3p
MSMEG_1589	-17.4049	-18.25	-17.3571	-16.5462
MSMEG_1590	-16.25	-16.64	-15.25	-16.9333
MSMEG_1591	-14.0571	-13.5368	-15.8842	-12.6778
MSMEG_1592	-15.1688	-16.1727	-15.5818	-13.61
MSMEG_1593	-15.8667	-15.9333	-17.4	-12.6
MSMEG_1594	-16.7806	-15.9364	-18.5091	-15.7
MSMEG_1595	-15.3414	-15.77	-17.38	-12.6
MSMEG_1596	-16.8955	-18.525	-15.5	-16.5833
MSMEG_1597	-15.3182	-14.325	-16.15	-15.5333
MSMEG_1598	-18.1938	-17.9364	-20.1	-16.38
MSMEG_1599	-16.4261	-15.1375	-18.15	-15.9286
MSMEG_1600	-16.6723	-17.6562	-17.0563	-15.2133
MSMEG_1601	-13.4688	-16.5833	-13.28	-9.92
MSMEG_1602	-17.6656	-17.1476	-20.4905	-15.1158
MSMEG_1603	-17.2644	-15.9133	-17.25	-18.7286
MSMEG_1604	-16.8362	-17.5542	-16.6522	-16.2455
MSMEG_1605	-15.2385	-15.1222	-15.7222	-14.825
MSMEG_1606	-15.5219	-15.5636	-16.181	-14.819
MSMEG_1607	-16.3688	-11.05	-20.4833	-18.175
MSMEG_1608	-16.7596	-16.5281	-18.4484	-15.3097
MSMEG_1609	-16.8967	-16.5	-15.94	-18.4444
MSMEG_1610	-18.029	-18.681	-17.7571	-17.63
MSMEG_1611	-15.0593	-13.9444	-14.92	-16.4875
MSMEG_1612	-14.0912	-15.725	-15.1455	-11.2545
MSMEG_1613	-15.1452	-15.0364	-15.7636	-14.5222
MSMEG_1614	-16.4097	-16.7909	-18.3091	-13.6222
MSMEG_1615	-18.2065	-19.3286	-16.3571	-18.97
MSMEG_1617	-15.1348	-15.6591	-14.7783	-14.9762
MSMEG_1618	-13.0091	-13.5	-11.375	-14.5333
MSMEG_1619	-11.7	-18.1	-9.25	-3.8
MSMEG_1620	-19.4214	-17.76	-20.2444	-20.4444
MSMEG_1621	-15.8048	-15.92	-17.3	-14.0615
MSMEG_1622	-19.3857	-20.3952	-18.5818	-19.21
MSMEG_1623	-16.8704	-15.7643	-17.8407	-17.0538
MSMEG_1624	-16.4971	-15.1417	-20.1417	-14.0
MSMEG_1625	-15.2452	-13.7333	-16.7143	-15.29
MSMEG_1626	-16.28	-18.9333	-15.3917	-14.3545
MSMEG_1627	-15.7167	-15.9333	-19.35	-7.8
MSMEG_1628	-15.2	-15.95	-14.7545	-14.8273
MSMEG_1629	-15.25	-16.5812	-15.6062	-13.3214
MSMEG_1630	-16.829	-16.6727	-15.5273	-18.6111
MSMEG_1631	-17.5412	-19.2417	-17.5091	-15.7182
MSMEG_1632	-16.4514	-17.4583	-15.3333	-16.5727
MSMEG_1633	-16.4656	-18.1591	-14.3682	-16.8791
MSMEG_1634	-17.687	-16.8625	-19.1625	-16.9429
MSMEG_1635	-14.752	-13.3667	-16.3667	-14.4571
MSMEG_1636	-17.1667	-18.0571	-15.2833	-18.18
MSMEG_1637	-16.345	-15.6263	-17.2946	-16.1278
MSMEG_1638	-16.0625	-16.0333	-16.48	-15.68
MSMEG_1639	-13.9143	-15.5	-14.22	-11.55
MSMEG_1640	-14.2913	-14.3125	-15.45	-12.9429
MSMEG_1641	-15.0391	-12.1	-15.8125	-17.5143
MSMEG_1642	-16.4065	-16.0639	-16.8833	-16.2686
MSMEG_1643	-18.8986	-18.6125	-19.3625	-18.7045
MSMEG_1644	-16.7694	-17.2154	-17.575	-15.3636
MSMEG_1645	-16.0708	-15.6647	-17.0062	-15.5333
MSMEG_1646	-17.2	-17.3688	-19.9467	-14.2733
MSMEG_1647	-16.3588	-15.2583	-17.3182	-16.6
MSMEG_1648	-15.1042	-13.7889	-13.6625	-18.4429
MSMEG_1649	-16.8885	-16.681	-15.9238	-18.1842
MSMEG_1650	-15.6828	-15.31	-16.17	-15.5556
MSMEG_1651	-17.44	-17.975	-17.34	-16.9357
MSMEG_1652	-15.2547	-13.9444	-14.3	-17.6529
MSMEG_1653	-15.375	-12.8	-17.95	-15.0
MSMEG_1654	-14.2865	-14.42	-13.86	-14.5897
MSMEG_1655	-15.7394	-17.175	-15.2273	-14.58
MSMEG_1656	-16.8156	-14.7091	-15.1909	-20.92
MSMEG_1657	-15.2175	-15.2857	-14.9857	-15.4083
MSMEG_1658	-16.1195	-16.3857	-15.8	-16.1769
MSMEG_1659	-16.075	-16.98	-18.6	-11.2
MSMEG_1660	-19.7206	-17.4583	-24.1583	-17.11
MSMEG_1661	-16.6128	-16.6063	-15.6562	-17.64
MSMEG_1662	-15.1545	-16.2737	-15.0056	-14.1222
MSMEG_1663	-14.275	-18.1714	-14.5714	-9.3833
MSMEG_1664	-10.1455	-8.45	-8.55	-14.5333
MSMEG_1665	-16.4288	-15.635	-18.625	-14.9526
MSMEG_1666	-17.0167	-17.7769	-16.95	-16.1909
MSMEG_1667	-14.8826	-15.2875	-12.5625	-17.0714
MSMEG_1668	-15.055	-14.0143	-15.9857	-15.1833
MSMEG_1669	-13.8968	-15.8545	-11.5	-14.14
MSMEG_1670	-15.9886	-16.9875	-16.3391	-14.5957
MSMEG_1671	-13.6444	-17.6714	-11.45	-10.64
MSMEG_1672	-11.5625	-8.65	-13.1333	-13.575
MSMEG_1673	-15.9867	-14.1	-20.16	-13.6
MSMEG_1674	-12.8333	-14.0	-10.5	-10.5
MSMEG_1675	-17.5408	-17.4412	-16.7294	-18.5733
MSMEG_1676	-15.4023	-15.32	-16.6	-14.2929
MSMEG_1677	-14.075	-12.4632	-14.0	-15.8556
MSMEG_1678	-15.973	-14.7462	-16.95	-16.325
MSMEG_1679	-13.5674	-14.1875	-15.1467	-11.3267
MSMEG_1680	-14.9077	-13.5667	-15.8556	-15.35
MSMEG_1681	-12.8824	-11.3167	-11.7333	-16.14
MSMEG_1682	-14.198	-15.2941	-14.5059	-12.7062
MSMEG_1683	-14.0879	-16.215	-13.5263	-12.4105
MSMEG_1684	-15.4706	-16.7333	-14.3412	-15.25
MSMEG_1685	-20.0	-23.2333	-18.0	-14.3
MSMEG_1686	-18.5214	-19.3533	-19.2071	-16.8231
MSMEG_1687	-16.8455	-20.4	-15.175	-14.3333
MSMEG_1688	-13.8875	-11.5833	-16.4	-14.14
MSMEG_1689	-16.3679	-17.72	-13.81	-17.875
MSMEG_1690	-15.236	-14.4222	-17.3625	-14.025
MSMEG_1691	-18.6841	-18.6778	-18.8472	-18.5229
MSMEG_1692	-17.5361	-17.7692	-17.2833	-17.5364
MSMEG_1693	-15.8217	-14.2583	-18.2391	-15.0
MSMEG_1694	-17.2542	-17.4444	-16.225	-18.1857
MSMEG_1695	-16.0812	-15.3955	-16.7364	-16.115
MSMEG_1696	-13.1684	-15.8571	-12.15	-11.05
MSMEG_1697	-17.2633	-18.6	-15.96	-17.0778
MSMEG_1698	-17.5159	-17.9067	-17.1667	-17.4714
MSMEG_1699	-17.8911	-16.9812	-17.4333	-19.4214
MSMEG_1700	-17.9952	-17.1125	-18.6	-18.4667
MSMEG_1701	-18.8871	-19.2	-19.0364	-18.3222
MSMEG_1702	-17.5106	-17.05	-17.9125	-17.5733
MSMEG_1703	-17.9022	-17.85	-18.4	-17.3929
MSMEG_1704	-14.4163	-16.5933	-12.94	-13.6077
MSMEG_1705	-14.2574	-15.7905	-15.36	-11.545
MSMEG_1706	-16.84	-17.7882	-16.2765	-16.4312
MSMEG_1707	-17.7154	-17.8111	-17.9	-17.4
MSMEG_1708	-16.5525	-17.1429	-17.3154	-15.1538
MSMEG_1709	-15.522	-16.2143	-14.7357	-15.6231
MSMEG_1710	-17.2524	-17.7333	-15.8571	-18.2
MSMEG_1711	-15.0717	-16.0095	-15.985	-13.0737
MSMEG_1712	-16.5051	-18.9571	-15.4154	-14.825
MSMEG_1713	-16.7836	-16.6087	-17.0478	-16.6857
MSMEG_1714	-15.7111	-13.61	-18.4222	-15.2875
MSMEG_1715	-16.4517	-17.1762	-15.715	-16.4263
MSMEG_1716	-14.7385	-16.94	-15.46	-9.8667
MSMEG_1717	-14.6929	-15.9053	-15.2895	-12.7833
MSMEG_1718	-15.7667	-17.7875	-14.1143	-15.0
MSMEG_1719	-14.1538	-12.4	-17.32	-11.8
MSMEG_1720	-13.3615	-14.28	-14.9	-10.675
MSMEG_1721	-14.9211	-15.6846	-15.6385	-13.3167
MSMEG_1722	-13.3077	-14.7556	-14.0222	-10.875
MSMEG_1723	-15.8083	-15.46	-14.575	-18.0333
MSMEG_1724	-14.1625	-14.7	-13.82	-13.86
MSMEG_1725	-14.74	-16.0833	-13.92	-13.75
MSMEG_1726	-13.19	-15.0571	-12.1538	-12.2154
MSMEG_1727	-8.9889	-10.725	-11.6667	-1.5
MSMEG_1728	-15.1846	-14.52	-15.05	-16.15
MSMEG_1729	-14.3294	-16.2583	-13.9545	-12.6
MSMEG_1730	-15.5784	-18.5154	-13.725	-14.25
MSMEG_1731	-15.2673	-17.9111	-15.1722	-12.4
MSMEG_1732	-12.3043	-14.2812	-11.48	-11.02
MSMEG_1733	-17.5229	-15.1333	-19.7417	-17.7091
MSMEG_1734	-15.8833	-15.6571	-13.8333	-18.66
MSMEG_1735	-17.7589	-18.2211	-17.8842	-17.1389
MSMEG_1736	-16.2768	-15.7875	-16.3739	-16.7091
MSMEG_1737	-16.4686	-17.1	-17.1833	-15.0
MSMEG_1738	-14.6391	-14.5875	-13.575	-15.9143
MSMEG_1739	-15.6323	-14.7273	-17.84	-14.42
MSMEG_1740	-15.9067	-16.3636	-14.09	-17.3667
MSMEG_1741	-15.3808	-15.2333	-15.8556	-15.0125
MSMEG_1742	-17.8209	-18.5267	-18.6733	-16.0231
MSMEG_1743	-14.2144	-13.7281	-14.8133	-14.1286
MSMEG_1744	-15.1861	-13.6769	-16.3	-15.7545
MSMEG_1745	-13.6875	-16.0889	-12.9625	-11.4286
MSMEG_1746	-16.987	-17.6632	-16.8389	-16.3882
MSMEG_1747	-14.8167	-14.5556	-14.725	-15.2571
MSMEG_1748	-16.5235	-19.6667	-15.8333	-13.58
MSMEG_1749	-13.7629	-14.2417	-15.3333	-11.5273
MSMEG_1750	-14.3	-15.75	-13.925	-12.8667
MSMEG_1751	-15.6341	-13.7214	-16.3714	-16.9
MSMEG_1752	-10.65	-13.0	-10.0	-6.6
MSMEG_1753	-16.2	-14.76	-15.6909	-18.4222
MSMEG_1754	-13.9667	-14.05	-14.3	-13.425
MSMEG_1755	-15.0071	-14.96	-16.68	-12.975
MSMEG_1756	-15.9967	-15.4	-16.03	-16.6889
MSMEG_1757	-17.3078	-16.7869	-17.28	-17.8746
MSMEG_1758	-16.65	-14.4333	-19.25	-18.1
MSMEG_1759	-15.4364	-15.725	-15.65	-14.7667
MSMEG_1760	-18.625	-19.6182	-20.1545	-15.85
MSMEG_1761	-16.1173	-15.1444	-17.0778	-16.1312
MSMEG_1762	-17.9286	-17.7455	-20.1286	-15.82
MSMEG_1763	-14.0389	-16.6286	-12.9667	-11.7
MSMEG_1764	-16.1815	-15.8789	-17.2778	-15.3588
MSMEG_1765	-18.6762	-21.3625	-18.9	-14.8333
MSMEG_1766	-16.5222	-12.85	-19.4	-19.55
MSMEG_1767	-19.6733	-18.8333	-22.18	-17.8
MSMEG_1768	-16.6583	-15.2556	-16.6375	-18.4857
MSMEG_1769	-15.6455	-14.15	-19.425	-12.6
MSMEG_1770	-13.9556	-14.2	-13.6333	-13.95
MSMEG_1771	-16.2308	-15.5	-17.4222	-15.7125
MSMEG_1772	-15.225	-14.9333	-14.6333	-16.55
MSMEG_1773	-15.65	-14.9429	-16.4357	-15.5583
MSMEG_1774	-14.9211	-13.6143	-16.9143	-13.96
MSMEG_1775	-17.6241	-18.2526	-17.4056	-17.1529
MSMEG_1776	-14.3946	-14.3846	-16.2333	-12.5667
MSMEG_1777	-11.7333	-8.38	-17.25	-9.9667
MSMEG_1778	-17.2692	-14.78	-18.46	-19.4333
MSMEG_1779	-14.7375	-13.5167	-19.02	-11.92
MSMEG_1780	-15.6245	-16.5824	-14.3312	-15.9
MSMEG_1781	-17.1722	-20.0	-13.8167	-17.24
MSMEG_1782	-12.7057	-14.1417	-11.6167	-12.3273
MSMEG_1783	-14.4556	-15.525	-17.2667	-8.1
MSMEG_1784	-16.3325	-15.2286	-16.3429	-17.6083
MSMEG_1785	-14.7889	-15.4062	-12.1667	-16.8929
MSMEG_1786	-13.5294	-12.8333	-15.6167	-11.86
MSMEG_1787	-17.2826	-19.275	-17.075	-15.2429
MSMEG_1788	-12.64	-13.275	-14.1	-10.3333
MSMEG_1789	-17.3833	-14.5	-25.2	-10.4
MSMEG_1790	-13.21	-13.275	-18.4667	-7.8667
MSMEG_1791	-13.3167	-13.08	-14.3	-12.4
MSMEG_1792	-16.1286	-13.66	-21.32	-12.725
MSMEG_1793	-17.0909	-13.55	-19.5143	-18.7143
MSMEG_1794	-16.405	-15.1214	-17.0538	-17.1385
MSMEG_1795	-14.8093	-15.58	-16.1286	-12.6643
MSMEG_1796	-15.186	-17.04	-14.5211	-13.8278
MSMEG_1797	-15.2893	-16.12	-14.6	-15.1125
MSMEG_1798	-13.6549	-15.5611	-13.3	-11.8875
MSMEG_1799	-16.1028	-17.9077	-15.0167	-15.1545
MSMEG_1800	-13.68	-16.7	-13.4	-8.2
MSMEG_1801	-14.52	-15.65	-17.45	-6.4
MSMEG_1802	-14.5312	-13.6667	-15.5	-14.375
MSMEG_1803	-16.1438	-17.5833	-17.6833	-11.675
MSMEG_1804	-17.0533	-17.95	-17.0364	-16.0778
MSMEG_1805	-16.1786	-13.78	-17.98	-16.925
MSMEG_1806	-18.6905	-18.2375	-19.6857	-18.1333
MSMEG_1807	-16.7859	-17.4083	-15.3667	-17.6174
MSMEG_1808	-15.9063	-15.1833	-18.06	-14.62
MSMEG_1809	-15.5086	-12.9	-17.2667	-16.4364
MSMEG_1810	-17.2375	-15.6333	-19.1667	-16.75
MSMEG_1811	-16.192	-17.0778	-14.6125	-16.775
MSMEG_1812	-15.9	-14.6	-18.425	-14.2667
MSMEG_1813	-14.4031	-15.0682	-14.1318	-13.9905
MSMEG_1814	-12.925	-11.4333	-15.9333	-10.65
MSMEG_1815	-16.4333	-14.1333	-19.9	-16.4
MSMEG_1817	-14.4731	-14.5111	-13.1111	-15.9625
MSMEG_1818	-12.45	-12.0571	-12.9143	-12.3667
MSMEG_1819	-15.5388	-15.3529	-16.8188	-14.4562
MSMEG_1820	-18.5895	-19.3571	-18.3667	-17.9167
MSMEG_1821	-15.4043	-16.2375	-15.2875	-14.5857
MSMEG_1822	-16.2906	-17.5727	-15.8273	-15.39
MSMEG_1823	-16.7857	-16.05	-19.1	-15.2889
MSMEG_1824	-16.3237	-15.405	-16.755	-16.8368
MSMEG_1825	-18.7229	-17.2333	-18.6833	-20.3909
MSMEG_1826	-16.7743	-17.6333	-17.8417	-14.6727
MSMEG_1827	-17.2048	-17.8375	-16.4857	-17.2
MSMEG_1829	-18.9556	-20.4947	-20.3222	-15.7882
MSMEG_1830	-15.7897	-16.4214	-14.0923	-16.8917
MSMEG_1831	-14.98	-14.3333	-14.2	-16.925
MSMEG_1832	-16.3667	-18.4857	-16.1667	-13.64
MSMEG_1833	-17.125	-14.3	-19.9333	-17.15
MSMEG_1834	-16.4161	-19.2895	-15.9316	-13.8944
MSMEG_1835	-19.4721	-23.3067	-19.2429	-15.5929
MSMEG_1836	-15.6711	-17.2438	-14.8133	-14.7929
MSMEG_1837	-15.6545	-15.0789	-16.6333	-15.2833
MSMEG_1838	-15.8576	-14.9	-15.565	-17.1737
MSMEG_1839	-14.5102	-15.7176	-13.725	-14.0125
MSMEG_1840	-16.0	-16.4	-19.95	-6.9
MSMEG_1841	-15.2143	-14.5333	-16.05	-15.4
MSMEG_1842	-16.6542	-17.2778	-16.0875	-16.5
MSMEG_1844	-14.85	-14.9143	-15.2714	-14.2833
MSMEG_1845	-16.764	-15.0667	-16.1125	-19.325
MSMEG_1846	-18.425	-17.5214	-20.7929	-16.7167
MSMEG_1847	-15.0361	-14.0615	-14.8833	-16.3545
MSMEG_1849	-17.7882	-17.4957	-17.413	-18.4864
MSMEG_1850	-16.6059	-17.3167	-16.4	-16.025
MSMEG_1852	-15.8256	-15.4929	-15.1769	-16.9167
MSMEG_1854	-15.7021	-15.9529	-16.6	-14.46
MSMEG_1855	-14.73	-13.6214	-15.3	-15.3583
MSMEG_1856	-14.8926	-14.23	-13.9333	-16.8
MSMEG_1857	-16.937	-15.0105	-20.1778	-15.6588
MSMEG_1858	-15.7441	-17.8833	-15.1636	-13.9909
MSMEG_1859	-12.7909	-14.4	-12.475	-11.0667
MSMEG_1860	-9.0714	-10.6	-10.45	-5.4
MSMEG_1861	-14.2781	-14.1182	-16.3909	-12.13
MSMEG_1862	-13.135	-15.0571	-11.9846	-12.2154
MSMEG_1863	-14.74	-16.0833	-13.92	-13.75
MSMEG_1864	-12.1625	-10.4	-14.0333	-12.0
MSMEG_1865	-14.05	-17.9905	-13.895	-9.8579
MSMEG_1866	-13.2909	-15.55	-12.7909	-11.13
MSMEG_1867	-13.3273	-14.725	-13.025	-11.8667
MSMEG_1868	-10.1636	-9.025	-12.7	-8.3
MSMEG_1869	-12.1276	-14.45	-8.48	-13.6
MSMEG_1870	-12.9894	-14.0451	-13.2353	-11.6347
MSMEG_1871	-11.6636	-13.275	-15.125	-4.9
MSMEG_1872	-16.0824	-15.2583	-19.45	-13.03
MSMEG_1873	-18.352	-19.4667	-19.05	-16.4
MSMEG_1874	-13.7296	-14.86	-14.3444	-11.625
MSMEG_1875	-16.1841	-16.4364	-16.2667	-15.82
MSMEG_1876	-17.2329	-15.8625	-18.4696	-17.4261
MSMEG_1877	-20.2462	-20.2556	-22.0444	-18.2125
MSMEG_1878	-12.5741	-9.36	-16.3111	-12.3875
MSMEG_1879	-10.16	-12.6	-9.45	-6.7
MSMEG_1880	-18.5857	-16.825	-20.6143	-18.5667
MSMEG_1881	-15.4623	-14.8103	-14.0895	-17.5595
MSMEG_1882	-15.4393	-15.4105	-16.7421	-14.0944
MSMEG_1883	-16.0473	-15.536	-16.224	-16.3958
MSMEG_1884	-17.3684	-17.2714	-19.3714	-14.7
MSMEG_1885	-16.4391	-15.2188	-16.7067	-17.4733
MSMEG_1886	-14.562	-14.5647	-14.2824	-14.8562
MSMEG_1887	-15.9235	-17.7667	-16.1167	-13.48
MSMEG_1888	-16.6162	-16.4231	-16.6917	-16.75
MSMEG_1889	-17.105	-18.6286	-14.5308	-18.0385
MSMEG_1890	-17.6491	-16.9389	-18.2333	-17.7824
MSMEG_1891	-15.3323	-15.3545	-15.67	-14.97
MSMEG_1892	-17.6305	-20.075	-16.425	-16.3263
MSMEG_1893	-17.5469	-19.9273	-18.3818	-14.01
MSMEG_1894	-15.2294	-14.25	-14.1727	-17.3545
MSMEG_1895	-17.225	-15.9385	-18.6917	-17.1455
MSMEG_1896	-17.6653	-20.2412	-15.675	-16.9188
MSMEG_1897	-16.6	-16.8364	-19.89	-13.05
MSMEG_1898	-16.9903	-17.7909	-18.9818	-13.5778
MSMEG_1899	-17.1	-14.6889	-18.5556	-18.175
MSMEG_1900	-16.0455	-17.225	-16.1	-14.4
MSMEG_1901	-18.1462	-18.65	-18.7944	-16.9265
MSMEG_1902	-17.5816	-15.7923	-18.8231	-18.175
MSMEG_1903	-18.3316	-18.6094	-18.0688	-18.3161
MSMEG_1904	-15.2702	-14.7625	-16.475	-14.5267
MSMEG_1905	-17.1773	-18.34	-16.42	-16.7429
MSMEG_1906	-15.4691	-14.2189	-15.4243	-16.8
MSMEG_1907	-12.78	-13.0429	-13.5857	-11.5333
MSMEG_1908	-14.0185	-13.1105	-14.4167	-14.6118
MSMEG_1909	-18.5811	-19.0846	-16.8167	-19.8
MSMEG_1910	-14.6722	-15.2538	-15.85	-12.7
MSMEG_1911	-15.9057	-16.7833	-16.55	-14.2455
MSMEG_1912	-11.7636	-15.05	-11.2	-8.1333
MSMEG_1913	-17.2105	-15.2571	-19.5714	-16.64
MSMEG_1914	-14.3808	-14.7556	-12.1111	-16.5125
MSMEG_1915	-14.4333	-16.28	-14.1	-11.8
MSMEG_1916	-12.1	-15.5	-8.7	-8.7
MSMEG_1917	-16.3875	-15.6333	-15.7667	-18.45
MSMEG_1918	-17.4763	-17.91	-17.195	-17.3158
MSMEG_1919	-16.53	-15.55	-17.5667	-16.8
MSMEG_1920	-15.5816	-15.9154	-17.3077	-13.35
MSMEG_1921	-18.54	-21.65	-17.2	-15.55
MSMEG_1922	-14.7294	-12.7667	-14.3	-17.6
MSMEG_1923	-17.12	-18.8833	-16.42	-15.35
MSMEG_1924	-16.5158	-16.0857	-18.1833	-15.35
MSMEG_1925	-18.2767	-20.94	-18.6467	-14.7769
MSMEG_1926	-16.3	-17.4444	-17.2125	-13.7857
MSMEG_1927	-16.1065	-16.3636	-15.8273	-16.1333
MSMEG_1928	-17.2964	-18.34	-16.1333	-17.3
MSMEG_1929	-17.3312	-18.8118	-16.2625	-16.7933
MSMEG_1930	-15.22	-15.9905	-14.55	-15.0737
MSMEG_1931	-16.9037	-16.7	-14.8222	-19.5
MSMEG_1932	-15.1844	-14.0636	-16.9909	-14.43
MSMEG_1933	-15.5714	-18.9	-14.45	-11.7
MSMEG_1934	-15.2222	-16.025	-12.4333	-17.8
MSMEG_1935	-16.3038	-16.5667	-15.2556	-17.1875
MSMEG_1936	-16.1244	-18.3857	-15.8214	-14.0154
MSMEG_1937	-14.6213	-15.825	-13.6438	-14.38
MSMEG_1938	-17.65	-20.975	-15.2545	-16.4182
MSMEG_1939	-19.4545	-22.75	-18.325	-16.5667
MSMEG_1940	-17.5967	-18.8273	-17.43	-16.2778
MSMEG_1941	-18.6112	-17.7595	-19.8643	-18.2
MSMEG_1942	-15.4464	-15.63	-14.0556	-16.6333
MSMEG_1943	-16.9615	-17.1682	-18.1349	-15.5767
MSMEG_1944	-16.2933	-13.4	-20.08	-15.9
MSMEG_1945	-16.4419	-14.6267	-16.1467	-18.8769
MSMEG_1946	-17.3811	-17.8	-19.7833	-14.525
MSMEG_1947	-12.1222	-11.825	-13.4	-10.8
MSMEG_1948	-20.0429	-23.5	-18.6333	-13.9
MSMEG_1949	-17.24	-20.9	-16.85	-10.7
MSMEG_1950	-16.8955	-17.675	-17.3	-15.3167
MSMEG_1951	-15.6808	-17.2111	-16.5444	-12.9875
MSMEG_1952	-16.65	-16.7	-16.2586	-17.0036
MSMEG_1953	-18.6417	-18.64	-18.9	-18.3
MSMEG_1954	-15.2115	-16.1667	-15.1333	-14.225
MSMEG_1955	-17.8636	-18.5	-18.6727	-16.21
MSMEG_1956	-11.9778	-15.025	-11.1	-7.2
MSMEG_1957	-17.7643	-16.8895	-17.0684	-19.4222
MSMEG_1958	-15.5122	-14.9929	-15.7143	-15.8538
MSMEG_1959	-14.7675	-15.422	-13.3925	-15.4897
MSMEG_1960	-16.135	-18.0143	-15.6714	-14.4833
MSMEG_1961	-13.6319	-17.3562	-10.3438	-13.1667
MSMEG_1962	-15.581	-16.4	-15.8571	-14.1667
MSMEG_1963	-17.5133	-16.7261	-17.8022	-18.0409
MSMEG_1964	-17.5464	-18.7	-17.0579	-16.8444
MSMEG_1966	-13.875	-13.8667	-14.26	-13.5
MSMEG_1967	-15.9458	-15.7778	-16.275	-15.7857
MSMEG_1968	-14.4286	-16.21	-14.7222	-12.1556
MSMEG_1969	-13.9071	-13.76	-14.3	-13.6
MSMEG_1970	-14.1086	-16.0792	-11.9174	-14.2435
MSMEG_1971	-13.6769	-13.8364	-12.1318	-15.1286
MSMEG_1972	-13.2317	-14.2857	-13.4714	-11.8385
MSMEG_1974	-13.6769	-11.92	-15.3	-13.9
MSMEG_1975	-12.7829	-9.9429	-14.7643	-13.7077
MSMEG_1976	-13.9379	-12.8	-15.66	-13.2889
MSMEG_1977	-14.5073	-14.9786	-15.9071	-12.4923
MSMEG_1978	-16.2769	-16.7136	-15.4545	-16.681
MSMEG_1979	-14.1308	-13.5	-15.58	-12.7667
MSMEG_1980	-14.9191	-14.875	-14.65	-15.2533
MSMEG_1981	-14.6789	-14.5429	-16.6667	-12.85
MSMEG_1982	-15.2262	-15.9	-16.419	-13.1632
MSMEG_1983	-14.5944	-14.55	-14.7526	-14.4647
MSMEG_1984	-14.84	-14.9417	-15.3917	-14.1273
MSMEG_1985	-15.0378	-16.3	-14.4583	-14.25
MSMEG_1986	-13.5227	-12.6333	-11.1333	-17.0357
MSMEG_1987	-13.0733	-13.0667	-12.34	-14.0
MSMEG_1988	-16.0143	-16.6125	-13.8714	-17.7167
MSMEG_1989	-17.1513	-14.35	-19.7692	-17.5833
MSMEG_1990	-13.4714	-14.2	-12.2286	-13.9692
MSMEG_1991	-15.4587	-16.975	-15.2933	-14.0067
MSMEG_1992	-16.5	-17.2188	-17.1562	-14.9286
MSMEG_1993	-15.3879	-17.1	-14.2818	-14.55
MSMEG_1994	-13.8	-13.25	-17.35	-7.8
MSMEG_1995	-15.4926	-17.19	-13.9	-15.1625
MSMEG_1996	-13.9559	-13.3417	-13.5364	-15.0455
MSMEG_1997	-15.3643	-15.275	-14.9348	-15.887
MSMEG_1998	-17.8257	-17.7917	-19.1417	-16.4273
MSMEG_1999	-12.84	-14.25	-13.65	-8.4
MSMEG_2000	-14.4471	-16.5333	-11.8	-15.12
MSMEG_2001	-14.8077	-11.8889	-18.5444	-13.8875
MSMEG_2002	-15.8714	-16.16	-15.4222	-16.0
MSMEG_2003	-15.0231	-17.3944	-15.6222	-11.6812
MSMEG_2004	-16.3367	-16.7727	-17.36	-14.6667
MSMEG_2005	-14.5568	-15.2154	-14.8667	-13.5333
MSMEG_2006	-14.95	-15.5692	-15.1083	-14.0455
MSMEG_2007	-15.0794	-15.175	-16.5636	-13.4909
MSMEG_2008	-11.6	-10.875	-13.15	-9.95
MSMEG_2009	-15.7074	-17.28	-14.6889	-14.8875
MSMEG_2010	-12.5417	-13.54	-11.85	-11.8
MSMEG_2011	-16.2975	-16.7714	-16.6	-15.4846
MSMEG_2012	-15.8173	-15.7	-16.3722	-15.325
MSMEG_2013	-17.4367	-20.1	-16.47	-15.2556
MSMEG_2014	-16.214	-18.5267	-14.9571	-14.9929
MSMEG_2015	-17.0719	-16.1909	-17.5091	-17.56
MSMEG_2016	-16.4828	-17.68	-15.55	-16.1889
MSMEG_2017	-15.6625	-17.9167	-15.86	-12.76
MSMEG_2019	-17.0931	-20.5	-14.93	-15.7111
MSMEG_2021	-17.2938	-18.5821	-18.463	-14.6923
MSMEG_2022	-15.8155	-16.505	-14.9	-16.0053
MSMEG_2023	-15.8551	-15.1118	-16.825	-15.675
MSMEG_2024	-16.8	-14.3462	-17.7538	-18.5727
MSMEG_2025	-14.8	-14.2636	-13.88	-16.31
MSMEG_2026	-15.8424	-17.925	-16.3818	-12.75
MSMEG_2027	-14.3875	-13.6833	-15.0167	-14.5
MSMEG_2028	-19.0085	-19.0438	-18.625	-19.38
MSMEG_2029	-15.72	-17.4727	-13.19	-16.3889
MSMEG_2030	-17.3739	-17.225	-18.775	-15.9429
MSMEG_2031	-19.6429	-20.6667	-24.7	-13.05
MSMEG_2032	-16.1	-17.5273	-13.53	-17.2111
MSMEG_2033	-18.0053	-17.2231	-18.8692	-17.9167
MSMEG_2034	-17.3628	-20.02	-17.2	-14.6786
MSMEG_2035	-17.3852	-17.6421	-17.0722	-17.4294
MSMEG_2036	-15.9541	-16.0769	-15.7583	-16.0167
MSMEG_2037	-15.2154	-13.8714	-16.6077	-15.275
MSMEG_2038	-14.7508	-13.4318	-16.9952	-13.845
MSMEG_2039	-17.28	-16.8727	-17.23	-17.8333
