 	CDS_MFE_20_10nt_CDS	CDS_MFE_20_10nt_5p	CDS_MFE_20_10nt_mid	CDS_MFE_20_10nt_3p
MSMEG_1523	-2.6267	-2.2524	-3.205	-2.4316
MSMEG_1524	-2.6952	-3.2286	-2.2389	-2.6294
MSMEG_1525	-3.3017	-3.21	-3.185	-3.5211
MSMEG_1526	-3.1754	-3.3826	-2.9625	-3.1909
MSMEG_1527	-3.3862	-3.9933	-3.2655	-2.8607
MSMEG_1528	-3.7667	-3.8333	-3.705	-3.7579
MSMEG_1529	-3.4197	-3.9864	-2.8913	-3.4048
MSMEG_1530	-3.5271	-3.2333	-3.6639	-3.6886
MSMEG_1531	-3.2607	-2.9	-3.4579	-3.4333
MSMEG_1532	-2.0406	-0.9091	-1.7818	-3.57
MSMEG_1533	-3.8833	-3.4	-3.2705	-5.0163
MSMEG_1534	-3.9285	-3.6913	-4.463	-3.6244
MSMEG_1535	-3.9901	-4.1114	-3.9682	-3.8884
MSMEG_1536	-3.157	-3.1844	-3.205	-3.0808
MSMEG_1537	-3.9564	-4.327	-4.0108	-3.5194
MSMEG_1538	-2.3258	-1.3727	-2.68	-3.02
MSMEG_1539	-3.369	-2.58	-4.07	-3.4667
MSMEG_1540	-3.5507	-3.3217	-3.8043	-3.52
MSMEG_1541	-1.65	-1.28	-1.75	-2.1333
MSMEG_1542	-3.9055	-3.9326	-3.8952	-3.8881
MSMEG_1543	-2.8825	-3.0731	-3.0157	-2.5549
MSMEG_1544	-3.8564	-4.0786	-2.9385	-4.5917
MSMEG_1545	-4.4841	-3.6958	-4.9913	-4.8136
MSMEG_1546	-2.9524	-2.2467	-3.9071	-2.7385
MSMEG_1547	-3.4953	-2.9737	-3.9897	-3.5143
MSMEG_1548	-3.34	-3.13	-3.3095	-3.5947
MSMEG_1550	-3.5147	-3.0917	-4.1727	-3.3182
MSMEG_1551	-2.6316	-1.7	-3.1	-3.25
MSMEG_1552	-3.5014	-3.3723	-3.5896	-3.5413
MSMEG_1553	-3.3603	-3.65	-3.3766	-3.0413
MSMEG_1554	-3.5338	-3.6423	-4.0385	-2.896
MSMEG_1556	-2.6932	-4.3133	-2.8467	-0.7929
MSMEG_1557	-3.5933	-3.5667	-4.1625	-2.9714
MSMEG_1558	-3.3739	-4.4875	-2.8	-2.76
MSMEG_1559	-3.6956	-3.8761	-3.62	-3.5867
MSMEG_1560	-4.07	-4.1364	-4.68	-3.3111
MSMEG_1561	-3.5978	-3.1033	-4.7333	-2.9345
MSMEG_1563	-3.5038	-3.0593	-3.8222	-3.64
MSMEG_1564	-2.6925	-2.82	-2.5612	-2.6938
MSMEG_1565	-3.1855	-2.9429	-3.0905	-3.54
MSMEG_1566	-3.3202	-3.2657	-2.8971	-3.8118
MSMEG_1567	-3.4729	-3.1276	-3.6	-3.7036
MSMEG_1568	-3.0918	-3.7032	-2.6115	-2.9483
MSMEG_1569	-3.405	-3.8714	-2.7429	-3.6333
MSMEG_1570	-3.8065	-4.3906	-3.7129	-3.28
MSMEG_1571	-3.9776	-3.3424	-4.1727	-4.4312
MSMEG_1572	-3.9229	-3.9553	-3.7191	-4.0978
MSMEG_1573	-4.4397	-4.234	-4.6042	-4.4783
MSMEG_1574	-3.3613	-3.7304	-3.4022	-2.9422
MSMEG_1575	-3.9448	-4.2795	-3.9615	-3.5842
MSMEG_1576	-3.961	-3.8111	-4.86	-3.1941
MSMEG_1577	-2.5457	-3.0437	-2.8062	-1.6786
MSMEG_1578	-3.8531	-3.9273	-4.1524	-3.4762
MSMEG_1579	-3.0064	-3.1938	-3.325	-2.4667
MSMEG_1580	-4.0451	-3.6412	-3.4257	-5.1182
MSMEG_1581	-3.2364	-3.9667	-3.1667	-2.5286
MSMEG_1582	-2.1767	-1.59	-2.6182	-2.2889
MSMEG_1583	-3.7543	-3.7907	-3.6073	-3.8698
MSMEG_1584	-2.9745	-3.425	-2.6062	-2.8867
MSMEG_1585	-3.2964	-2.8579	-3.7316	-3.3
MSMEG_1586	-2.6709	-2.9216	-2.1	-3.0
MSMEG_1587	-2.9367	-3.2273	-2.3788	-3.2125
MSMEG_1588	-2.8242	-3.5917	-2.3182	-2.46
MSMEG_1589	-3.6663	-4.2371	-3.4914	-3.2588
MSMEG_1590	-2.4	-3.1727	-2.26	-1.69
MSMEG_1591	-2.7093	-2.5064	-3.0426	-2.5761
MSMEG_1592	-3.3013	-4.237	-2.9296	-2.7154
MSMEG_1593	-3.15	-2.9667	-3.9	-2.62
MSMEG_1594	-3.6013	-3.4741	-3.9815	-3.328
MSMEG_1595	-2.937	-3.228	-3.3083	-2.2625
MSMEG_1596	-3.4071	-3.5684	-3.6421	-2.9889
MSMEG_1597	-2.9448	-2.68	-3.02	-3.1556
MSMEG_1598	-4.005	-3.4296	-4.8111	-3.7654
MSMEG_1599	-3.6053	-3.595	-2.9368	-4.3222
MSMEG_1600	-3.3538	-3.7725	-3.36	-2.9179
MSMEG_1601	-3.1024	-4.1	-2.7857	-2.3692
MSMEG_1602	-3.524	-3.1481	-4.2431	-3.1882
MSMEG_1603	-3.5268	-2.7632	-2.9974	-4.8917
MSMEG_1604	-3.5393	-3.5655	-3.4966	-3.5561
MSMEG_1605	-3.2046	-3.1909	-3.2136	-3.2095
MSMEG_1606	-3.3534	-3.263	-3.7037	-3.0887
MSMEG_1607	-3.3902	-1.5714	-4.5714	-4.0769
MSMEG_1608	-3.114	-2.8582	-3.1646	-3.3218
MSMEG_1609	-3.5247	-3.4846	-3.2731	-3.828
MSMEG_1610	-3.2327	-3.0288	-3.5528	-3.1078
MSMEG_1611	-3.0328	-2.7957	-3.1304	-3.1857
MSMEG_1612	-2.8306	-3.3966	-2.7034	-2.3593
MSMEG_1613	-3.1038	-2.763	-3.8115	-2.75
MSMEG_1614	-3.5899	-3.2963	-4.6111	-2.804
MSMEG_1615	-3.9217	-4.0925	-3.2442	-4.425
MSMEG_1617	-3.3297	-3.4345	-3.1982	-3.3593
MSMEG_1618	-2.4414	-2.02	-2.33	-3.0333
MSMEG_1619	-3.575	-4.76	-3.25	-2.0333
MSMEG_1620	-4.3771	-3.5833	-4.8958	-4.6773
MSMEG_1621	-3.4255	-3.3583	-3.9686	-2.9514
MSMEG_1622	-4.2981	-4.6736	-4.2566	-3.951
MSMEG_1623	-3.7108	-3.1221	-4.1029	-3.9104
MSMEG_1624	-3.4034	-3.14	-4.8133	-2.175
MSMEG_1625	-3.0449	-2.5472	-3.7288	-2.8647
MSMEG_1626	-3.1148	-3.3233	-3.169	-2.8448
MSMEG_1627	-2.9667	-2.5667	-3.32	-3.125
MSMEG_1628	-3.4376	-3.9345	-2.9464	-3.4143
MSMEG_1629	-3.2422	-3.4769	-3.2462	-2.9974
MSMEG_1630	-3.6722	-3.7667	-3.2154	-4.0308
MSMEG_1631	-3.5518	-3.9	-3.5786	-3.1643
MSMEG_1632	-3.0573	-3.0467	-2.61	-3.531
MSMEG_1633	-3.4543	-3.8545	-2.9127	-3.5981
MSMEG_1634	-3.7153	-2.995	-4.54	-3.6053
MSMEG_1635	-2.9422	-2.0727	-3.3476	-3.4476
MSMEG_1636	-3.2	-3.4	-3.2667	-2.92
MSMEG_1637	-3.4227	-3.2699	-3.6559	-3.3413
MSMEG_1638	-3.2675	-2.9357	-3.5143	-3.3667
MSMEG_1639	-2.5528	-3.1308	-2.8583	-1.5364
MSMEG_1640	-2.5845	-2.465	-2.5579	-2.7368
MSMEG_1641	-2.5298	-1.515	-2.3579	-3.8389
MSMEG_1642	-3.3903	-3.3611	-3.6022	-3.2056
MSMEG_1643	-4.3256	-4.5085	-4.4593	-4.0034
MSMEG_1644	-3.8889	-4.0452	-3.89	-3.7207
MSMEG_1645	-3.2189	-3.1561	-3.3902	-3.1075
MSMEG_1646	-3.5284	-3.3641	-4.141	-3.0684
MSMEG_1647	-3.3624	-3.0897	-4.0214	-2.9857
MSMEG_1648	-2.9525	-2.4905	-2.3286	-4.1526
MSMEG_1649	-3.6169	-3.7404	-3.1078	-4.0
MSMEG_1650	-3.4685	-3.052	-4.312	-3.0043
MSMEG_1651	-3.3816	-3.4974	-3.4795	-3.1595
MSMEG_1652	-3.3729	-2.9178	-3.325	-3.8864
MSMEG_1653	-3.8818	-1.325	-5.375	-5.3
MSMEG_1654	-2.8583	-2.816	-2.7297	-3.0297
MSMEG_1655	-2.9928	-3.0536	-3.3464	-2.563
MSMEG_1656	-3.1793	-2.4786	-2.8185	-4.2667
MSMEG_1657	-3.0921	-3.4176	-3.0382	-2.8121
MSMEG_1658	-3.6893	-4.0343	-3.3286	-3.7061
MSMEG_1659	-3.3903	-2.7636	-3.7364	-3.7333
MSMEG_1660	-4.1407	-3.1793	-5.4448	-3.7857
MSMEG_1661	-3.3277	-3.6675	-3.015	-3.3
MSMEG_1662	-3.087	-2.5489	-3.8152	-2.9044
MSMEG_1663	-2.8725	-3.5111	-3.2	-1.8062
MSMEG_1664	-1.6897	-2.1	-1.07	-1.9222
MSMEG_1665	-3.6405	-3.476	-3.99	-3.4479
MSMEG_1666	-3.489	-3.2387	-3.99	-3.2467
MSMEG_1667	-3.4914	-3.295	-2.59	-4.7111
MSMEG_1668	-3.1404	-2.8111	-3.5	-3.1294
MSMEG_1669	-2.9192	-3.3593	-2.3577	-3.028
MSMEG_1670	-3.2166	-3.1559	-3.5655	-2.9293
MSMEG_1671	-2.8149	-4.0125	-2.3875	-1.9933
MSMEG_1672	-2.122	-1.7357	-2.0714	-2.5923
MSMEG_1673	-3.9026	-4.5769	-4.2077	-2.8417
MSMEG_1674	-2.8	-4.475	-1.9333	-0.75
MSMEG_1675	-3.7242	-3.4929	-3.4366	-4.2488
MSMEG_1676	-3.3185	-3.1405	-3.6056	-3.2114
MSMEG_1677	-2.6887	-2.0	-3.1596	-2.9213
MSMEG_1678	-3.2118	-3.4406	-3.2548	-2.9233
MSMEG_1679	-2.5696	-2.7	-2.6974	-2.2973
MSMEG_1680	-3.2104	-2.5348	-3.6727	-3.4545
MSMEG_1681	-2.3159	-2.0333	-1.64	-3.3429
MSMEG_1682	-2.6111	-3.0907	-2.6167	-2.1024
MSMEG_1683	-2.6331	-2.9143	-2.5458	-2.4333
MSMEG_1684	-3.4233	-3.6977	-3.5791	-2.9762
MSMEG_1685	-4.175	-5.0667	-3.3333	-4.1
MSMEG_1686	-3.9142	-4.3833	-3.9444	-3.3853
MSMEG_1687	-3.8621	-4.84	-3.47	-3.2111
MSMEG_1688	-2.5561	-2.0714	-3.5357	-2.0231
MSMEG_1689	-3.5861	-4.0333	-2.392	-4.4174
MSMEG_1690	-3.0571	-3.3333	-3.3773	-2.415
MSMEG_1691	-4.1933	-4.1722	-4.5533	-3.8506
MSMEG_1692	-3.7	-3.5774	-3.6933	-3.8333
MSMEG_1693	-3.063	-2.8621	-3.6707	-2.6491
MSMEG_1694	-3.4468	-3.3095	-3.4524	-3.585
MSMEG_1695	-3.4267	-3.2019	-3.5481	-3.5321
MSMEG_1696	-2.6106	-3.5312	-2.1813	-2.0867
MSMEG_1697	-3.7605	-3.6577	-3.836	-3.792
MSMEG_1698	-3.6645	-3.5622	-3.927	-3.5
MSMEG_1699	-3.7474	-3.9692	-3.1737	-4.1027
MSMEG_1700	-3.4667	-3.1842	-3.1	-4.1706
MSMEG_1701	-3.8304	-4.6556	-3.6615	-3.1423
MSMEG_1702	-3.7068	-3.8975	-3.8	-3.4179
MSMEG_1703	-3.4111	-3.6795	-3.2125	-3.3447
MSMEG_1704	-2.6761	-2.8324	-2.4703	-2.7286
MSMEG_1705	-2.6987	-2.9549	-2.8392	-2.294
MSMEG_1706	-3.164	-3.0381	-3.3643	-3.0878
MSMEG_1707	-3.8385	-4.3045	-2.9773	-4.2524
MSMEG_1708	-3.68	-3.6794	-3.9818	-3.3788
MSMEG_1709	-3.3843	-3.2457	-3.2618	-3.6576
MSMEG_1710	-3.172	-3.3278	-3.125	-3.06
MSMEG_1711	-3.152	-3.4529	-3.268	-2.7204
MSMEG_1712	-3.1847	-3.3788	-3.0758	-3.0969
MSMEG_1713	-3.4586	-3.4947	-3.5107	-3.3696
MSMEG_1714	-2.7681	-2.4542	-3.2522	-2.6045
MSMEG_1715	-3.6947	-3.8843	-3.76	-3.4306
MSMEG_1716	-3.1088	-3.0583	-4.6909	-1.5818
MSMEG_1717	-2.9429	-3.2064	-3.1936	-2.4174
MSMEG_1718	-3.2302	-2.9611	-3.0778	-3.6765
MSMEG_1719	-2.9029	-2.1833	-4.3083	-2.08
MSMEG_1720	-2.4594	-2.0909	-2.7545	-2.54
MSMEG_1721	-2.8632	-2.1656	-3.6094	-2.8129
MSMEG_1722	-2.5687	-2.0261	-3.4955	-2.2091
MSMEG_1723	-2.6937	-2.5818	-2.4455	-3.09
MSMEG_1724	-3.1275	-3.4214	-2.35	-3.6917
MSMEG_1725	-2.7	-2.9308	-2.6231	-2.5333
MSMEG_1726	-2.9446	-3.4176	-2.5882	-2.8242
MSMEG_1727	-1.7522	-1.8125	-2.15	-1.2286
MSMEG_1728	-3.303	-2.9167	-3.6455	-3.39
MSMEG_1729	-2.7942	-3.5034	-2.5345	-2.3286
MSMEG_1730	-2.8554	-3.5323	-2.7	-2.3167
MSMEG_1731	-3.0275	-4.0273	-2.7477	-2.2907
MSMEG_1732	-2.1965	-2.7026	-1.6868	-2.1868
MSMEG_1733	-3.2899	-2.5867	-4.2367	-3.0379
MSMEG_1734	-3.5239	-3.4188	-3.0688	-4.1643
MSMEG_1735	-3.8248	-4.3417	-3.6447	-3.4696
MSMEG_1736	-3.3316	-3.0746	-3.281	-3.6491
MSMEG_1737	-3.6471	-3.75	-3.3552	-3.8393
MSMEG_1738	-3.3534	-3.26	-3.42	-3.3833
MSMEG_1739	-3.1103	-2.8519	-3.9	-2.568
MSMEG_1740	-3.2532	-3.4308	-2.8385	-3.5
MSMEG_1741	-2.791	-2.8565	-3.3636	-2.15
MSMEG_1742	-3.789	-3.5568	-4.3833	-3.4333
MSMEG_1743	-3.1105	-3.3103	-2.8079	-3.2108
MSMEG_1744	-3.0824	-2.8355	-3.4452	-2.9586
MSMEG_1745	-2.2918	-2.6238	-2.24	-1.995
MSMEG_1746	-3.3745	-3.7761	-3.3283	-3.0111
MSMEG_1747	-3.3852	-3.3762	-3.62	-3.16
MSMEG_1748	-3.3837	-4.6133	-2.0867	-3.4615
MSMEG_1749	-3.0034	-3.17	-3.2172	-2.6172
MSMEG_1750	-3.4148	-3.58	-3.3333	-3.3
MSMEG_1751	-3.5078	-3.3029	-3.9176	-3.303
MSMEG_1752	-1.6364	-0.8	-3.35	-0.4667
MSMEG_1753	-2.9813	-2.48	-2.9769	-3.5083
MSMEG_1754	-2.8737	-2.7692	-2.7154	-3.1583
MSMEG_1755	-2.5111	-2.1231	-2.375	-3.1182
MSMEG_1756	-3.5373	-3.45	-3.0	-4.1917
MSMEG_1757	-3.635	-3.5993	-3.4404	-3.8667
MSMEG_1758	-3.4294	-3.05	-4.2	-2.96
MSMEG_1759	-3.5741	-2.78	-2.7667	-5.475
MSMEG_1760	-3.9617	-4.2321	-4.7037	-2.9
MSMEG_1761	-3.1695	-2.8409	-3.3818	-3.2884
MSMEG_1762	-4.0247	-3.7094	-4.9887	-3.3635
MSMEG_1763	-3.0043	-4.4062	-2.58	-1.9333
MSMEG_1764	-3.2324	-2.9565	-3.4622	-3.2844
MSMEG_1765	-4.1057	-5.1111	-3.9611	-3.1941
MSMEG_1766	-3.1167	-1.9	-3.9375	-3.7429
MSMEG_1767	-3.8447	-3.8692	-4.0154	-3.6333
MSMEG_1768	-3.318	-3.4619	-3.4238	-3.0421
MSMEG_1769	-2.7241	-2.42	-2.64	-3.1556
MSMEG_1770	-3.0958	-2.725	-2.8556	-3.8286
MSMEG_1771	-3.6242	-3.6957	-3.6409	-3.5286
MSMEG_1772	-2.7	-2.3625	-3.1571	-2.6167
MSMEG_1773	-3.0745	-2.5324	-3.0343	-3.6758
MSMEG_1774	-2.602	-3.1765	-2.6812	-1.9125
MSMEG_1775	-3.7818	-3.5696	-4.2565	-3.5133
MSMEG_1776	-2.8217	-2.7903	-3.3548	-2.3033
MSMEG_1777	-2.63	-2.2091	-2.53	-3.2556
MSMEG_1778	-3.7412	-2.2417	-4.5455	-4.5727
MSMEG_1779	-2.7	-2.0357	-3.7615	-2.3538
MSMEG_1780	-3.1721	-3.2463	-3.1878	-3.08
MSMEG_1781	-3.463	-3.8375	-3.0467	-3.48
MSMEG_1782	-2.125	-2.2467	-1.8767	-2.2607
MSMEG_1783	-3.2261	-3.375	-4.1	-2.0571
MSMEG_1784	-3.5762	-3.2529	-3.3	-4.1939
MSMEG_1785	-3.1257	-3.9868	-2.3526	-3.0351
MSMEG_1786	-2.9262	-2.5	-3.0071	-3.3308
MSMEG_1787	-3.3328	-3.525	-3.4421	-3.0211
MSMEG_1788	-2.08	-2.5111	-2.4125	-1.2625
MSMEG_1789	-3.5667	-2.5333	-3.56	-5.125
MSMEG_1790	-2.868	-2.3667	-4.4778	-1.4429
MSMEG_1791	-2.1	-1.7545	-1.83	-2.8222
MSMEG_1792	-2.9914	-1.9833	-3.475	-3.5636
MSMEG_1793	-3.5589	-2.8158	-3.8947	-3.9889
MSMEG_1794	-3.517	-3.3324	-3.7029	-3.5156
MSMEG_1795	-2.8639	-2.7472	-3.5459	-2.2629
MSMEG_1796	-2.8441	-3.4708	-2.4479	-2.6085
MSMEG_1797	-3.1873	-3.7792	-2.9167	-2.8522
MSMEG_1798	-2.8133	-3.5442	-2.5279	-2.3571
MSMEG_1799	-3.2811	-3.9742	-2.3667	-3.4862
MSMEG_1800	-3.6923	-6.18	-1.175	-3.1
MSMEG_1801	-2.8538	-3.94	-3.15	-1.2
MSMEG_1802	-3.1146	-2.9643	-3.5286	-2.8308
MSMEG_1803	-3.7488	-4.0143	-3.95	-3.2462
MSMEG_1804	-3.132	-3.02	-3.0577	-3.3292
MSMEG_1805	-3.1114	-2.0083	-3.2833	-4.1273
MSMEG_1806	-4.0907	-3.8684	-4.4778	-3.9294
MSMEG_1807	-3.3693	-3.4267	-3.1417	-3.5424
MSMEG_1808	-3.7683	-2.7786	-4.1571	-4.4154
MSMEG_1809	-3.108	-2.4933	-2.88	-4.0107
MSMEG_1810	-3.365	-2.6429	-4.0857	-3.3667
MSMEG_1811	-3.319	-3.7864	-2.3952	-3.775
MSMEG_1812	-3.05	-2.82	-3.6778	-2.6778
MSMEG_1813	-3.1117	-3.6327	-2.5963	-3.0962
MSMEG_1814	-2.319	-2.0	-2.6125	-2.3
MSMEG_1815	-3.0529	-2.6167	-3.1833	-3.42
MSMEG_1817	-3.1388	-3.3522	-2.8318	-3.2227
MSMEG_1818	-2.0412	-1.9889	-2.0706	-2.0688
MSMEG_1819	-3.091	-2.839	-3.8439	-2.5775
MSMEG_1820	-4.0191	-4.325	-4.0	-3.7133
MSMEG_1821	-2.9845	-3.0513	-3.0026	-2.8974
MSMEG_1822	-3.5556	-3.8778	-3.3143	-3.4808
MSMEG_1823	-3.7529	-3.5292	-4.1391	-3.6
MSMEG_1824	-3.3081	-3.122	-3.428	-3.3755
MSMEG_1825	-3.918	-3.36	-4.39	-4.0069
MSMEG_1826	-3.0685	-3.58	-3.2	-2.4034
MSMEG_1827	-3.2519	-3.5947	-3.3611	-2.7529
MSMEG_1829	-3.9066	-4.537	-4.2933	-2.8756
MSMEG_1830	-3.1286	-3.1606	-2.8394	-3.3938
MSMEG_1831	-2.9921	-2.3154	-3.0615	-3.65
MSMEG_1832	-3.2609	-4.8688	-2.2733	-2.5333
MSMEG_1833	-4.2927	-3.3714	-3.9786	-5.6231
MSMEG_1834	-3.3113	-4.0521	-3.2936	-2.5565
MSMEG_1835	-4.2519	-4.775	-4.3838	-3.5743
MSMEG_1836	-2.8867	-3.0211	-2.4289	-3.2189
MSMEG_1837	-3.0007	-2.866	-3.3717	-2.7622
MSMEG_1838	-3.1196	-2.96	-2.7204	-3.6816
MSMEG_1839	-2.9593	-3.0244	-2.631	-3.2375
MSMEG_1840	-2.8647	-2.3667	-4.3833	-1.64
MSMEG_1841	-4.2	-3.4	-4.2571	-5.08
MSMEG_1842	-3.9129	-4.1619	-4.3286	-3.215
MSMEG_1844	-2.8115	-3.3222	-3.0471	-2.0353
MSMEG_1845	-3.8435	-2.4524	-3.8762	-5.27
MSMEG_1846	-3.999	-3.2765	-4.5171	-4.1939
MSMEG_1847	-3.0319	-3.1032	-2.9533	-3.0367
MSMEG_1849	-3.8363	-3.6368	-4.0483	-3.8196
MSMEG_1850	-3.4883	-3.8442	-3.2	-3.419
MSMEG_1852	-3.4162	-3.5424	-3.4059	-3.2969
MSMEG_1854	-3.1408	-3.0049	-3.3925	-3.0256
MSMEG_1855	-3.2363	-2.6382	-3.9029	-3.1455
MSMEG_1856	-2.5304	-2.3042	-1.9348	-3.4
MSMEG_1857	-3.6809	-3.4326	-4.4644	-3.1511
MSMEG_1858	-3.34	-3.9517	-3.1179	-2.9286
MSMEG_1859	-1.8862	-2.57	-2.41	-0.5444
MSMEG_1860	-1.4222	-0.9571	-1.9167	-1.48
MSMEG_1861	-2.5605	-2.363	-2.9036	-2.3962
MSMEG_1862	-2.9446	-3.4176	-2.5882	-2.8242
MSMEG_1863	-2.7	-2.9308	-2.6231	-2.5333
MSMEG_1864	-1.89	-1.9857	-2.2429	-1.3667
MSMEG_1865	-2.7669	-3.9098	-2.728	-1.64
MSMEG_1866	-2.9145	-3.6714	-2.6893	-2.363
MSMEG_1867	-2.8071	-3.23	-1.9889	-3.1556
MSMEG_1868	-1.5414	-0.97	-2.17	-1.4778
MSMEG_1869	-2.0081	-2.836	-1.244	-1.9417
MSMEG_1870	-2.4646	-2.7402	-2.6346	-2.012
MSMEG_1871	-1.9852	-2.46	-3.1778	-0.05
MSMEG_1872	-3.036	-2.7103	-3.8793	-2.5
MSMEG_1873	-3.6762	-3.6048	-3.6682	-3.76
MSMEG_1874	-2.675	-2.587	-2.8348	-2.6
MSMEG_1875	-3.5589	-3.4321	-3.5151	-3.7327
MSMEG_1876	-3.5509	-2.7169	-4.1576	-3.786
MSMEG_1877	-4.0062	-3.9273	-4.6864	-3.3762
MSMEG_1878	-2.5667	-1.6261	-3.0458	-3.0273
MSMEG_1879	-2.2917	-2.68	-2.025	-2.0
MSMEG_1880	-4.0407	-3.2722	-4.1105	-4.7765
MSMEG_1881	-3.3024	-2.9448	-3.1568	-3.8095
MSMEG_1882	-2.8636	-2.9149	-3.1936	-2.4739
MSMEG_1883	-3.3108	-3.0919	-3.5274	-3.3131
MSMEG_1884	-3.698	-2.8588	-5.0059	-3.1667
MSMEG_1885	-3.5948	-3.2769	-3.8711	-3.6447
MSMEG_1886	-2.8224	-2.7262	-2.8286	-2.9146
MSMEG_1887	-3.6595	-4.6133	-2.7786	-3.5077
MSMEG_1888	-3.5355	-3.6323	-3.1906	-3.8033
MSMEG_1889	-3.851	-4.4382	-2.7088	-4.4406
MSMEG_1890	-3.5564	-3.6533	-3.4886	-3.525
MSMEG_1891	-3.1397	-3.0	-3.2154	-3.212
MSMEG_1892	-3.7235	-3.996	-3.804	-3.3633
MSMEG_1893	-3.5825	-3.6111	-4.2444	-2.8654
MSMEG_1894	-3.5165	-3.4207	-3.0069	-4.1667
MSMEG_1895	-3.6714	-3.5	-3.74	-3.78
MSMEG_1896	-3.8236	-4.2146	-3.9595	-3.28
MSMEG_1897	-3.6117	-3.25	-4.8269	-2.724
MSMEG_1898	-3.6063	-3.8593	-3.9444	-2.968
MSMEG_1899	-3.2215	-2.9273	-3.5864	-3.1476
MSMEG_1900	-3.7684	-4.0789	-3.99	-3.1944
MSMEG_1901	-3.8406	-3.9303	-4.0427	-3.5455
MSMEG_1902	-3.5916	-2.6562	-4.5531	-3.5645
MSMEG_1903	-4.0013	-4.055	-3.6438	-4.3089
MSMEG_1904	-3.163	-2.58	-3.925	-2.9795
MSMEG_1905	-3.7486	-4.0395	-3.0541	-4.1556
MSMEG_1906	-3.1728	-2.5739	-3.2957	-3.6527
MSMEG_1907	-2.8353	-2.6056	-2.5	-3.45
MSMEG_1908	-2.7022	-2.45	-3.1244	-2.5378
MSMEG_1909	-3.9772	-4.2097	-3.7	-4.0233
MSMEG_1910	-3.1066	-3.6258	-2.8333	-2.8433
MSMEG_1911	-3.4899	-3.7933	-3.7467	-2.9103
MSMEG_1912	-2.4536	-3.34	-2.6	-1.3222
MSMEG_1913	-3.851	-3.6059	-4.9625	-3.0
MSMEG_1914	-3.2215	-3.8182	-2.5273	-3.3238
MSMEG_1915	-2.48	-3.7455	-2.44	-0.9778
MSMEG_1916	-2.6714	-4.7333	-2.25	0.0
MSMEG_1917	-2.25	-1.8875	-3.4857	-1.4286
MSMEG_1918	-3.5879	-3.536	-3.644	-3.5837
MSMEG_1919	-3.392	-3.1333	-4.4	-2.675
MSMEG_1920	-3.3062	-3.3469	-3.5394	-3.0161
MSMEG_1921	-4.2342	-4.8538	-4.0538	-3.7583
MSMEG_1922	-2.9512	-2.6267	-2.7	-3.6154
MSMEG_1923	-3.2816	-3.7769	-3.1	-2.9417
MSMEG_1924	-3.7234	-3.075	-4.3438	-3.7533
MSMEG_1925	-3.6514	-4.7081	-3.3556	-2.8611
MSMEG_1926	-3.7049	-3.9571	-3.785	-3.36
MSMEG_1927	-3.0734	-3.5667	-2.9704	-2.652
MSMEG_1928	-3.7214	-3.8167	-3.6087	-3.7348
MSMEG_1929	-3.6025	-3.6537	-3.7585	-3.3846
MSMEG_1930	-3.382	-3.4137	-3.198	-3.5367
MSMEG_1931	-3.4681	-3.275	-3.0217	-4.1455
MSMEG_1932	-3.1415	-2.7429	-3.9296	-2.7667
MSMEG_1933	-3.4167	-4.3167	-2.5	-3.62
MSMEG_1934	-2.9087	-2.775	-2.4125	-3.6286
MSMEG_1935	-3.1754	-3.6409	-3.35	-2.5048
MSMEG_1936	-3.599	-4.1029	-3.7206	-2.9588
MSMEG_1937	-2.7555	-3.2775	-2.5875	-2.3923
MSMEG_1938	-3.6659	-3.831	-3.6321	-3.5286
MSMEG_1939	-4.2138	-5.77	-3.46	-3.3222
MSMEG_1940	-3.6831	-4.3923	-3.6038	-3.028
MSMEG_1941	-3.9949	-3.7933	-4.4105	-3.7767
MSMEG_1942	-3.0408	-3.55	-2.225	-3.3609
MSMEG_1943	-3.7181	-3.8633	-4.0294	-3.2574
MSMEG_1944	-3.0132	-1.8462	-4.1	-3.1
MSMEG_1945	-3.611	-2.7703	-4.5222	-3.5639
MSMEG_1946	-3.5473	-3.6719	-4.1323	-2.81
MSMEG_1947	-2.0833	-1.7222	-2.7875	-1.7429
MSMEG_1948	-4.2684	-4.9429	-4.8667	-2.8833
MSMEG_1949	-3.15	-5.28	-2.42	-1.4
MSMEG_1950	-3.4732	-3.1211	-3.9053	-3.3889
MSMEG_1951	-3.4	-4.0545	-3.4652	-2.6429
MSMEG_1952	-3.5293	-3.4472	-3.4583	-3.6845
MSMEG_1953	-4.0484	-3.5818	-4.03	-4.58
MSMEG_1954	-3.1618	-3.4614	-3.1636	-2.8535
MSMEG_1955	-3.7867	-3.8286	-3.975	-3.5481
MSMEG_1956	-2.2583	-1.275	-3.2111	-2.1571
MSMEG_1957	-3.8357	-3.7957	-3.6383	-4.0783
MSMEG_1958	-3.1824	-3.2286	-2.9059	-3.4182
MSMEG_1959	-2.9621	-3.0515	-2.675	-3.159
MSMEG_1960	-3.1808	-4.1111	-3.1882	-2.1882
MSMEG_1961	-2.9368	-3.9625	-2.0077	-2.8105
MSMEG_1962	-3.2926	-3.5474	-2.9611	-3.3588
MSMEG_1963	-3.6976	-3.5535	-4.1106	-3.4277
MSMEG_1964	-3.7507	-4.2298	-3.2191	-3.8043
MSMEG_1966	-2.6366	-2.3429	-2.5714	-3.0231
