feature1	rs_abs	region_feature1	type_feature1	kruskal_pval_hl_hypoxia_fdr_feature1	ks_pval_fdr_hl_hypoxia_feature1	avg_fdrPval_hl_hypoxia_feature1	kendall_hl_hypoxia_abs_feature1	feature2	region_feature2	type_feature2	kruskal_pval_hl_hypoxia_fdr_feature2	ks_pval_fdr_hl_hypoxia_feature2	avg_fdrPval_hl_hypoxia_feature2	kendall_hl_hypoxia_abs_feature2
ribo_5p_excl	0.98380317928647	CDS	ribosome	0.0215359318181818	0.0309446944444444	0.0262403131313131	0.0821974616334134	ribo_CDS	CDS	ribosome	0.0102861172413793	0.0174522115384615	0.0138691643899204	0.0889944949565853
ribo_5p_excl	0.979420688803557	CDS	ribosome	0.0215359318181818	0.0309446944444444	0.0262403131313131	0.0821974616334134	ribo_CDSplus20up	CDS	ribosome	0.0138792361111111	0.0203225357142857	0.0171008859126984	0.0861323970037652
AGGAG_5p25ntUpStream	0.66067832586103	fpr_UTR	ribosome	0.886838602941177	1	0.943419301470588	0.00917665491140346	AGGA_5p25ntUpStream	fpr_UTR	ribosome	0.927961672473868	1	0.963980836236934	0.0133583303036014
GGAG_5p25ntUpStream	0.628056545366063	fpr_UTR	ribosome	0.971614440993789	1	0.985807220496894	0.00734251210752946	AGGAG_5p25ntUpStream	fpr_UTR	ribosome	0.886838602941177	1	0.943419301470588	0.00917665491140346
AAAGG_5p25ntUpStream	0.875083215742945	fpr_UTR	ribosome	0.457097348484849	1	0.728548674242424	0.0558643614877546	GAAAGG_5p25ntUpStream	fpr_UTR	ribosome	0.839575101214575	1	0.919787550607287	0.03107686630175
GAAAG_5p25ntUpStream	0.781730691534873	fpr_UTR	ribosome	0.37767731092437	1	0.688838655462185	0.000820050027052657	GAAAGG_5p25ntUpStream	fpr_UTR	ribosome	0.839575101214575	1	0.919787550607287	0.03107686630175
AAGGA_5p25ntUpStream	0.708940500128108	fpr_UTR	ribosome	0.690627314814815	1	0.845313657407407	0.0182743708896112	AAGGAG_5p25ntUpStream	fpr_UTR	ribosome	0.690627314814815	1	0.845313657407407	0.032735791864935
AAGG_5p25ntUpStream	0.625030646627692	fpr_UTR	ribosome	0.97841712962963	1	0.989208564814815	0.00537676961937274	AAGGA_5p25ntUpStream	fpr_UTR	ribosome	0.690627314814815	1	0.845313657407407	0.0182743708896112
GAAAG_5p25ntUpStream	0.676646013187458	fpr_UTR	ribosome	0.37767731092437	1	0.688838655462185	0.000820050027052657	AAAGG_5p25ntUpStream	fpr_UTR	ribosome	0.457097348484849	1	0.728548674242424	0.0558643614877546
GAAA_5p25ntUpStream	0.73245784002287	fpr_UTR	ribosome	0.423434552845528	1	0.711717276422764	0.0280628624893649	GAAAG_5p25ntUpStream	fpr_UTR	ribosome	0.37767731092437	1	0.688838655462185	0.000820050027052657
GGAA_5p25ntUpStream	0.657672419952193	fpr_UTR	ribosome	0.346569907407407	1	0.673284953703704	0.0249150291888473	AGGAA_5p25ntUpStream	fpr_UTR	ribosome	0.316855858585859	1	0.658427929292929	0.0378425967262479
SD_GA_count	0.915996663277375	fpr_UTR	ribosome	0.009593328	0.0198223966666667	0.0147078623333333	0.0462091772636589	SD_GA_percent	fpr_UTR	ribosome	0.0302826041666667	0.08134336	0.0558129820833333	0.0370520734530744
transcript_5p20nt_all_First3nt_UnpairedProb	0.741820118147435	fpr_transcript	secondaryStructure	0.886838602941177	1	0.943419301470588	0.0127259151493964	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.807226434426229	1	0.903613217213115	0.00330250554868385
transcript_5p20nt_Avg_First3nt_UnpairedProb	0.777006700846602	fpr_transcript	secondaryStructure	0.807226434426229	0.803858050847458	0.805542242636843	0.0101392709193138	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.807226434426229	1	0.903613217213115	0.00330250554868385
transcript_5p20nt_all_First5nt_UnpairedProb	0.728918541507539	fpr_transcript	secondaryStructure	0.750708552631579	0.645035616438356	0.697872084534968	0.0232746605308997	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.807226434426229	1	0.903613217213115	0.00330250554868385
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.820069950542908	fpr_transcript	secondaryStructure	0.856656150793651	0.803858050847458	0.830257100820554	0.0152896833773963	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.807226434426229	1	0.903613217213115	0.00330250554868385
transcript_5p20nt_Avg_First3nt_UnpairedProb	0.954908748294656	fpr_transcript	secondaryStructure	0.807226434426229	0.803858050847458	0.805542242636843	0.0101392709193138	transcript_5p20nt_all_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.886838602941177	1	0.943419301470588	0.0127259151493964
transcript_5p20nt_all_First5nt_UnpairedProb	0.774610904295374	fpr_transcript	secondaryStructure	0.750708552631579	0.645035616438356	0.697872084534968	0.0232746605308997	transcript_5p20nt_all_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.886838602941177	1	0.943419301470588	0.0127259151493964
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.90688849127062	fpr_transcript	secondaryStructure	0.856656150793651	0.803858050847458	0.830257100820554	0.0152896833773963	transcript_5p20nt_all_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.886838602941177	1	0.943419301470588	0.0127259151493964
transcript_5p20nt_all_First5nt_UnpairedProb	0.698098790604547	fpr_transcript	secondaryStructure	0.750708552631579	0.645035616438356	0.697872084534968	0.0232746605308997	transcript_5p20nt_Avg_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.807226434426229	0.803858050847458	0.805542242636843	0.0101392709193138
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.884895205321343	fpr_transcript	secondaryStructure	0.856656150793651	0.803858050847458	0.830257100820554	0.0152896833773963	transcript_5p20nt_Avg_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.807226434426229	0.803858050847458	0.805542242636843	0.0101392709193138
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.911793828916627	fpr_transcript	secondaryStructure	0.856656150793651	0.803858050847458	0.830257100820554	0.0152896833773963	transcript_5p20nt_all_First5nt_UnpairedProb	fpr_transcript	secondaryStructure	0.750708552631579	0.645035616438356	0.697872084534968	0.0232746605308997
