feature1	rs_abs	region_feature1	type_feature1	kruskal_pval_fc_hypoxiaToLogPhase_fdr_feature1	ks_pval_fdr_fc_hypoxiaToLogPhase_feature1	avg_fdrPval_fc_hypoxiaToLogPhase_feature1	kendall_fc_hypoxiaToLogPhase_abs_feature1	feature2	region_feature2	type_feature2	kruskal_pval_fc_hypoxiaToLogPhase_fdr_feature2	ks_pval_fdr_fc_hypoxiaToLogPhase_feature2	avg_fdrPval_fc_hypoxiaToLogPhase_feature2	kendall_fc_hypoxiaToLogPhase_abs_feature2
ribo_CDSplus20up	0.990834650495586	CDS	ribosome	0.00010053015	0.00100129825	0.0005509142	0.122393177945451	ribo_CDS	CDS	ribosome	0.00004871905	0.000673216	0.000360967525	0.126990608233614
ribo_5p_excl	0.98380317928647	CDS	ribosome	0.000138310333333333	0.002652865	0.00139558766666667	0.119543511797299	ribo_CDS	CDS	ribosome	0.00004871905	0.000673216	0.000360967525	0.126990608233614
ribo_5p_excl	0.979420688803557	CDS	ribosome	0.000138310333333333	0.002652865	0.00139558766666667	0.119543511797299	ribo_CDSplus20up	CDS	ribosome	0.00010053015	0.00100129825	0.0005509142	0.122393177945451
AGGAG_5p25ntUpStream	0.66067832586103	fpr_UTR	ribosome	0.378031438356164	0.833639523809524	0.605835481082844	0.0559286926657348	AGGA_5p25ntUpStream	fpr_UTR	ribosome	0.257896704545455	0.488921333333333	0.373409018939394	0.0785561526977169
GGAG_5p25ntUpStream	0.628056545366063	fpr_UTR	ribosome	0.907739154411765	1	0.953869577205882	0.0311818992443408	AGGAG_5p25ntUpStream	fpr_UTR	ribosome	0.378031438356164	0.833639523809524	0.605835481082844	0.0559286926657348
AAAGG_5p25ntUpStream	0.875083215742945	fpr_UTR	ribosome	0.847406614785992	1	0.923703307392996	0.00388033834946918	GAAAGG_5p25ntUpStream	fpr_UTR	ribosome	0.541542279411765	1	0.770771139705882	0.0214309581152155
GAAAG_5p25ntUpStream	0.781730691534873	fpr_UTR	ribosome	0.303683083333333	1	0.651841541666667	0.027889267287634	GAAAGG_5p25ntUpStream	fpr_UTR	ribosome	0.541542279411765	1	0.770771139705882	0.0214309581152155
AAGGA_5p25ntUpStream	0.708940500128108	fpr_UTR	ribosome	0.541542279411765	1	0.770771139705882	0.0512478517776718	AAGGAG_5p25ntUpStream	fpr_UTR	ribosome	0.596585975609756	1	0.798292987804878	0.0340834051120117
AAGG_5p25ntUpStream	0.625030646627692	fpr_UTR	ribosome	0.404070909090909	0.92528185840708	0.664676383748994	0.0689146632356656	AAGGA_5p25ntUpStream	fpr_UTR	ribosome	0.541542279411765	1	0.770771139705882	0.0512478517776718
GAAAG_5p25ntUpStream	0.676646013187458	fpr_UTR	ribosome	0.303683083333333	1	0.651841541666667	0.027889267287634	AAAGG_5p25ntUpStream	fpr_UTR	ribosome	0.847406614785992	1	0.923703307392996	0.00388033834946918
GAAA_5p25ntUpStream	0.73245784002287	fpr_UTR	ribosome	0.596585975609756	1	0.798292987804878	0.00481851588117654	GAAAG_5p25ntUpStream	fpr_UTR	ribosome	0.303683083333333	1	0.651841541666667	0.027889267287634
GGAA_5p25ntUpStream	0.657672419952193	fpr_UTR	ribosome	0.491246601941748	1	0.745623300970874	0.0211205011763597	AGGAA_5p25ntUpStream	fpr_UTR	ribosome	0.423793406593407	1	0.711896703296703	0.00812963322917063
SD_GA_count	0.915996663277375	fpr_UTR	ribosome	0.785502801724138	1	0.892751400862069	0.018750201706121	SD_GA_percent	fpr_UTR	ribosome	0.917790760869565	1	0.958895380434783	0.0121233397504853
transcript_5p20nt_all_First3nt_UnpairedProb	0.741820118147435	fpr_transcript	secondaryStructure	0.596585975609756	1	0.798292987804878	0.0242475727003322	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.797145815899582	1	0.898572907949791	0.00226812452055258
transcript_5p20nt_Avg_First3nt_UnpairedProb	0.777006700846602	fpr_transcript	secondaryStructure	0.541542279411765	1	0.770771139705882	0.0186641992214343	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.797145815899582	1	0.898572907949791	0.00226812452055258
transcript_5p20nt_all_First5nt_UnpairedProb	0.728918541507539	fpr_transcript	secondaryStructure	0.72239336492891	1	0.861196682464455	0.00114702094305618	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.797145815899582	1	0.898572907949791	0.00226812452055258
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.820069950542908	fpr_transcript	secondaryStructure	0.541542279411765	1	0.770771139705882	0.011186719427808	transcript_5p20nt_5pUnpairedNt	fpr_transcript	secondaryStructure	0.797145815899582	1	0.898572907949791	0.00226812452055258
transcript_5p20nt_Avg_First3nt_UnpairedProb	0.954908748294656	fpr_transcript	secondaryStructure	0.541542279411765	1	0.770771139705882	0.0186641992214343	transcript_5p20nt_all_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.596585975609756	1	0.798292987804878	0.0242475727003322
transcript_5p20nt_all_First5nt_UnpairedProb	0.774610904295374	fpr_transcript	secondaryStructure	0.72239336492891	1	0.861196682464455	0.00114702094305618	transcript_5p20nt_all_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.596585975609756	1	0.798292987804878	0.0242475727003322
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.90688849127062	fpr_transcript	secondaryStructure	0.541542279411765	1	0.770771139705882	0.011186719427808	transcript_5p20nt_all_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.596585975609756	1	0.798292987804878	0.0242475727003322
transcript_5p20nt_all_First5nt_UnpairedProb	0.698098790604547	fpr_transcript	secondaryStructure	0.72239336492891	1	0.861196682464455	0.00114702094305618	transcript_5p20nt_Avg_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.541542279411765	1	0.770771139705882	0.0186641992214343
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.884895205321343	fpr_transcript	secondaryStructure	0.541542279411765	1	0.770771139705882	0.011186719427808	transcript_5p20nt_Avg_First3nt_UnpairedProb	fpr_transcript	secondaryStructure	0.541542279411765	1	0.770771139705882	0.0186641992214343
transcript_5p20nt_Avg_First5nt_UnpairedProb	0.911793828916627	fpr_transcript	secondaryStructure	0.541542279411765	1	0.770771139705882	0.011186719427808	transcript_5p20nt_all_First5nt_UnpairedProb	fpr_transcript	secondaryStructure	0.72239336492891	1	0.861196682464455	0.00114702094305618
