gene	ratio_5pTo3p	coverageRatio_5pTo3p_log2	HalfLife_5p300nt_logPhase	HalfLife_entireGene_logPhase	CDS_length	halfLifeRatio_5pVScds	halfLifeRatio_5pVScds_log2	HalfLife_entireGene_logPhase_log2	coverageRatio_5pTo3p_log2_subset
MSMEG_1077	1.04079442084622	0.057685133656566	0.800064005	0.78	462	1.02572308333333	0.0366412960281298	-0.358453970912476	logPhase_G3
MSMEG_1078	0.836221990920838	-0.258042111090021	0.445411152	0.53	681	0.8403984	-0.250854679561628	-0.915935735211525	logPhase_G3
MSMEG_1108	1.10059978608748	0.138289953377803	0.701770802	0.73	819	0.961329865753425	-0.0568965400287182	-0.454031630894707	logPhase_G3
MSMEG_1123	1.39810292171604	0.483470568999352	1.05939685	0.93	999	1.13913639784946	0.187940502725999	-0.104697378666693	logPhase_G3
MSMEG_1132	0.712862657175378	-0.488303946546849	0.841916201	0.76	1230	1.107784475	0.147677225165184	-0.395928676331139	logPhase_G3
MSMEG_1165	0.940614909195284	-0.0883238951052125	1.413113695	1.43	492	0.988191395104895	-0.0171376016333539	0.516015147003665	logPhase_G3
MSMEG_1173	1.20902073244486	0.273838984321472	0.636226751	0.63	372	1.00988373174603	0.0141892045721172	-0.666576266274808	logPhase_G3
MSMEG_1176	1.0603099562327	0.0844860638010952	0.380319722	0.4	1524	0.950799305	-0.0727872461646713	-1.32192809488736	logPhase_G3
MSMEG_1188	1.20215717548761	0.265625532881293	0.787991017	1.16	1908	0.679302600862069	-0.557873717009601	0.214124805352847	logPhase_G3
MSMEG_1199	1.32095836312737	0.401584993264266	0.584527556	1.02	2376	0.573066231372549	-0.803226208695957	0.0285691521967709	logPhase_G3
MSMEG_1215	0.849727661235549	-0.234927565096956	0.647521611	0.6	639	1.079202685	0.109965842753309	-0.736965594166206	logPhase_G3
MSMEG_1238	0.873509915762197	-0.195104014710694	1.259736715	2.1	1701	0.599874626190476	-0.737267085955377	1.0703893278914	logPhase_G3
MSMEG_1242	1.27779046042533	0.353651274085777	0.638345409	0.61	1161	1.04646788360656	0.0655280355567873	-0.713118852211838	logPhase_G3
MSMEG_1243	0.907591981034904	-0.139884232651336	0.546847942	0.52	891	1.05163065769231	0.0726281058893906	-0.943416471633633	logPhase_G3
MSMEG_1245	0.98169863439865	-0.0266478864235064	2.056394162	1.89	849	1.08803923915344	0.121730587021402	0.918386234446348	logPhase_G3
MSMEG_1247	0.941060050077126	-0.0876413090384265	1.554703348	1.59	825	0.977800847798742	-0.0323874386571736	0.669026765509631	logPhase_G3
MSMEG_1251	1.01362912004508	0.0195298766524907	0.592212407	0.58	366	1.02105587413793	0.0300618154185725	-0.785875194647153	logPhase_G3
MSMEG_1255	1.05422463576433	0.0761823113517187	3.728941469	1.83	2214	2.03767293387978	1.02692250364483	0.871843648509318	logPhase_G3
MSMEG_1256	0.964949147175953	-0.0514751805379439	1.490397581	1.46	420	1.0208202609589	0.0297288687127303	0.545968369105292	logPhase_G3
MSMEG_1257	0.728834439189091	-0.456336963308566	0.94026202	0.79	702	1.19020508860759	0.251210191031995	-0.340075441597622	logPhase_G3
MSMEG_1260	0.741063302024462	-0.432331311308857	0.552817064	0.56	1368	0.987173328571428	-0.0186246785782505	-0.83650126771712	logPhase_G3
MSMEG_1262	1.00783531062257	0.0112599087190206	0.53226205	0.52	366	1.02358086538462	0.0336250832903604	-0.943416471633633	logPhase_G3
MSMEG_1278	1.15256435232104	0.204847304392188	0.604485281	0.57	393	1.06050049298246	0.0847452915173878	-0.810966175609983	logPhase_G3
MSMEG_1280	1.33713640401713	0.419146645207843	0.735140963	0.68	723	1.08108965147059	0.112486166337136	-0.556393348524385	logPhase_G3
MSMEG_1284	1.02254187231637	0.0321599216475221	1.057399151	1.04	390	1.01672995288462	0.0239365451063381	0.0565835283663675	logPhase_G3
MSMEG_1295	0.967063690084187	-0.0483171872506097	0.884392991	0.89	318	0.99369998988764	-0.00911774454046736	-0.168122758808327	logPhase_G3
MSMEG_1311	1.03241666857819	0.0460253393389429	0.867202405	0.75	1992	1.15626987333333	0.209478162094293	-0.415037499278844	logPhase_G3
MSMEG_1316	1.24486115475341	0.315984840671569	0.454517908	0.54	1617	0.84169982962963	-0.248622269569989	-0.888968687611256	logPhase_G3
MSMEG_1322	1.1185933904502	0.16168571085818	0.486898376	0.46	1263	1.05847473043478	0.0819868274828743	-1.12029423371771	logPhase_G3
MSMEG_1331	0.858323144078665	-0.22040719472561	0.740302043	0.8	708	0.92537755375	-0.11188599002598	-0.321928094887362	logPhase_G3
MSMEG_1340	1.35403030199523	0.437260025507495	0.417089549	0.43	477	0.969975695348837	-0.0439794966999689	-1.21759143507263	logPhase_G3
MSMEG_1341	1.07041001312129	0.0981635168065634	0.658015332	0.69	429	0.953645408695652	-0.0684751622119467	-0.535331732996556	logPhase_G3
MSMEG_1342	0.997303371388516	-0.00389566767326092	0.576451147	0.56	510	1.02937704821429	0.0417715205727864	-0.83650126771712	logPhase_G3
MSMEG_1344	0.921799866135424	-0.11747453672221	0.581353502	0.59	435	0.985344918644068	-0.0212992684778723	-0.761213140412883	logPhase_G3
MSMEG_1345	1.2664561282358	0.340797100995991	0.529814691	1.54	843	0.344035513636364	-1.53937059768514	0.622930350920177	logPhase_G3
MSMEG_1346	1.01559956794323	0.0223316863462869	1.719697497	1.63	429	1.0550291392638	0.0772828458432024	0.704871964456353	logPhase_G3
MSMEG_1347	0.969238504703846	-0.0450763753623903	1.58260342	1.35	708	1.17229882962963	0.2293403727225	0.432959407276106	logPhase_G3
MSMEG_1350	1.17920364594209	0.237812890175229	0.548742009	0.51	861	1.07596472352941	0.10563077861623	-0.971430847803229	logPhase_G3
MSMEG_1364	1.06457124484957	0.0902725032441593	1.632995848	1.62	528	1.00802212839506	0.0115273096467654	0.6959938131099	logPhase_G3
MSMEG_1365	0.857259609325557	-0.222195923957858	1.97204393	1.96	393	1.0061448622449	0.00883803575628875	0.970853654340484	logPhase_G3
MSMEG_1366	0.846088273921346	-0.241119904704213	0.833379632	0.95	1083	0.877241717894737	-0.188953672788384	-0.0740005814437769	logPhase_G3
MSMEG_1367	0.739584641998171	-0.435212828424224	1.161103048	1.35	3510	0.860076331851852	-0.21746339007583	0.432959407276106	logPhase_G3
MSMEG_1368	0.87847014083048	-0.186934844974585	2.376270358	3	3954	0.792090119333333	-0.336263513927358	1.58496250072116	logPhase_G3
MSMEG_1383	0.748657781642795	-0.417621694695833	0.667155914	0.7	753	0.953079877142857	-0.0693309641427945	-0.514573172829758	logPhase_G3
MSMEG_1387	0.70920536452967	-0.49572464586018	1.264835466	1.43	1656	0.884500325874126	-0.177065420443196	0.516015147003665	logPhase_G3
MSMEG_1392	0.782486698544063	-0.353861866941303	1.228073766	1.26	1158	0.974661719047619	-0.0370265128818123	0.333423733725192	logPhase_G3
MSMEG_1395	0.933326661258566	-0.0995459869118977	0.590336196	0.82	582	0.719922190243902	-0.474087107520441	-0.286304185156641	logPhase_G3
MSMEG_1397	0.885452631668306	-0.175512964516734	0.462884387	0.44	576	1.05200997045455	0.0731483778784699	-1.18442457113743	logPhase_G3
MSMEG_1398	1.12138742072385	0.16528479143095	0.920923379	0.94	375	0.979705722340426	-0.0295796279819221	-0.0892673380970874	logPhase_G3
MSMEG_1399	0.973218066351827	-0.0391649928659898	1.141248526	1.21	471	0.9431806	-0.0843940506278213	0.27500704749987	logPhase_G3
MSMEG_1402	1.37321256092969	0.457554958961911	1.992958214	1.95	918	1.02202985333333	0.0314373377891594	0.963474123974886	logPhase_G3
MSMEG_1422	1.03997882029922	0.0565541474428815	3.805737508	3.8	309	1.00150987052632	0.00217663991167277	1.92599941855622	logPhase_G3
MSMEG_1434	0.943145303880566	-0.0844480408066876	0.786063469	0.8	366	0.98257933625	-0.0253541955125758	-0.321928094887362	logPhase_G3
MSMEG_1435	1.00283556807015	0.00408507097776527	1.02312257	1.02	306	1.00306134313725	0.00440983798770347	0.0285691521967709	logPhase_G3
MSMEG_1436	0.814535612485387	-0.295950318379795	1.306591755	1.11	579	1.17710968918919	0.23524876445101	0.150559676575381	logPhase_G3
MSMEG_1437	0.900471794964052	-0.151247006876587	1.15248154	1.1	648	1.04771049090909	0.0672401185630337	0.137503523749935	logPhase_G3
MSMEG_1438	1.00191508111431	0.00276023583155318	0.993746495	0.99	303	1.00378433838384	0.00544934163421025	-0.0144995696951151	logPhase_G3
MSMEG_1439	1.21461706533985	0.280501544272811	1.222785739	1.19	648	1.02755104117647	0.0392100581631886	0.250961573533219	logPhase_G3
MSMEG_1441	1.01339170493107	0.0191919249107383	1.321814663	1.28	462	1.03266770546875	0.0463760946721681	0.356143810225275	logPhase_G3
MSMEG_1442	1.08924617959127	0.123330053171009	1.562907007	1.54	828	1.01487467987013	0.0213015895855799	0.622930350920177	logPhase_G3
MSMEG_1443	0.949086040796832	-0.0753892120623576	1.647711446	1.6	417	1.02981965375	0.0423917088439403	0.678071905112638	logPhase_G3
MSMEG_1446	0.727823479978038	-0.458339500836849	1.618830857	2.06	522	0.78584022184466	-0.347692083401816	1.04264433740849	logPhase_G3
MSMEG_1465	0.942270430425999	-0.0857869239632583	0.811238355	0.83	369	0.977395608433735	-0.0329854725056666	-0.2688167584278	logPhase_G3
MSMEG_1466	0.989638786833062	-0.015026050034756	0.997539403	1	318	0.997539403	-0.00355426569277269	0	logPhase_G3
MSMEG_1467	1.07664661904169	0.106544800843486	0.88102585	0.9	564	0.978917611111111	-0.0307406518542981	-0.15200309344505	logPhase_G3
MSMEG_1469	1.04644888517341	0.0655018434542646	1.180037143	1.13	399	1.04428065752212	0.0625094981149203	0.176322772640463	logPhase_G3
MSMEG_1470	0.835053416160255	-0.260059608959733	0.980451661	0.96	540	1.02130381354167	0.0304120974498183	-0.0588936890535686	logPhase_G3
MSMEG_1471	1.04958927793533	0.0698248873127889	1.197328248	1.21	384	0.989527477685951	-0.0151883255924905	0.27500704749987	logPhase_G3
MSMEG_1472	1.07949179380644	0.110352276172129	1.282454496	1.35	645	0.949966293333333	-0.0740517701843569	0.432959407276106	logPhase_G3
MSMEG_1474	0.801929375408919	-0.31845290837402	1.355105359	1.43	444	0.947626125174825	-0.0776101219945184	0.516015147003665	logPhase_G3
MSMEG_1484	1.00249967132137	0.00360176367959123	0.669644992	0.69	546	0.970499988405797	-0.0431998991837649	-0.535331732996556	logPhase_G3
MSMEG_1506	0.99493459636386	-0.00732640400777897	0.33401807	0.49	612	0.681669530612245	-0.55285559624645	-1.02914634565952	logPhase_G3
MSMEG_1515	1.19722861409936	0.259698665176458	0.670981182	0.6	1473	1.11830197	0.16130980517379	-0.736965594166206	logPhase_G3
MSMEG_1516	1.00940531642387	0.0135055902809262	0.671621743	0.99	1659	0.678405801010101	-0.559779588528816	-0.0144995696951151	logPhase_G3
MSMEG_1517	0.751383881653658	-0.412377926615622	0.913116925	1.07	1581	0.853380303738318	-0.228739281778584	0.0976107966264223	logPhase_G3
MSMEG_1521	1.10082251964635	0.138581888824331	1.683501684	1.71	375	0.98450390877193	-0.022531160822814	0.773996325111173	logPhase_G3
MSMEG_1522	1.03367688374178	0.0477852851946398	1.296520386	1.27	417	1.02088219370079	0.0298163937675269	0.344828496997441	logPhase_G3
MSMEG_1524	0.754089615305388	-0.407192112674378	1.417458362	1.19	1053	1.19114148067227	0.25234478292642	0.250961573533219	logPhase_G3
MSMEG_1525	0.775745797827674	-0.366344118111899	1.455316583	1.38	600	1.05457723405797	0.0766647576371525	0.464668267003444	logPhase_G3
MSMEG_1529	0.960096742359572	-0.0587483112510466	0.554815801	0.57	663	0.973361054385965	-0.0389530434764874	-0.810966175609983	logPhase_G3
MSMEG_1530	0.715033447827918	-0.483917365042753	1.102252269	0.87	1080	1.26695663103448	0.341367140688392	-0.200912693925996	logPhase_G3
MSMEG_1542	1.17364787842523	0.23099963140487	0.659391382	0.67	1272	0.984166241791045	-0.0230260639262445	-0.577766999316952	logPhase_G3
MSMEG_1546	0.974902947218872	-0.0366694909330795	1.473296501	1.46	429	1.00910719246575	0.0130794329426156	0.545968369105292	logPhase_G3
MSMEG_1548	1.05187819570899	0.0729676546107307	0.969258356	1.04	603	0.931979188461538	-0.101630355714419	0.0565835283663675	logPhase_G3
MSMEG_1552	1.26901370726794	0.343707652552283	1.371585324	1.51	1413	0.908334651655629	-0.138704176957473	0.594548549550354	logPhase_G3
MSMEG_1556	1.03011953841492	0.0428117621383527	1.077088783	1.05	444	1.02579884095238	0.0367478463311661	0.070389327891398	logPhase_G3
MSMEG_1557	0.840748091359045	-0.250254496294548	0.976258327	1	453	0.976258327	-0.0346651461061164	0	logPhase_G3
MSMEG_1558	0.718989730905075	-0.475956929616561	2.776795248	2.91	465	0.954225171134021	-0.0675983517727939	1.54101915313356	logPhase_G3
MSMEG_1559	0.779330012747796	-0.359693717903545	0.507150827	0.8	1362	0.63393853375	-0.657585130473708	-0.321928094887362	logPhase_G3
MSMEG_1560	1.03441827232339	0.048819664751819	0.654224969	0.65	309	1.00649995230769	0.00934710389814244	-0.62148837674627	logPhase_G3
MSMEG_1574	0.731620766563179	-0.450832069291552	1.211551276	1.14	1380	1.06276427719298	0.087821640296456	0.189033824390017	logPhase_G3
MSMEG_1576	1.23203174486147	0.301039429380365	0.769707255	0.79	1059	0.974312981012658	-0.0375428075663575	-0.340075441597622	logPhase_G3
MSMEG_1577	0.862657335892945	-0.213140487950756	1.212044257	1.3	468	0.932341736153846	-0.101069244419185	0.37851162325373	logPhase_G3
MSMEG_1578	1.34736954708597	0.430145597368994	1.249676423	1.23	645	1.01599709186992	0.0228962726308945	0.298658315564515	logPhase_G3
MSMEG_1581	1.317504742472	0.397808154977118	2.544282633	2.22	450	1.14607325810811	0.196699265500861	1.15055967657538	logPhase_G3
MSMEG_1582	0.999155923560001	-0.00121825911838849	2.066125866	2.07	303	0.99812843768116	-0.00270262352990869	1.0496307677246	logPhase_G3
MSMEG_1592	0.752937333274124	-0.409398300025882	0.844642153	0.69	804	1.22411906231884	0.291743886676935	-0.535331732996556	logPhase_G3
MSMEG_1596	0.988669072596195	-0.0164403921210851	0.479099293	0.63	570	0.760475068253968	-0.395027144105196	-0.666576266274808	logPhase_G3
MSMEG_1601	0.911331545964203	-0.133952087291933	0.318745418	0.32	411	0.99607943125	-0.00566730188997328	-1.64385618977472	logPhase_G3
MSMEG_1602	1.13024724507872	0.176638401163978	0.856494369	0.8	1542	1.07061796125	0.09844376137935	-0.321928094887362	logPhase_G3
MSMEG_1632	1.36114219850334	0.444817793042688	1.013393687	0.73	891	1.38821053013699	0.473226377535886	-0.454031630894707	logPhase_G3
MSMEG_1634	1.07929095833541	0.110083843103876	0.62792377	0.61	600	1.0293832295082	0.0417801837689521	-0.713118852211838	logPhase_G3
MSMEG_1635	0.894059860482656	-0.16155666668868	0.989560141	1.64	642	0.603390329878049	-0.72883651929896	0.713695814843359	logPhase_G3
MSMEG_1636	1.18592607617656	0.246014083359999	0.47614135	0.48	465	0.991961145833333	-0.0116444821495648	-1.05889368905357	logPhase_G3
MSMEG_1637	0.971807750829754	-0.0412571559091579	0.66507787	0.86	2784	0.773346360465116	-0.370813392756079	-0.217591435072627	logPhase_G3
MSMEG_1638	1.12886690196854	0.174875396483407	1.326406544	1.42	408	0.934089115492958	-0.098367900041604	0.505890929729957	logPhase_G3
MSMEG_1639	0.731071702786618	-0.451915183673258	1.042444881	0.92	366	1.13309226195652	0.180265337281925	-0.120294233717712	logPhase_G3
MSMEG_1647	1.09655939005774	0.132983951018764	0.922027231	0.87	852	1.05980141494253	0.0837939586395806	-0.200912693925996	logPhase_G3
MSMEG_1651	1.02877721436378	0.0409305949320565	0.799719717	0.76	1143	1.05226278552632	0.0734950392616233	-0.395928676331139	logPhase_G3
MSMEG_1654	0.833302285277026	-0.263088158287381	1.7588087	1.94	2232	0.906602422680412	-0.141458078397254	0.956056652412403	logPhase_G3
MSMEG_1656	0.892861779131376	-0.163491240924904	1.014712363	0.87	822	1.16633604942529	0.221983523520364	-0.200912693925996	logPhase_G3
MSMEG_1657	1.16428776218829	0.219447674890282	0.766538059	0.7	1017	1.09505437	0.131002502138837	-0.514573172829758	logPhase_G3
MSMEG_1659	1.03206233260373	0.0455301066357969	1.469615695	1.47	318	0.999738568027211	-0.00037721592097251	0.55581615506164	logPhase_G3
MSMEG_1661	1.39453406658255	0.47978317788677	0.662690524	0.66	1194	1.00407655151515	0.00586926558464436	-0.599462070416271	logPhase_G3
MSMEG_1663	1.17230682577018	0.229350213176723	1.436988073	1.11	519	1.29458384954955	0.372488410901732	0.150559676575381	logPhase_G3
MSMEG_1669	1.04529926832966	0.0639160438601645	1.217080861	1.19	786	1.02275702605042	0.0324634481653686	0.250961573533219	logPhase_G3
MSMEG_1670	1.04413668820659	0.0623105878556116	1.152728261	1.29	1755	0.893587799224806	-0.162318607049609	0.367371065648529	logPhase_G3
MSMEG_1671	0.864088905083227	-0.210748337679122	1.129433025	1.15	471	0.982115673913044	-0.0260351392347639	0.20163386116965	logPhase_G3
MSMEG_1672	1.04087578759379	0.0577979155975276	1.046371706	1.06	417	0.987143118867924	-0.018668828936712	0.0840642647884746	logPhase_G3
MSMEG_1673	0.906023971701213	-0.142378873096044	0.70682201	0.69	387	1.02437972463768	0.0347506033290138	-0.535331732996556	logPhase_G3
MSMEG_1676	0.741565273120869	-0.43135440953957	1.263610134	1.73	1089	0.730410482080925	-0.453220625378949	0.790772037862	logPhase_G3
MSMEG_1677	0.817780937923775	-0.290213660151418	0.977973476	1.32	1422	0.740888996969697	-0.432670686657768	0.400537929583729	logPhase_G3
MSMEG_1679	1.35772249145829	0.441188633404819	1.359205706	1.27	1158	1.07024071338583	0.0979353171416149	0.344828496997441	logPhase_G3
MSMEG_1680	1.14345480875671	0.193399349159369	1.675797101	1.6	675	1.047373188125	0.0667755785897999	0.678071905112638	logPhase_G3
MSMEG_1681	0.960860994021273	-0.0576003608098479	1.627206899	1.63	444	0.998286441104295	-0.00247426342510428	0.704871964456353	logPhase_G3
MSMEG_1684	0.794965983535679	-0.331034965854311	0.81729394	0.76	1296	1.07538676315789	0.10485561882757	-0.395928676331139	logPhase_G3
MSMEG_1694	0.881981872712001	-0.18117909037129	0.742197647	0.85	624	0.873173702352941	-0.195659414004731	-0.234465253637023	logPhase_G3
MSMEG_1703	1.2409780540893	0.311477602546037	1.185861147	0.88	1173	1.34756948522727	0.430359665117481	-0.184424571137427	logPhase_G3
MSMEG_1725	0.945889523282987	-0.0802564034148441	0.690075563	0.71	390	0.971937412676056	-0.041064679542974	-0.494109070270043	logPhase_G3
MSMEG_1726	1.38019789933228	0.464875142304545	0.489524182	0.59	1014	0.82970200338983	-0.269334825207782	-0.761213140412883	logPhase_G3
MSMEG_1734	1.19055179542575	0.251630386990752	0.557911181	0.54	468	1.0331688537037	0.0470760571975579	-0.888968687611256	logPhase_G3
MSMEG_1738	0.767001841549408	-0.382698053285609	0.455224843	0.47	588	0.968563495744681	-0.0460814647545005	-1.08926733809709	logPhase_G3
MSMEG_1742	1.26913490288845	0.343845428819693	0.893388922	0.91	1092	0.981746068131868	-0.0265781799412103	-0.136061549576028	logPhase_G3
MSMEG_1743	0.752155309064495	-0.410897506810738	1.121684022	0.77	1149	1.4567324961039	0.542735975565398	-0.377069649079823	logPhase_G3
MSMEG_1803	1.07931560886348	0.110116793244166	2.420428416	1.76	417	1.37524341818182	0.459686998362864	0.815575428862573	logPhase_G3
MSMEG_1804	1.34198677542972	0.424370454611143	0.888750451	0.82	753	1.08384201341463	0.116154477102933	-0.286304185156641	logPhase_G3
MSMEG_1805	1.07960993482505	0.110510157998251	0.798655217	0.8	357	0.99831902125	-0.00242718029773533	-0.321928094887362	logPhase_G3
MSMEG_1808	1.23475754111295	0.304227779806082	0.701163932	0.7	411	1.00166276	0.00239686345362348	-0.514573172829758	logPhase_G3
MSMEG_1809	0.877085626976294	-0.189210399784309	0.772459253	0.7	888	1.10351321857143	0.14210391122444	-0.514573172829758	logPhase_G3
MSMEG_1813	1.27080702549188	0.345744970938575	0.878387281	0.73	1629	1.20327024794521	0.266960700356063	-0.454031630894707	logPhase_G3
MSMEG_1817	1.08428582531384	0.116745111311471	0.37408816	0.36	672	1.03913377777778	0.0553813983351294	-1.47393118833241	logPhase_G3
MSMEG_1819	1.33744284638564	0.419477241421988	0.403393887	0.62	1227	0.650635301612903	-0.6200789938729	-0.689659879387849	logPhase_G3
MSMEG_1820	1.37714580222936	0.461681309667348	1.128995839	1.04	480	1.08557292211538	0.118456640592086	0.0565835283663675	logPhase_G3
MSMEG_1825	0.785513051745013	-0.348292847972129	0.49080959	0.74	891	0.663256202702703	-0.592361832437031	-0.434402824145775	logPhase_G3
MSMEG_1829	1.35807935958944	0.441567786166513	1.378499995	1.05	1365	1.31285713809524	0.392709934223862	0.070389327891398	logPhase_G3
MSMEG_1830	1.26204186997176	0.335759774503175	1.116424465	1.3	984	0.85878805	-0.2196259785925	0.37851162325373	logPhase_G3
MSMEG_1831	0.845196172654426	-0.242641860630342	0.500291837	0.5	390	1.000583674	0.000841817935566924	-1	logPhase_G3
MSMEG_1833	1.19250672310045	0.253997399862939	1.206854936	1.09	420	1.10720636330275	0.146924139524183	0.124328135002202	logPhase_G3
MSMEG_1835	0.800596858762611	-0.320852139737098	0.749716179	0.77	1083	0.973657375324675	-0.0385139097265793	-0.377069649079823	logPhase_G3
MSMEG_1838	1.16740088042593	0.223300061379424	1.169180405	1.31	1485	0.892504125954198	-0.164069256300356	0.389566811762726	logPhase_G3
MSMEG_1842	0.951120607979847	-0.0722997995409784	0.605870889	0.64	624	0.9466732640625	-0.0790615167689252	-0.643856189774725	logPhase_G3
MSMEG_1862	1.16982610174337	0.226294084681547	0.545687703	0.62	1014	0.880141456451613	-0.184192682364017	-0.689659879387849	logPhase_G3
MSMEG_1863	1.05683014693354	0.0797435263256636	0.773170256	0.81	390	0.954531180246914	-0.0671357701205046	-0.3040061868901	logPhase_G3
MSMEG_1866	0.999677018599188	-0.000466038930255908	1.311698224	1.03	834	1.27349342135922	0.348791506925073	0.0426443374084937	logPhase_G3
MSMEG_1873	0.965693413574667	-0.0503628570892184	1.030502885	0.86	633	1.19825916860465	0.260939978930259	-0.217591435072627	logPhase_G3
MSMEG_1874	0.840401879518099	-0.250848706355213	0.830128116	0.87	687	0.954170248275862	-0.0676813921472496	-0.200912693925996	logPhase_G3
MSMEG_1881	1.29694990814497	0.375122759723459	0.548415992	0.73	2862	0.751254783561644	-0.412625822775766	-0.454031630894707	logPhase_G3
MSMEG_1883	1.27568176528438	0.351268475727107	0.928260903	1.93	1857	0.480964198445596	-1.05599858685319	0.948600847493356	logPhase_G3
MSMEG_1886	1.36797582310751	0.452042733008074	1.344292518	1.39	1257	0.967116919424461	-0.0482377802863535	0.475084882948783	logPhase_G3
MSMEG_1889	1.03048807188249	0.0433278054734147	0.893689277	0.86	1008	1.03917357790698	0.0554366543095377	-0.217591435072627	logPhase_G3
MSMEG_1890	0.987837836268554	-0.0176538668557472	0.622264628	1.04	1332	0.598331373076923	-0.740983383230213	0.0565835283663675	logPhase_G3
MSMEG_1892	1.04033526740352	0.0570485386290905	1.003327704	0.93	1500	1.07884699354839	0.109490270477956	-0.104697378666693	logPhase_G3
MSMEG_1915	1.0023192844424	0.00334214596629535	2.029495332	2.02	306	1.00470065940594	0.00676572874949676	1.01435529297707	logPhase_G3
MSMEG_1921	1.13937259893834	0.188239615998122	0.756030967	0.76	390	0.994777588157895	-0.00755409016495936	-0.395928676331139	logPhase_G3
MSMEG_1922	0.980705009592006	-0.0281088475340723	0.799073075	0.81	438	0.986509969135802	-0.0195944647696349	-0.3040061868901	logPhase_G3
MSMEG_1923	1.04853463866753	0.0683745221006251	0.918220646	0.91	381	1.00903367692308	0.012974325801183	-0.136061549576028	logPhase_G3
MSMEG_1924	0.922164383521645	-0.116904148839292	0.668725918	0.7	480	0.95532274	-0.0659398887144686	-0.514573172829758	logPhase_G3
MSMEG_1926	1.02128428334633	0.0303845088077404	0.574817256	0.73	612	0.787420898630137	-0.344793091877388	-0.454031630894707	logPhase_G3
MSMEG_1927	1.13844315783323	0.187062259889685	0.724751471	0.97	798	0.747166464948454	-0.420498390827855	-0.0439433475875971	logPhase_G3
MSMEG_1929	1.35504749498505	0.438343419533793	1.11326106	1.11	1218	1.00293789189189	0.00423226812965787	0.150559676575381	logPhase_G3
MSMEG_1930	1.33294551854247	0.414617814384205	0.51397586	0.87	1509	0.590776850574713	-0.759314799277873	-0.200912693925996	logPhase_G3
MSMEG_1935	0.886723665184635	-0.173443515705701	0.29468535	0.34	660	0.866721617647059	-0.206359406320831	-1.55639334852439	logPhase_G3
MSMEG_1937	0.992111246152026	-0.0114261947657961	0.760061312	0.75	1191	1.01341508266667	0.0192252057773929	-0.415037499278844	logPhase_G3
MSMEG_1941	1.13751532288198	0.185885979242719	0.85911883	1.14	3138	0.75361300877193	-0.408104226103376	0.189033824390017	logPhase_G3
MSMEG_1943	1.22821817739683	0.296566859966982	1.343634531	1.81	3264	0.742339519889503	-0.429848919321927	0.855989697308481	logPhase_G3
MSMEG_1945	1.1048844745845	0.143895531013049	0.414777126	0.54	1095	0.768105788888889	-0.380623072228852	-0.888968687611256	logPhase_G3
MSMEG_1946	0.923410936388857	-0.114955275884818	1.113467656	0.92	936	1.21029093043478	0.275353885057494	-0.120294233717712	logPhase_G3
MSMEG_1953	1.02241685770575	0.0319835288857976	2.047991262	2.12	312	0.966033614150943	-0.0498547048686086	1.08406426478847	logPhase_G3
MSMEG_1954	0.80316200440041	-0.316237074303471	1.117068811	0.95	1320	1.17586190631579	0.233718639450142	-0.0740005814437769	logPhase_G3
MSMEG_1957	1.1331971715358	0.180398905861154	0.501911446	0.55	1410	0.912566265454545	-0.131998771764527	-0.862496476250065	logPhase_G3
MSMEG_1959	0.730064251677875	-0.453904656240007	0.789473684	0.69	3012	1.14416475942029	0.19429481477677	-0.535331732996556	logPhase_G3
MSMEG_1981	1.34296416438352	0.425420808446699	1.265468088	2.06	489	0.614304897087379	-0.702973210730058	1.04264433740849	logPhase_G3
MSMEG_1996	1.36484902769965	0.448741376760586	1.144776005	0.92	864	1.24432174456522	0.315359571700047	-0.120294233717712	logPhase_G3
MSMEG_1998	1.01992774020598	0.0284669438248964	1.026578609	0.93	894	1.10384796666667	0.142541482949338	-0.104697378666693	logPhase_G3
MSMEG_2010	1.01475228719059	0.0211275917870765	0.468596242	0.47	318	0.997013280851064	-0.00431537252030542	-1.08926733809709	logPhase_G3
MSMEG_2015	1.00705163291358	0.0101376541875217	0.751455946	0.87	813	0.863742466666667	-0.211326872136147	-0.200912693925996	logPhase_G3
MSMEG_2016	0.893268906646458	-0.162833550127845	0.808644019	0.95	744	0.851204230526316	-0.232422773766106	-0.0740005814437769	logPhase_G3
MSMEG_2017	0.932407087298454	-0.100968124342212	0.805455619	0.81	405	0.99438965308642	-0.00811681008040459	-0.3040061868901	logPhase_G3
MSMEG_2027	0.768813871498894	-0.379293728387921	2.796979262	4.12	423	0.678878461650485	-0.558774780312542	2.04264433740849	logPhase_G3
MSMEG_2033	1.40228430935304	0.487778881524214	1.371710752	1.83	972	0.749568716939891	-0.415867351145138	0.871843648509318	logPhase_G3
MSMEG_2038	1.21660313006151	0.282858621075313	0.702247191	0.87	1587	0.807180679310345	-0.309036452401397	-0.200912693925996	logPhase_G3
MSMEG_2064	0.913945841921149	-0.129819417466965	0.730851686	0.67	399	1.0908234119403	0.125417569729308	-0.577766999316952	logPhase_G3
MSMEG_2080	0.911724497329748	-0.133330154688987	1.453025753	1.18	1221	1.23137775677966	0.300273413511742	0.238786859587116	logPhase_G3
