gene	ratio_5pTo3p	coverageRatio_5pTo3p_log2	HalfLife_5p300nt_logPhase	HalfLife_entireGene_logPhase	CDS_length	halfLifeRatio_5pVScds	halfLifeRatio_5pVScds_log2	halfLifeRatio_5pVScds_log2_subset
MSMEG_2143	1.01931079116176	0.0275940009689873	0.458361663	0.45	441	1.01858147333333	0.0265613818481827	logPhase_halfLifeRatio_G3
MSMEG_2176	0.942966231703573	-0.0847219870051091	0.686894061	0.69	327	0.995498639130435	-0.00650875113758139	logPhase_halfLifeRatio_G3
MSMEG_2272	1.09911795899999	0.136346226807674	0.448346721	0.45	336	0.996326046666667	-0.00531015486905576	logPhase_halfLifeRatio_G3
MSMEG_2370	1.71670651672579	0.779643421370071	0.653730075	0.66	843	0.990500113636364	-0.0137709542575993	logPhase_halfLifeRatio_G3
MSMEG_2371	0.968673299250021	-0.0459179194685496	0.359193252	0.37	390	0.970792572972973	-0.0427650236624765	logPhase_halfLifeRatio_G3
MSMEG_2374	0.632989971765843	-0.659745451155214	2.010040632	2.02	1014	0.99506961980198	-0.0071306278950482	logPhase_halfLifeRatio_G3
MSMEG_2380	0.89368934142028	-0.162154676768538	1.220504475	1.22	1236	1.00041350409836	0.000596437006015665	logPhase_halfLifeRatio_G3
MSMEG_2386	3.5558746562044	1.83020447038269	1.255413973	1.27	702	0.988514939370079	-0.0166653253999894	logPhase_halfLifeRatio_G3
MSMEG_2411	1.51837509518299	0.602528234174333	0.682609388	0.66	633	1.03425664848485	0.0485942316414964	logPhase_halfLifeRatio_G3
MSMEG_2415	2.8179350476417	1.49463835844487	1.910771519	1.97	579	0.969934781218274	-0.0440403516868225	logPhase_halfLifeRatio_G3
MSMEG_2417	1.47596419004185	0.561657719043461	0.645126606	0.66	612	0.977464554545455	-0.0328837074634489	logPhase_halfLifeRatio_G3
MSMEG_2419	1.52970088249837	0.613249576104418	0.591242849	0.6	858	0.985404748333333	-0.0212116713594011	logPhase_halfLifeRatio_G3
MSMEG_2426	0.872262274949738	-0.197166099934599	3.22404833	3.25	339	0.992014870769231	-0.0115663474362804	logPhase_halfLifeRatio_G3
MSMEG_2435	1.19706018280545	0.259495686326812	0.70008401	0.69	471	1.01461450724638	0.0209316937925868	logPhase_halfLifeRatio_G3
MSMEG_2437	1.03765129903657	0.053321709910638	1.22167247	1.24	522	0.985219733870968	-0.0214825696970017	logPhase_halfLifeRatio_G3
MSMEG_2440	0.971090854468891	-0.0423218155561059	0.570594804	0.57	342	1.00104351578947	0.00150469010709059	logPhase_halfLifeRatio_G3
MSMEG_2443	0.997782668015716	-0.00320248565822884	1.240925731	1.25	306	0.9927405848	-0.0105113216626866	logPhase_halfLifeRatio_G3
MSMEG_2541	1.06966569085067	0.0971599727824432	0.682788051	0.68	558	1.004100075	0.00590306461854284	logPhase_halfLifeRatio_G3
MSMEG_2553	1.09351462597308	0.128972516844826	0.433946162	0.43	549	1.00917712093023	0.0131794044365145	logPhase_halfLifeRatio_G3
MSMEG_2585	1.07518457118182	0.104584340811919	0.915978592	0.9	588	1.01775399111111	0.0253888790017923	logPhase_halfLifeRatio_G3
MSMEG_2587	0.544020196365795	-0.878267883382481	0.591235192	0.6	858	0.985391986666667	-0.0212303553696665	logPhase_halfLifeRatio_G3
MSMEG_2608	0.989748100169718	-0.0148667018952961	0.797590517	0.78	339	1.0225519448718	0.0321741328544986	logPhase_halfLifeRatio_G3
MSMEG_2624	2.31587012819285	1.21155435062177	0.536653429	0.53	546	1.01255363962264	0.0179983362123813	logPhase_halfLifeRatio_G3
MSMEG_2652	1.48505879460735	0.570520049550849	0.736015702	0.72	711	1.02224403055556	0.0317396382000163	logPhase_halfLifeRatio_G3
MSMEG_2655	1.10577160783682	0.145053434155576	0.554974887	0.56	408	0.991026583928571	-0.0130043371854712	logPhase_halfLifeRatio_G3
MSMEG_2664	0.57734269442188	-0.792500178474297	1.053056496	1.05	738	1.00291094857143	0.00419351047849744	logPhase_halfLifeRatio_G3
MSMEG_2670	1.46073045845438	0.546689989142926	0.432049426	0.44	801	0.981930513636364	-0.026307159124541	logPhase_halfLifeRatio_G3
MSMEG_2686	1.43033914427202	0.516357261513168	0.901026527	0.9	438	1.00114058555556	0.00164457941113824	logPhase_halfLifeRatio_G3
MSMEG_2688	1.0089122635019	0.012800721010951	1.393372193	1.39	315	1.0024260381295	0.00349579442565913	logPhase_halfLifeRatio_G3
MSMEG_2694	0.944617985809773	-0.0821970897910761	0.472422346	0.47	339	1.00515392765957	0.0074164503260771	logPhase_halfLifeRatio_G3
MSMEG_2733	6.17825607278279	2.62719966819405	2.038310532	1.98	687	1.02944976363636	0.0418734292697861	logPhase_halfLifeRatio_G3
MSMEG_2763	0.9923526482653	-0.0110751985754618	0.471553533	0.47	303	1.0033053893617	0.00476080501062253	logPhase_halfLifeRatio_G3
MSMEG_2764	1.15681601383703	0.210159428808441	0.429482545	0.44	480	0.976096693181818	-0.0349040251071723	logPhase_halfLifeRatio_G3
MSMEG_2765	1.39297025797807	0.478164454546762	0.897129187	0.89	465	1.00801032247191	0.0115104127493205	logPhase_halfLifeRatio_G3
MSMEG_2768	1.01506386841095	0.0215705054802631	0.379228397	0.37	372	1.02494161351351	0.035541727980786	logPhase_halfLifeRatio_G3
MSMEG_2775	11.9501102751968	3.57895202629385	1.095310247	1.1	1296	0.995736588181818	-0.00616395217727742	logPhase_halfLifeRatio_G3
MSMEG_2779	1.00390134595166	0.00561750165981161	0.609273137	0.6	582	1.01545522833333	0.0221266322629317	logPhase_halfLifeRatio_G3
MSMEG_2783	0.999557152634492	-0.00063903520606371	0.689980336	0.69	312	0.999971501449275	-4.11153036689989e-05	logPhase_halfLifeRatio_G3
MSMEG_2784	1.09390718581544	0.129490335713457	0.639011662	0.63	414	1.01430422539683	0.0204904320683855	logPhase_halfLifeRatio_G3
MSMEG_2800	1.71192833096813	0.775622305289786	1.291961844	1.26	483	1.02536654285714	0.0361397292750352	logPhase_halfLifeRatio_G3
MSMEG_2806	1.05374547395661	0.0755264345226379	0.762340385	0.75	348	1.01645384666667	0.023544709332386	logPhase_halfLifeRatio_G3
MSMEG_2896	1.04302643001907	0.0607757158388209	0.64871878	0.66	864	0.982907242424242	-0.0248728199377147	logPhase_halfLifeRatio_G3
MSMEG_2930	1.19478997852839	0.256757042001364	0.654900291	0.65	432	1.00753890923077	0.0108355539595598	logPhase_halfLifeRatio_G3
MSMEG_2939	1.00866695897545	0.0124499049224263	1.421959799	1.46	582	0.973945067808219	-0.0380876907887341	logPhase_halfLifeRatio_G3
MSMEG_2941	0.772250652787949	-0.372858909515461	2.771874711	2.84	651	0.976012222183099	-0.035028880733893	logPhase_halfLifeRatio_G3
MSMEG_2946	1.09937335531488	0.136681419397435	0.572170447	0.59	387	0.969780418644068	-0.0442699710874358	logPhase_halfLifeRatio_G3
MSMEG_2953	0.986440271576766	-0.0196963956959713	3.769148915	3.78	321	0.997129342592593	-0.00414743899623238	logPhase_halfLifeRatio_G3
MSMEG_2960	0.938453639317243	-0.0916426188553578	0.605258835	0.6	324	1.008764725	0.0125897327639515	logPhase_halfLifeRatio_G3
MSMEG_2974	1.16478239988682	0.220060461380838	1.779623313	1.77	864	1.0054369	0.00782254269387279	logPhase_halfLifeRatio_G3
MSMEG_2975	0.68109025678205	-0.554082100785554	0.726453816	0.72	678	1.00896363333333	0.0128741754797769	logPhase_halfLifeRatio_G3
MSMEG_3004	0.958636241275254	-0.0609446127650871	0.471456666	0.47	456	1.0030992893617	0.00446441470399487	logPhase_halfLifeRatio_G3
MSMEG_3014	1.38929726171992	0.474355319352054	0.481943195	0.48	381	1.00404832291667	0.00582870510001908	logPhase_halfLifeRatio_G3
MSMEG_3020	2.57099799472878	1.36232848493004	1.964700874	1.95	834	1.00753890974359	0.0108355546938678	logPhase_halfLifeRatio_G3
MSMEG_3029	1.62786769321156	0.702983447697361	2.383303258	2.37	444	1.00561318902954	0.00807547653248109	logPhase_halfLifeRatio_G3
MSMEG_3031	1.56829779316869	0.64919952879998	0.735411279	0.75	735	0.980548372	-0.0283392922892531	logPhase_halfLifeRatio_G3
MSMEG_3032	1.59276910913899	0.671537146183518	1.311991603	1.34	576	0.97909821119403	-0.0304745142247837	logPhase_halfLifeRatio_G3
MSMEG_3045	0.948055153544114	-0.0769571038756074	1.908457648	1.93	501	0.988838159585492	-0.0161936765009722	logPhase_halfLifeRatio_G3
MSMEG_3050	0.965241736562555	-0.0510377965839977	3.573935797	3.58	318	0.998306088547486	-0.00244586978099482	logPhase_halfLifeRatio_G3
MSMEG_3053	1.05532415574839	0.0776862084679034	0.707188572	0.72	324	0.98220635	-0.0259019452477499	logPhase_halfLifeRatio_G3
MSMEG_3064	1.01425087221441	0.0204145432036502	0.818018215	0.81	939	1.0098990308642	0.0142110603501906	logPhase_halfLifeRatio_G3
MSMEG_3066	1.35558280523102	0.438913242314255	0.886785003	0.9	678	0.98531667	-0.0213406293882858	logPhase_halfLifeRatio_G3
MSMEG_3070	0.713012412162826	-0.488000903477818	0.900211936	0.9	711	1.00023548444444	0.000339692245656321	logPhase_halfLifeRatio_G3
MSMEG_3071	1.52832277864202	0.611949269792697	0.618563078	0.62	600	0.997682383870968	-0.00334749389908275	logPhase_halfLifeRatio_G3
MSMEG_3073	1.40175295609269	0.487232112241014	0.658733632	0.66	477	0.998081260606061	-0.00277081489513445	logPhase_halfLifeRatio_G3
MSMEG_3074	1.08487831875305	0.117533237346199	0.696084525	0.69	474	1.00881815217391	0.0126661401519632	logPhase_halfLifeRatio_G3
MSMEG_3082	1.20740284569953	0.271907106521488	1.869504159	1.86	393	1.00510976290323	0.00735305936371158	logPhase_halfLifeRatio_G3
MSMEG_3098	1.00387408428492	0.00557832370112833	1.667083438	1.69	372	0.986439904142012	-0.0196969330791376	logPhase_halfLifeRatio_G3
MSMEG_3100	1.25697866597268	0.329960163874084	1.857659084	1.92	912	0.967530772916667	-0.0476205470894967	logPhase_halfLifeRatio_G3
MSMEG_3105	1.0992474785792	0.136516223343874	0.538203477	0.55	927	0.978551776363636	-0.0312799072679345	logPhase_halfLifeRatio_G3
MSMEG_3117	1.9816654883039	0.986713451376624	1.552272786	1.53	963	1.01455737647059	0.020850456429113	logPhase_halfLifeRatio_G3
MSMEG_3127	0.938115195752029	-0.0921630056904412	1.497611844	1.5	342	0.998407896	-0.00229875095663498	logPhase_halfLifeRatio_G3
MSMEG_3138	0.940998395806575	-0.0877358314063156	1.130801415	1.1	375	1.02800128636364	0.0398420698131896	logPhase_halfLifeRatio_G3
MSMEG_3139	2.8417004384378	1.50675447901467	0.88887572	0.87	822	1.02169622988506	0.0309663187983275	logPhase_halfLifeRatio_G3
MSMEG_3156	1.046974438205	0.0662262194176604	0.994054607	0.99	324	1.00409556262626	0.00589658120717474	logPhase_halfLifeRatio_G3
MSMEG_3164	1.04151637950271	0.0586855282326328	0.413992962	0.4	363	1.034982405	0.0496062417004337	logPhase_halfLifeRatio_G3
MSMEG_3196	1.61963681447432	0.695670341073363	1.215583784	1.21	678	1.00461469752066	0.0066422869161913	logPhase_halfLifeRatio_G3
MSMEG_3197	0.93101935066355	-0.103116941264174	0.577056244	0.57	1332	1.0123793754386	0.0177500217517281	logPhase_halfLifeRatio_G3
MSMEG_3200	1.70080570232119	0.766218338938796	1.734720008	1.77	1596	0.980067801129944	-0.0290465365060588	logPhase_halfLifeRatio_G3
MSMEG_3204	1.05080429000747	0.0714939955345761	0.85274963	0.85	369	1.00323485882353	0.00465938261674134	logPhase_halfLifeRatio_G3
MSMEG_3207	1.16546731971549	0.220908551145959	0.693705776	0.68	621	1.02015555294118	0.0287891505757596	logPhase_halfLifeRatio_G3
MSMEG_3212	0.967003035048176	-0.0484076771169105	2.124533045	2.12	348	1.00213822877358	0.00308151872474613	logPhase_halfLifeRatio_G3
MSMEG_3223	1.02249402184294	0.0320924082694624	1.372448104	1.39	390	0.987372736690648	-0.0183332849149172	logPhase_halfLifeRatio_G3
MSMEG_3246	0.791680288658398	-0.337010163432295	0.663915107	0.65	627	1.02140785692308	0.0305590617744441	logPhase_halfLifeRatio_G3
MSMEG_3252	1.11066356747251	0.151421874293582	1.759033369	1.74	330	1.01093871781609	0.0156955450327405	logPhase_halfLifeRatio_G3
MSMEG_3254	0.473478205806647	-1.07863007489234	2.510886878	2.59	486	0.969454393050193	-0.0447550650111639	logPhase_halfLifeRatio_G3
MSMEG_3308	2.33116986214463	1.22105413117003	0.963143701	0.95	489	1.01383547473684	0.0198235507242961	logPhase_halfLifeRatio_G3
MSMEG_3314	14.2678574624644	3.83469680318747	2.033012246	1.97	1176	1.03198591167513	0.0454232757077136	logPhase_halfLifeRatio_G3
MSMEG_3360	0.661520387014627	-0.596142476113301	0.498467213	0.5	588	0.996934426	-0.00442948133293704	logPhase_halfLifeRatio_G3
MSMEG_3364	1.47635638400323	0.562041021786024	0.709991953	0.69	627	1.02897384492754	0.0412063114127333	logPhase_halfLifeRatio_G3
MSMEG_3375	0.621616052209837	-0.685904335439502	0.970921367	1	1677	0.970921367	-0.042573635527968	logPhase_halfLifeRatio_G3
MSMEG_3381	2.05321741036937	1.03788639912452	0.79627344	0.82	567	0.971065170731707	-0.0423599729438626	logPhase_halfLifeRatio_G3
MSMEG_3382	1.247279946751	0.318785308360564	0.491569582	0.49	351	1.00320322857143	0.00461389623155085	logPhase_halfLifeRatio_G3
MSMEG_3425	2.60629937762406	1.3820028113836	1.230141994	1.2	615	1.02511832833333	0.0357904481178252	logPhase_halfLifeRatio_G3
MSMEG_3436	1.75360523171791	0.81032400756381	0.52800169	0.54	579	0.977780907407407	-0.032416859982686	logPhase_halfLifeRatio_G3
MSMEG_3455	1.11670900225161	0.159253289936434	0.988516731	0.97	366	1.01908941340206	0.0272806369920553	logPhase_halfLifeRatio_G3
MSMEG_3467	1.33844267717478	0.420555352556152	0.785484251	0.79	411	0.994283862025316	-0.00827030359073513	logPhase_halfLifeRatio_G3
MSMEG_3476	9.61924605971778	3.2659238224224	0.763446196	0.77	1122	0.991488566233766	-0.0123319593802447	logPhase_halfLifeRatio_G3
MSMEG_3493	0.821199314895375	-0.284195671042233	0.524411348	0.53	342	0.989455373584906	-0.0152934545772964	logPhase_halfLifeRatio_G3
MSMEG_3506	3.54264115531627	1.82482533797538	1.196455075	1.17	1398	1.02261117521368	0.0322576971625829	logPhase_halfLifeRatio_G3
MSMEG_3508	4.82345357270578	2.27006648008233	1.537087731	1.52	924	1.01124192828947	0.0161281871415589	logPhase_halfLifeRatio_G3
MSMEG_3530	1.89135760287309	0.919422162397292	0.678239806	0.68	606	0.997411479411765	-0.00373928751786109	logPhase_halfLifeRatio_G3
MSMEG_3534	1.32731522418802	0.408511037148639	0.486034606	0.48	441	1.01257209583333	0.0180246325387507	logPhase_halfLifeRatio_G3
MSMEG_3575	1.42624970151845	0.512226584590803	1.048657718	1.07	480	0.980053942056075	-0.0290669377053329	logPhase_halfLifeRatio_G3
MSMEG_3616	0.992162910295341	-0.0113510684500839	1.281601391	1.28	303	1.00125108671875	0.00180380847957886	logPhase_halfLifeRatio_G3
MSMEG_3625	0.906515662365893	-0.141596148472922	0.805029518	0.81	1734	0.993863602469136	-0.00888022453216048	logPhase_halfLifeRatio_G3
MSMEG_3626	1.02627431548909	0.0374164041418893	0.78026451	0.78	330	1.00033911538462	0.000489157148003364	logPhase_halfLifeRatio_G3
MSMEG_3627	0.993211421685181	-0.00982724264181671	0.650166876	0.65	303	1.00025673230769	0.000370338890198574	logPhase_halfLifeRatio_G3
MSMEG_3628	1.2296852134168	0.298289047950497	1.225515227	1.21	408	1.01282250165289	0.0183813622707023	logPhase_halfLifeRatio_G3
MSMEG_3630	0.847851104547172	-0.238117166882267	0.504566325	0.5	408	1.00913265	0.0131158284766248	logPhase_halfLifeRatio_G3
MSMEG_3648	1.16172395986326	0.216267307084769	3.306011623	3.23	396	1.02353301021672	0.0335576318268714	logPhase_halfLifeRatio_G3
MSMEG_3650	1.06102047305058	0.0854524942202427	0.699977834	0.69	333	1.01446062898551	0.0207128754745084	logPhase_halfLifeRatio_G3
MSMEG_3672	1.01857268597317	0.0265489355825274	1.420118343	1.41	327	1.00717612978723	0.0103159965038949	logPhase_halfLifeRatio_G3
MSMEG_3674	1.15392585882408	0.206550532005052	1.023208314	1.04	411	0.983854148076923	-0.0234836364796068	logPhase_halfLifeRatio_G3
MSMEG_3678	1.03918929383815	0.0554584727285246	0.326802726	0.33	321	0.990311290909091	-0.0140460068067148	logPhase_halfLifeRatio_G3
MSMEG_3680	1.00073760255664	0.00106374328893412	1.276832483	1.28	306	0.99752537734375	-0.0035745504924613	logPhase_halfLifeRatio_G3
MSMEG_3683	0.966330437487377	-0.0494114907045931	0.458989306	0.47	564	0.976572991489362	-0.0342002161370231	logPhase_halfLifeRatio_G3
MSMEG_3704	2.10776937919362	1.0757170236663	1.1745873	1.16	816	1.01257525862069	0.0180291388159108	logPhase_halfLifeRatio_G3
MSMEG_3713	1.25574810441892	0.328547097229546	0.748045731	0.73	447	1.02472017945205	0.0352300064814738	logPhase_halfLifeRatio_G3
MSMEG_3743	1.64361306100293	0.716870700067762	0.844630263	0.85	834	0.993682662352941	-0.0091429015965117	logPhase_halfLifeRatio_G3
MSMEG_3745	1.14483934820669	0.195145163556587	0.840627108	0.83	621	1.01280374457831	0.0183546438782759	logPhase_halfLifeRatio_G3
MSMEG_3751	2.08076502398867	1.05711405403686	0.902085105	0.9	810	1.00231678333333	0.00333854597355193	logPhase_halfLifeRatio_G3
MSMEG_3767	0.90171072014288	-0.149263421442685	1.102900629	1.08	2994	1.02120428611111	0.0302714980263612	logPhase_halfLifeRatio_G3
MSMEG_3770	1.10913515775691	0.149435181139337	1.955166177	1.92	1200	1.0183157171875	0.0261849219290084	logPhase_halfLifeRatio_G3
MSMEG_3778	1.8101120231118	0.856078984704494	0.787804782	0.78	1071	1.01000613076923	0.0143640502082797	logPhase_halfLifeRatio_G3
MSMEG_3782	0.836802402723028	-0.257041100865103	2.2369653	2.18	408	1.02613087155963	0.037214742357639	logPhase_halfLifeRatio_G3
MSMEG_3795	1.07309601571461	0.101779167611673	1.168224299	1.14	360	1.02475815701754	0.0352834737901323	logPhase_halfLifeRatio_G3
MSMEG_3811	1.07141559594382	0.0995182017554476	0.907633195	0.88	444	1.03140135795455	0.0446058501194194	logPhase_halfLifeRatio_G3
MSMEG_3819	0.890402852830454	-0.167469879838043	0.493019663	0.49	582	1.00616257755102	0.00886343722704413	logPhase_halfLifeRatio_G3
MSMEG_3851	2.16057069803754	1.11141243946243	0.986598701	0.97	600	1.0171120628866	0.0244786405170392	logPhase_halfLifeRatio_G3
MSMEG_3855	0.9291520876416	-0.10601333237217	1.580414897	1.58	735	1.00026259303797	0.00037879194177106	logPhase_halfLifeRatio_G3
MSMEG_3857	0.879645904408351	-0.185005201546862	0.470470157	0.46	354	1.02276121086957	0.0324693512345454	logPhase_halfLifeRatio_G3
MSMEG_3858	1.074359258659	0.103476501719885	1.271887056	1.28	354	0.9936617625	-0.00917324572188599	logPhase_halfLifeRatio_G3
MSMEG_3859	0.916279277840479	-0.126140702519025	1.403752699	1.44	798	0.974828263194444	-0.0367800151644737	logPhase_halfLifeRatio_G3
MSMEG_3877	1.0661312835986	0.0923851027637484	0.816399523	0.83	756	0.98361388313253	-0.023835997016093	logPhase_halfLifeRatio_G3
MSMEG_3880	1.1495555807688	0.201076221742034	0.521131898	0.53	420	0.983267732075472	-0.0243437961786974	logPhase_halfLifeRatio_G3
MSMEG_3906	1.00301207365471	0.00433897234783995	0.667185589	0.69	849	0.966935636231884	-0.048508234533243	logPhase_halfLifeRatio_G3
MSMEG_3916	1.0648622627188	0.0906668335088772	0.887219602	0.9	318	0.985799557777778	-0.0206337610601523	logPhase_halfLifeRatio_G3
MSMEG_3952	3.52289186295969	1.81676019122057	1.567851577	1.59	957	0.986070174213836	-0.0202377744628616	logPhase_halfLifeRatio_G3
MSMEG_4041	0.296688035761708	-1.75298134499967	0.951244205	0.94	885	1.01196192021277	0.0171550029236974	logPhase_halfLifeRatio_G3
MSMEG_4079	3.01165527049542	1.59055664118858	0.897343862	0.89	768	1.00825153033708	0.011855595486451	logPhase_halfLifeRatio_G3
MSMEG_4085	1.27441390531151	0.349833913512668	1.034215289	1	1284	1.034215289	0.0485365377249281	logPhase_halfLifeRatio_G3
MSMEG_4086	1.11813812948406	0.161098422896823	0.85732832	0.83	582	1.03292568674699	0.0467364640595741	logPhase_halfLifeRatio_G3
MSMEG_4088	1.01712996675161	0.0245040355456486	0.759109312	0.76	309	0.998828042105263	-0.0016917693778554	logPhase_halfLifeRatio_G3
MSMEG_4106	1.02024653044965	0.0289178044341904	1.994946136	1.97	309	1.01266301319797	0.0181541641971685	logPhase_halfLifeRatio_G3
MSMEG_4120	1.13843711952519	0.18705460780789	0.637592451	0.66	1230	0.966049168181818	-0.049831476336773	logPhase_halfLifeRatio_G3
MSMEG_4128	0.828248383649426	-0.271864612039247	0.337182837	0.34	837	0.991714226470588	-0.012003643075738	logPhase_halfLifeRatio_G3
MSMEG_4175	1.03388102200323	0.0480701712987488	2.445397761	2.42	318	1.01049494256198	0.0150621011743483	logPhase_halfLifeRatio_G3
MSMEG_4180	1.01302287653103	0.018666754084968	0.469924812	0.47	867	0.999840025531915	-0.000230812834347595	logPhase_halfLifeRatio_G3
MSMEG_4199	0.955165216750509	-0.0661777944396291	2.520592339	2.57	522	0.980775229182879	-0.0280055526310016	logPhase_halfLifeRatio_G3
MSMEG_4200	1.26814202541879	0.342716328989232	0.984219678	0.96	1335	1.02522883125	0.0359459554515836	logPhase_halfLifeRatio_G3
MSMEG_4217	1.18200911448943	0.24124116020073	0.974294854	1	819	0.974294854	-0.0375696490383036	logPhase_halfLifeRatio_G3
MSMEG_4222	1.58470914950395	0.664218078804756	1.30256388	1.32	1158	0.986790818181818	-0.0191838030689302	logPhase_halfLifeRatio_G3
MSMEG_4235	3.75386760008202	1.90837776682473	0.528881328	0.52	981	1.01707947692308	0.024432419099775	logPhase_halfLifeRatio_G3
MSMEG_4237	0.819414510819991	-0.287334653493757	0.405959485	0.4	402	1.0148987125	0.0213357527646473	logPhase_halfLifeRatio_G3
MSMEG_4238	1.22543166163759	0.293290032009266	0.4472772	0.45	618	0.993949333333333	-0.00875578274945761	logPhase_halfLifeRatio_G3
MSMEG_4249	1.30310928843045	0.381958084109246	1.264645041	1.28	408	0.98800393828125	-0.0174113023410683	logPhase_halfLifeRatio_G3
MSMEG_4252	1.08019514375279	0.111291967474462	0.831542218	0.82	390	1.01407587560976	0.0201656023122456	logPhase_halfLifeRatio_G3
MSMEG_4255	5.73396695439295	2.51953359016079	0.65661011	0.66	798	0.994863803030303	-0.00742906083102718	logPhase_halfLifeRatio_G3
MSMEG_4257	0.700052885826356	-0.514464179633535	0.551440178	0.54	372	1.02118551481481	0.0302449788417608	logPhase_halfLifeRatio_G3
MSMEG_4260	1.81424891957872	0.859372410885684	1.512363572	1.54	612	0.982054267532467	-0.026125345971865	logPhase_halfLifeRatio_G3
MSMEG_4265	3.59053096735948	1.84419720542265	0.598551505	0.59	894	1.01449407627119	0.0207604410835974	logPhase_halfLifeRatio_G3
MSMEG_4267	1.0661202176646	0.0923701281999222	0.842508992	0.82	363	1.0274499902439	0.0390681743614951	logPhase_halfLifeRatio_G3
MSMEG_4268	1.05743736536214	0.0805722114704503	0.757786254	0.78	1026	0.971520838461538	-0.0416831539169919	logPhase_halfLifeRatio_G3
MSMEG_4272	0.854266331120658	-0.227242171780285	2.208155454	2.14	357	1.03184834299065	0.0452309447017561	logPhase_halfLifeRatio_G3
MSMEG_4273	1.16102002039507	0.215392849960292	0.53487377	0.52	687	1.02860340384615	0.0406868329657929	logPhase_halfLifeRatio_G3
MSMEG_4281	1.45712929926738	0.543128901517219	3.062943489	3.09	1554	0.991243847572815	-0.0126880885259638	logPhase_halfLifeRatio_G3
MSMEG_4282	1.10592351022902	0.145251606884241	0.85338795	0.83	348	1.02817825301205	0.0400904030951895	logPhase_halfLifeRatio_G3
MSMEG_4288	1.0520680292654	0.0732279957999862	0.502234946	0.51	474	0.984774403921569	-0.0221348308465918	logPhase_halfLifeRatio_G3
MSMEG_4321	0.982576410873648	-0.0253584907710685	0.861499584	0.87	438	0.990229406896552	-0.0141653011580163	logPhase_halfLifeRatio_G3
MSMEG_4342	1.15869573085518	0.212501769781052	1.072684598	1.07	633	1.00250897009346	0.00361514545969825	logPhase_halfLifeRatio_G3
MSMEG_4347	1.03290812155769	0.0467119304195592	0.578854447	0.57	1083	1.01553411754386	0.0222387087473251	logPhase_halfLifeRatio_G3
MSMEG_4353	1.3134126473021	0.393320252626269	1.014713343	1.04	546	0.975685906730769	-0.0355113054308824	logPhase_halfLifeRatio_G3
MSMEG_4360	10.9573563878467	3.45382786524898	1.224004476	1.2	1347	1.02000373	0.0285744279248722	logPhase_halfLifeRatio_G3
MSMEG_4396	1.02499650515578	0.0356189907033879	0.922140596	0.94	744	0.981000634042553	-0.0276740259966183	logPhase_halfLifeRatio_G3
MSMEG_4399	0.997935206990465	-0.00298194624672443	0.943129303	0.95	378	0.992767687368421	-0.0104719355351071	logPhase_halfLifeRatio_G3
MSMEG_4476	1.04318928450683	0.0610009555977905	0.815505477	0.82	321	0.994518874390244	-0.00792934350575685	logPhase_halfLifeRatio_G3
MSMEG_4483	2.39568594555299	1.26043879523446	0.657894737	0.65	1287	1.01214574923077	0.0174170534236563	logPhase_halfLifeRatio_G3
MSMEG_4486	0.842878881636519	-0.246602758401205	1.23061777	1.2	345	1.02551480833333	0.0363483243431836	logPhase_halfLifeRatio_G3
MSMEG_4488	1.05777481391118	0.0810325296902072	1.161225037	1.13	405	1.02763277610619	0.039324810504902	logPhase_halfLifeRatio_G3
MSMEG_4496	1.19275540210131	0.254298220438441	0.680133306	0.7	537	0.971619008571429	-0.0415373800232202	logPhase_halfLifeRatio_G3
MSMEG_4502	2.2207901483186	1.1510730730813	0.707530483	0.7	741	1.01075783285714	0.0154373838028995	logPhase_halfLifeRatio_G3
MSMEG_4531	1.53684111575122	0.619968021654411	0.940866538	0.93	825	1.01168444946237	0.016759374829677	logPhase_halfLifeRatio_G3
MSMEG_4535	0.893568085669386	-0.162350434881624	0.712716042	0.72	2007	0.989883391666667	-0.0146695092634036	logPhase_halfLifeRatio_G3
MSMEG_4555	5.09415256924148	2.3488421687978	0.777235152	0.76	774	1.02267783157895	0.0323517325848008	logPhase_halfLifeRatio_G3
MSMEG_4558	1.41165073889521	0.497383190881281	0.632924745	0.65	636	0.973730376923077	-0.0384057452956194	logPhase_halfLifeRatio_G3
MSMEG_4580	1.07193279158747	0.100214454039106	0.682694824	0.69	402	0.989412788405797	-0.0153555480789299	logPhase_halfLifeRatio_G3
MSMEG_4625	0.971497911855797	-0.0417172000119196	1.055204798	1.08	312	0.97704147962963	-0.0335082827595552	logPhase_halfLifeRatio_G3
MSMEG_4652	0.638939048381011	-0.646249783108799	1.013025579	0.99	993	1.02325816060606	0.0331701724921609	logPhase_halfLifeRatio_G3
MSMEG_4673	0.882380671194829	-0.180526906266301	0.856494369	0.83	612	1.03192092650602	0.0453324249197876	logPhase_halfLifeRatio_G3
MSMEG_4679	1.05410132594914	0.076013553330138	0.609502138	0.61	504	0.999183832786885	-0.00117796116295274	logPhase_halfLifeRatio_G3
MSMEG_4684	0.734827605030411	-0.444522270163182	0.718915875	0.73	480	0.984816267123288	-0.0220735025366918	logPhase_halfLifeRatio_G3
MSMEG_4687	0.904989964074051	-0.144026301432821	1.278546597	1.24	456	1.03108596532258	0.0441646203630184	logPhase_halfLifeRatio_G3
MSMEG_4698	0.965811861453335	-0.05018591305538	1.502637666	1.55	408	0.969443655483871	-0.0447710442254356	logPhase_halfLifeRatio_G3
