gene	ratio_5pTo3p	coverageRatio_5pTo3p_log2	HalfLife_5p300nt_hypoxia	HalfLife_entireGene_hypoxia	CDS_length	halfLifeRatio_5pVScds	halfLifeRatio_5pVScds_log2	HalfLife_entireGene_hypoxia_log2	coverageRatio_5pTo3p_log2_subset
MSMEG_3164	0.888390900823323	-0.170733478459351	14.38584744	14.44	363	0.996249822714681	-0.0054205325156684	3.85199883711245	hypoxia_G3
MSMEG_3174	1.09424729567047	0.129938818495929	21.3012301	23.44	708	0.908755550341297	-0.138035824382876	4.55090066464752	hypoxia_G3
MSMEG_3175	1.37505087037368	0.459484992512407	23.61953399	31.36	930	0.753173915497449	-0.408945058602397	4.97085365434048	hypoxia_G3
MSMEG_3183	0.879676009185662	-0.18495582796423	11.2797236	15.1	1293	0.747001562913907	-0.420816833391211	3.91647664443772	hypoxia_G3
MSMEG_3198	0.721337158267798	-0.471254351557325	23.08908365	24.81	666	0.930636180975413	-0.103710818066091	4.63284983011771	hypoxia_G3
MSMEG_3201	0.724527580199437	-0.464887485768213	23.21722397	31.87	867	0.728497771258237	-0.457003536323872	4.99412711400313	hypoxia_G3
MSMEG_3205	0.920989884391862	-0.118742784192728	20.92102783	25.01	1329	0.836506510595762	-0.257551325971414	4.64443315240625	hypoxia_G3
MSMEG_3219	1.13287264069067	0.17998568024775	53.636144	42.16	819	1.2722045540797	0.347330656023391	5.39780296186249	hypoxia_G3
MSMEG_3221	0.917370264886244	-0.124423949399465	48.63550392	78.03	789	0.623292373702422	-0.682019034134403	6.28595699488942	hypoxia_G3
MSMEG_3227	0.761167511826622	-0.393714109112094	19.53331222	23.94	1419	0.815927828738513	-0.293486547746742	4.58135124716878	hypoxia_G3
MSMEG_3232	1.27694618613208	0.352697727361492	42.06032436	47.47	1053	0.886040117126606	-0.174556073906899	5.56894414465471	hypoxia_G3
MSMEG_3233	0.805765131115293	-0.311568719601263	10.35922881	16.24	1464	0.637883547413793	-0.648635026545037	4.02147972741045	hypoxia_G3
MSMEG_3234	0.802263378191422	-0.317852152431392	17.23241246	19.61	576	0.878756372259051	-0.186464849031406	4.29351763041742	hypoxia_G3
MSMEG_3238	1.36676147204715	0.450761484991363	23.03613491	29.25	861	0.787560167863248	-0.344537948451533	4.8703647195834	hypoxia_G3
MSMEG_3252	0.989266965076057	-0.0155681935003761	19.27038726	18.89	330	1.0201369645315	0.0287628627702297	4.23955079661364	hypoxia_G3
MSMEG_3331	0.932233906220662	-0.101236108885825	10.15719247	11.1	498	0.915062384684685	-0.128057991919981	3.47248777146274	hypoxia_G3
MSMEG_3477	1.28367057821743	0.360275018544329	22.51232093	27.8	663	0.809795716906475	-0.304370082416496	4.79701297783614	hypoxia_G3
MSMEG_3494	0.9527019756913	-0.0699031141571736	16.83693204	17.57	462	0.958277293113261	-0.0614849112501319	4.13504228623365	hypoxia_G3
MSMEG_3528	0.946942576464002	-0.0786511529977717	22.63681507	21.36	780	1.05977598642322	0.08375934268389	4.41683974191283	hypoxia_G3
MSMEG_3542	1.06628807495653	0.0925972581393271	20.03158132	20.71	372	0.967241975857074	-0.0480512396233422	4.37225564844579	hypoxia_G3
MSMEG_3545	1.39050890184002	0.475612980642413	17.20739039	17.94	624	0.959163343924192	-0.0601515701524192	4.16510798514454	hypoxia_G3
MSMEG_3560	0.985162287220208	-0.0215666934834583	22.08720799	22.25	363	0.992683505168539	-0.0105942747221188	4.4757334309664	hypoxia_G3
MSMEG_3575	1.11887026980961	0.162042769154044	29.227704	25.09	480	1.1649144679155	0.220224031064846	4.64904056563445	hypoxia_G3
MSMEG_3580	1.17847706093357	0.236923676789634	18.84720744	19.01	990	0.991436477643345	-0.0124077544299226	4.24868662687383	hypoxia_G3
MSMEG_3616	0.9927894190766	-0.0104403552521531	46.83544304	46.83	303	1.00011622976724	0.000167674364618063	5.54936113292434	hypoxia_G3
MSMEG_3618	0.841742274357004	-0.248549520055691	19.12622447	20.05	1062	0.953926407481297	-0.0680501238946057	4.32553033156756	hypoxia_G3
MSMEG_3619	0.909543062344214	-0.136786150952604	12.4403898	16.16	672	0.769826101485149	-0.377395507338517	4.01435529297707	hypoxia_G3
MSMEG_3621	1.18654939935142	0.246772165189044	13.86064845	20.83	1374	0.665417592414786	-0.587668085964359	4.38059093426592	hypoxia_G3
MSMEG_3627	1.00840643197242	0.0120772253570007	16.2934584	16.27	303	1.00144181929932	0.00207860742467422	4.0241423458978	hypoxia_G3
MSMEG_3628	0.899564734470795	-0.152700990465003	18.43879345	18.81	408	0.980265467836257	-0.0287555933461086	4.23342794374847	hypoxia_G3
MSMEG_3640	0.834046951401661	-0.261799494613419	18.53537167	28.67	2166	0.646507557377049	-0.629260860309427	4.8414699994658	hypoxia_G3
MSMEG_3644	0.801559176545866	-0.31911906102314	22.56540919	23.64	588	0.954543535956007	-0.067117095607575	4.56315813040281	hypoxia_G3
MSMEG_3645	1.01158530000599	0.0166179775402987	17.24557597	20.41	495	0.844957176384125	-0.243049869449716	4.35120427725799	hypoxia_G3
MSMEG_3647	0.845745508552282	-0.241704484477978	16.82651009	18.35	432	0.916976026702997	-0.12504407819768	4.19770815795585	hypoxia_G3
MSMEG_3661	0.845308497991011	-0.24245014130639	13.87572269	17.05	600	0.81382537771261	-0.297208825867628	4.09169983413681	hypoxia_G3
MSMEG_3674	1.09223676154168	0.127285619699357	12.36637905	12.62	411	0.979903252773376	-0.0292887779392593	3.65764000520782	hypoxia_G3
MSMEG_3680	0.995009453461497	-0.00721786229918489	17.61457408	17.66	306	0.997427750849377	-0.00371575206498236	4.14241343787374	hypoxia_G3
MSMEG_3738	0.971592906894042	-0.041576137258319	19.85191544	32.78	1416	0.605610599145821	-0.723537639891821	5.03474394932473	hypoxia_G3
MSMEG_3743	0.806190516437776	-0.310807282634444	10.33548423	14.34	834	0.720745064853556	-0.472439041676617	3.84197311892718	hypoxia_G3
MSMEG_3746	1.37196654049187	0.456245297505566	19.51859982	24.6	1773	0.793439017073171	-0.333808751659353	4.62058641045188	hypoxia_G3
MSMEG_3766	1.02431977630361	0.0346661720454003	24.99343266	23.92	537	1.04487594732441	0.0633316688099343	4.58014548442338	hypoxia_G3
MSMEG_3791	1.0132827800485	0.0190368478233904	53.36538462	54.93	390	0.971516195521573	-0.0416900486352564	5.77952238674377	hypoxia_G3
MSMEG_3811	1.06118143857794	0.085671346316495	11.40871996	11.64	444	0.980130580756014	-0.0289541255990115	3.54101915313356	hypoxia_G3
MSMEG_3858	1.04502365167121	0.063535594710575	9.426551453	9.61	354	0.980910661082206	-0.0278063495569346	3.26453643099903	hypoxia_G3
MSMEG_3862	1.05938776672362	0.0832307543283948	21.44029875	19.82	507	1.08175069374369	0.113368045983067	4.30888505741176	hypoxia_G3
MSMEG_3880	0.726910615341201	-0.460150121020523	12.0774699	12.17	420	0.992396869350863	-0.0110109108250043	3.605257262939	hypoxia_G3
MSMEG_3888	0.858270371214731	-0.220495899650144	29.49303858	38.47	957	0.766650340005199	-0.383359363000645	5.26566192452189	hypoxia_G3
MSMEG_3894	1.27232047834167	0.34746210952127	32.64497851	30.65	741	1.06508902153344	0.0909740178290172	4.93781516880342	hypoxia_G3
MSMEG_3895	1.08371977071728	0.115991751468314	20.26786448	22.93	843	0.883901634539904	-0.178042267417174	4.51916444980607	hypoxia_G3
MSMEG_3902	1.14760449553681	0.198625524731898	27.06447929	26.23	1842	1.03181392642013	0.0451828238281414	4.71314590249026	hypoxia_G3
MSMEG_3903	0.930393094048251	-0.10408770660946	15.27547461	15.51	504	0.984879085106383	-0.0219814810039015	3.95512678126137	hypoxia_G3
MSMEG_3916	0.998761527725512	-0.00178784513565852	18.81946034	18.95	318	0.99311136358839	-0.00997258993504911	4.24412594328373	hypoxia_G3
MSMEG_3932	0.793418765080796	-0.333845575941021	28.06502996	27.38	438	1.02501935573411	0.0356511528116607	4.77505054148317	hypoxia_G3
MSMEG_3933	1.22471623764095	0.292447520680281	13.73394098	20.12	1356	0.682601440357853	-0.550884636215396	4.3305584000308	hypoxia_G3
MSMEG_3937	1.19926968377795	0.262156118885481	45.57305032	37.39	471	1.21885665472051	0.285528465839932	5.22458056608344	hypoxia_G3
MSMEG_3940	0.800264813397887	-0.321450617689612	19.54512106	21.9	882	0.892471281278539	-0.164122349301534	4.45285896471381	hypoxia_G3
MSMEG_3946	1.033978752595	0.0482065397720166	13.55537554	12.71	576	1.06651263099921	0.0929010520094904	3.66789212523023	hypoxia_G3
MSMEG_4071	1.10396037042837	0.142688383698834	22.94921538	22.64	330	1.01365792314488	0.0195708714286164	4.50080205305716	hypoxia_G3
MSMEG_4121	0.804855480072538	-0.313198338865717	10.37599748	10.29	741	1.00835738386783	0.0120070520856402	3.36317107711924	hypoxia_G3
MSMEG_4180	0.832320040562831	-0.264789720184573	13.89187284	18.94	867	0.73346741499472	-0.447195220699327	4.24336442569366	hypoxia_G3
MSMEG_4195	0.99519519235938	-0.00694857884814138	11.11205658	11.14	306	0.997491614003591	-0.00362338236068851	3.47767732756531	hypoxia_G3
MSMEG_4217	1.07455042033103	0.103733178861475	20.35197301	24.52	819	0.830015212479608	-0.268790316538923	4.61588707391606	hypoxia_G3
MSMEG_4220	0.83944344732777	-0.252494959728611	50.56333323	37.76	876	1.33907132494703	0.421232807119928	5.23878685958712	hypoxia_G3
MSMEG_4222	0.959761091167354	-0.0592527676820997	14.3213795	21.7	1158	0.659971405529954	-0.599524576467487	4.43962313755712	hypoxia_G3
MSMEG_4236	0.953097981718887	-0.0693035591638356	13.35555248	13.51	432	0.988567911176906	-0.0165880173974302	3.75595576955096	hypoxia_G3
MSMEG_4237	0.761383213976852	-0.393305331369253	18.6874979	18.89	402	0.989279931180519	-0.0155492845378011	4.23955079661364	hypoxia_G3
MSMEG_4240	1.04357630900068	0.0615360979502649	14.07278121	20.95	1089	0.6717318	-0.574042766710621	4.38887833881199	hypoxia_G3
MSMEG_4242	0.83620201064719	-0.258076582541855	11.18662174	11.78	405	0.94962833106961	-0.0745651181173976	3.55826763405574	hypoxia_G3
MSMEG_4244	0.917866478043284	-0.123643794707066	17.30018417	20.91	1395	0.827364140124342	-0.273405665699515	4.38612115681485	hypoxia_G3
MSMEG_4260	0.99234180025988	-0.0110909696314395	22.07688457	20.18	612	1.09399824430129	0.129610422828955	4.33485426933163	hypoxia_G3
MSMEG_4267	1.0483989271272	0.0681877824063377	28.77212992	32.64	363	0.881499078431373	-0.181969033615511	5.02856915219677	hypoxia_G3
MSMEG_4272	0.899783642041012	-0.152349955755276	14.59732426	14.21	357	1.02725716115412	0.0387973877706173	3.82883464946806	hypoxia_G3
MSMEG_4278	1.31391276351098	0.393869491925037	18.71769722	22.08	1098	0.847721794384058	-0.23833721655579	4.46466826700344	hypoxia_G3
MSMEG_4285	0.925220572306962	-0.112130750189449	20.40978934	21.87	687	0.933232251486054	-0.0996919287407909	4.45088131527337	hypoxia_G3
MSMEG_4287	1.13340098255059	0.180658358239668	17.53494483	16.97	753	1.03329079728933	0.0472463265820843	4.08491465976794	hypoxia_G3
MSMEG_4288	0.893093649040573	-0.163116631833621	26.94654388	24.52	474	1.09896182218597	0.136141268089074	4.61588707391606	hypoxia_G3
MSMEG_4301	0.796550701720589	-0.3281619003774	11.25391606	19.49	1785	0.577420013340174	-0.792306982730432	4.28466218548316	hypoxia_G3
MSMEG_4311	0.873215919743166	-0.195589662308136	40.70009044	44.93	834	0.905855562875584	-0.142647061541954	5.48960715674871	hypoxia_G3
MSMEG_4313	0.776321775498606	-0.36527333977474	17.39089563	19.16	417	0.907666786534447	-0.139765327815054	4.26002565596146	hypoxia_G3
MSMEG_4320	1.00004303257759	6.20815505368216e-05	20.51914041	19.53	471	1.05064723041475	0.0712783454529336	4.28762004411207	hypoxia_G3
MSMEG_4321	0.894360599352883	-0.161071462576433	16.61448654	17.98	438	0.924053756395996	-0.113951312694039	4.16832111573972	hypoxia_G3
MSMEG_4325	0.877586976875219	-0.188385978144599	11.39230763	14.58	933	0.781365406721536	-0.355930710182319	3.86591881455221	hypoxia_G3
MSMEG_4328	1.39688307576777	0.482211266939485	45.34962107	37.36	1254	1.21385495369379	0.27959604096056	5.22342254993494	hypoxia_G3
MSMEG_4329	1.08447370427949	0.116995071760297	54.87804878	37.89	1425	1.4483517756664	0.534412046739508	5.24374523473398	hypoxia_G3
MSMEG_4336	0.739672786969687	-0.435040895789722	24.43086359	25.07	513	0.974505927004388	-0.0372571348184258	4.64789009105921	hypoxia_G3
MSMEG_4379	0.886480886093065	-0.173838570177421	10.41702511	12.19	645	0.854554972108286	-0.226754793814408	3.60762622084549	hypoxia_G3
MSMEG_4401	1.04369058169393	0.0616940659118676	27.21021731	30.35	726	0.896547522570016	-0.157548037996731	4.92362461136832	hypoxia_G3
MSMEG_4456	1.07112113936651	0.0991216521518731	21.56253946	17.62	816	1.22375365834279	0.291313172691169	4.13914201914569	hypoxia_G3
MSMEG_4496	1.32269466997832	0.403480069215721	33.16914771	28.82	537	1.15090727654407	0.202771606659894	4.84899843040002	hypoxia_G3
MSMEG_4527	1.18566020326769	0.245690609124999	10.12772183	21.15	1710	0.478852095981088	-1.06234797826795	4.40258575823259	hypoxia_G3
MSMEG_4528	1.3722790215345	0.456573850357227	35.04709783	51.79	711	0.676715540258737	-0.563378575562899	5.69460165335612	hypoxia_G3
MSMEG_4556	0.736759744616281	-0.440733857873191	12.16558345	21.55	1896	0.564528234338747	-0.824882357074468	4.42961596420174	hypoxia_G3
MSMEG_4582	1.31545220035114	0.395558826178254	22.10781043	32.28	1458	0.684876407372986	-0.546084431715929	5.01256867350306	hypoxia_G3
MSMEG_4584	0.938289534028004	-0.0918949217713187	11.02428156	16.78	1275	0.6569893659118	-0.60605807574078	4.0686708106651	hypoxia_G3
MSMEG_4620	0.780009815703783	-0.358435815812389	20.20183637	24.25	849	0.833065417319588	-0.263498305734804	4.59991284218713	hypoxia_G3
MSMEG_4625	1.00484599319532	0.0069744050071988	15.9817242	16.49	312	0.969176725288053	-0.045168335903603	4.04351949366274	hypoxia_G3
MSMEG_4630	1.33831397524273	0.420416619258072	20.00877262	24.04	2619	0.832311673044925	-0.264804224025258	4.58736499093646	hypoxia_G3
MSMEG_4672	0.89231359587867	-0.164377272959747	16.03088714	23.7	657	0.676408740084388	-0.564032793514778	4.5668151540109	hypoxia_G3
MSMEG_4692	1.25820573975705	0.331367848654516	23.30521078	24.05	474	0.969031633264033	-0.0453843328504678	4.58796498888268	hypoxia_G3
MSMEG_4695	1.15571055754823	0.208780126665942	52.42484591	45.35	396	1.15600542249173	0.209148165125427	5.50303064564116	hypoxia_G3
MSMEG_4704	1.31227450013678	0.392069532885607	47.36909487	51.93	1527	0.912172056036973	-0.132622120300537	5.69849632031307	hypoxia_G3
MSMEG_4705	0.714685578245907	-0.484619418693287	13.70015181	18.56	1467	0.738154731142241	-0.438004830832916	4.21412480535285	hypoxia_G3
MSMEG_4745	0.791452199463968	-0.337425874883397	11.79080353	12.92	1203	0.912600892414861	-0.131944030319374	3.6915341649192	hypoxia_G3
MSMEG_4756	0.71319473134791	-0.487632049645036	26.09707642	26.37	393	0.989650224497535	-0.0150093763082603	4.72082566608984	hypoxia_G3
MSMEG_4767	1.07377688120047	0.102694248606275	12.01710543	21.66	1272	0.554806344875346	-0.849943808185012	4.4369613378336	hypoxia_G3
MSMEG_4779	1.19193002498329	0.253299541527539	23.8395235	26.69	606	0.893200580741851	-0.162943905714083	4.73822740036724	hypoxia_G3
MSMEG_4890	0.928454576480516	-0.107096765113653	32.8638961	33.02	534	0.995272443973349	-0.00683659459037636	5.04526821513853	hypoxia_G3
MSMEG_4891	0.772502611623109	-0.372388284499037	28.77387022	32.59	588	0.882904885547714	-0.179670068723375	5.02635744696384	hypoxia_G3
MSMEG_4898	0.778343750366554	-0.361520642218853	12.50777041	12.49	375	1.00142277101681	0.00205116586636924	3.64270157183323	hypoxia_G3
MSMEG_4900	0.938137858722506	-0.0921281535098748	13.66751011	13.75	345	0.994000735272727	-0.00868117592281398	3.78135971352466	hypoxia_G3
MSMEG_4904	1.02835629073895	0.0403401962699387	25.7266027	21.52	660	1.19547410315985	0.257582878148645	4.4276061727819	hypoxia_G3
MSMEG_4910	0.984594533381296	-0.022398365354788	13.15500987	13.14	303	1.00114230365297	0.00164705527569287	3.7158933705476	hypoxia_G3
MSMEG_4919	0.968766365214702	-0.0457793181915277	20.0332082	17.87	384	1.12105250139899	0.164853844364856	4.15946772926677	hypoxia_G3
MSMEG_4932	0.810531053773515	-0.303060634293453	12.196998	17.96	1257	0.679120155902004	-0.558261243557419	4.16671544496642	hypoxia_G3
MSMEG_4937	1.05551579848544	0.077948172456767	56.91140279	87.47	924	0.650639108151366	-0.620070553417725	6.45071638871807	hypoxia_G3
MSMEG_4942	1.09694592719682	0.133492411349408	14.50098959	19.83	759	0.731265233988906	-0.451533320232069	4.30961277245412	hypoxia_G3
MSMEG_4943	1.14093864686706	0.190221213852296	10.79598506	10.58	447	1.02041446691871	0.0291552579965097	3.4032677223393	hypoxia_G3
MSMEG_5002	1.21912975688006	0.28585168596208	56.16887772	81.64	2634	0.688006831455169	-0.539505204876321	6.35120427725799	hypoxia_G3
MSMEG_5004	1.17300266491898	0.230206290997302	25.22048994	29.16	1155	0.864900203703704	-0.209394417545794	4.86591881455221	hypoxia_G3
MSMEG_5005	1.11011167161678	0.150704811696228	16.8453215	17.86	561	0.94318709406495	-0.084384117298993	4.1586601753465	hypoxia_G3
MSMEG_5007	0.800290936606517	-0.321403524267785	18.54269972	19.41	582	0.955316832560536	-0.0659488099508354	4.27872821293894	hypoxia_G3
MSMEG_5037	0.757306925779153	-0.401049972276047	32.37425809	29.55	1368	1.09557556988156	0.131689001017477	4.88508622529017	hypoxia_G3
MSMEG_5042	1.30280986270121	0.38162654656603	15.41613138	17.16	1746	0.898375954545454	-0.154608781042743	4.10097764772482	hypoxia_G3
MSMEG_5048	0.747631956784759	-0.419599857921001	27.63749237	26.78	762	1.0320198793876	0.0454707610883802	4.74308405554959	hypoxia_G3
MSMEG_5058	1.39484512287576	0.480104940790292	44.02461677	59.13	1221	0.744539434635549	-0.425579831511191	5.88581837198992	hypoxia_G3
MSMEG_5060	1.11766402882824	0.160486577458935	29.32732109	29.07	918	1.0088517746818	0.0127142223727006	4.86145916636151	hypoxia_G3
MSMEG_5061	1.21895022877499	0.285639220162045	15.72534945	18.63	1398	0.844087463768116	-0.244535597131719	4.21955576916691	hypoxia_G3
MSMEG_5063	0.774822448945142	-0.368062341110561	20.1445203	18.43	450	1.09302877373847	0.128331380134612	4.20398416585599	hypoxia_G3
MSMEG_5069	1.24031072362239	0.310701590993405	35.57825346	36.05	399	0.986914104299584	-0.0190035691657599	5.17192735435346	hypoxia_G3
MSMEG_5071	1.03410436892592	0.0483817997081554	22.64512773	23.77	399	0.952676808161548	-0.0699412263379903	4.57106999816771	hypoxia_G3
MSMEG_5072	0.82562449410279	-0.276442322531676	17.15287955	16.68	774	1.02835009292566	0.0403315012470923	4.06004738366994	hypoxia_G3
MSMEG_5073	1.01453932441279	0.0208247862732652	16.6450897	14.55	633	1.14399241924399	0.194077492015477	3.86294724802092	hypoxia_G3
MSMEG_5078	1.13326415273759	0.180484178392966	18.05670782	31.77	1215	0.568357186654076	-0.815130211890368	4.98959318493877	hypoxia_G3
MSMEG_5083	1.17116101240678	0.227939432655693	39.36053899	34.81	384	1.13072504998564	0.177248162532122	5.12142990894896	hypoxia_G3
MSMEG_5087	1.17842170058207	0.236855902894642	33.37559572	27.38	558	1.21897719941563	0.285671141054406	4.77505054148317	hypoxia_G3
MSMEG_5109	0.96398146419128	-0.0529226888640922	13.32741004	14.35	840	0.928739375609756	-0.106654292969952	3.84297883178833	hypoxia_G3
MSMEG_5117	1.35087124896309	0.433890178487443	55.30550896	54.86	954	1.00812083412322	0.0116685717172498	5.77768271707355	hypoxia_G3
MSMEG_5122	0.974043949430623	-0.0379412258701565	21.20161591	21.25	324	0.997723101647059	-0.00328861530615792	4.4093909361377	hypoxia_G3
MSMEG_5136	0.764489880666376	-0.387430689716009	10.26240001	10.46	453	0.981108987571702	-0.0275146861742126	3.38681094647222	hypoxia_G3
MSMEG_5151	0.728276436483246	-0.457441927644937	13.93818645	21.36	609	0.652536818820225	-0.615868788100252	4.41683974191283	hypoxia_G3
MSMEG_5174	0.969617318313986	-0.0445126279014014	20.12601423	21.97	366	0.916068012289486	-0.126473381553967	4.45746296464855	hypoxia_G3
MSMEG_5216	1.08629158015023	0.119411400357007	21.65825485	24.07	408	0.899802860407146	-0.152319141741636	4.58916423669977	hypoxia_G3
MSMEG_5217	0.964520608592742	-0.0521160306960208	14.69559595	14.67	339	1.00174478186776	0.00251499472691768	3.87479696589867	hypoxia_G3
MSMEG_5224	0.804203574113213	-0.314367346980935	14.31996302	13.84	945	1.03467940895954	0.0491838240038236	3.790772037862	hypoxia_G3
MSMEG_5230	0.87936169295564	-0.185471408125585	17.26909713	17.6	336	0.981198700568182	-0.0273827715962926	4.13750352374993	hypoxia_G3
MSMEG_5243	1.28049506031172	0.356701687548794	28.81557599	24.87	444	1.15864800924809	0.212442350261444	4.63633460244218	hypoxia_G3
MSMEG_5244	1.07362829994158	0.102494605383294	29.35834817	33.67	636	0.871943812592813	-0.197692923079448	5.07339181605292	hypoxia_G3
MSMEG_5245	0.962974488567326	-0.0544305166575977	20.2878684	24.43	843	0.830448972574703	-0.268036571221203	4.61058195849253	hypoxia_G3
MSMEG_5246	0.892265800677255	-0.164454550440601	20.66865905	17.1	990	1.20869351169591	0.273448466909563	4.09592441999854	hypoxia_G3
MSMEG_5248	0.772271780558318	-0.372819439801225	15.51113378	16.17	828	0.959253789734075	-0.0600155353775042	4.01524777369894	hypoxia_G3
MSMEG_5257	1.25405122686333	0.326596282136913	22.42401592	20.17	771	1.11175091323748	0.152833589778375	4.33413917883824	hypoxia_G3
MSMEG_5265	1.12806689174402	0.173852618734997	19.05584851	24.31	1155	0.783868716988893	-0.351316044129458	4.603477988254	hypoxia_G3
MSMEG_5272	1.03960675702132	0.0560379158845345	16.89356294	23.39	954	0.722255790508764	-0.469418229597242	4.5478199565777	hypoxia_G3
MSMEG_5273	0.847816789859066	-0.238175557597253	44.36421287	38.7	1218	1.14636208966408	0.197062805398348	5.27426166125705	hypoxia_G3
MSMEG_5292	1.00863411032141	0.0124029207701719	16.25186982	16.26	306	0.999499988929889	-0.000721543896242832	4.0232553523003	hypoxia_G3
MSMEG_5298	1.01145238410881	0.0164284041008097	11.83669625	11.88	315	0.996354903198653	-0.00526837078355055	3.57046293102604	hypoxia_G3
MSMEG_5342	1.02090754713958	0.0298522224130406	35.09862926	35.17	330	0.997970692635769	-0.00293064626858624	5.13627342985058	hypoxia_G3
MSMEG_5343	0.963497304656757	-0.0536474642395046	33.24979281	33.71	348	0.986348051320083	-0.0198312765704561	5.07510472220949	hypoxia_G3
MSMEG_5362	1.3799313727306	0.464596520131592	27.00828497	24.03	765	1.12394028173117	0.168565382943987	4.58676474335514	hypoxia_G3
MSMEG_5363	1.07141570359237	0.099518346707625	24.54584656	25.51	375	0.962204882791062	-0.0555839743691424	4.67299099382775	hypoxia_G3
MSMEG_5390	1.02814834152643	0.0400484319879889	26.24072119	26.82	402	0.978401237509321	-0.0315018662597653	4.74523733212975	hypoxia_G3
MSMEG_5428	1.07447587687434	0.103633093091958	30.35994311	31.41	348	0.966569344476281	-0.0490548556290469	4.97315203787724	hypoxia_G3
MSMEG_5448	1.07766138305145	0.107903933438648	14.5609417	18.35	1209	0.793511809264305	-0.333676401076718	4.19770815795585	hypoxia_G3
MSMEG_5479	0.893747575445324	-0.162060671840724	13.58496108	13.64	321	0.99596488856305	-0.00583321202055792	3.76977173924945	hypoxia_G3
MSMEG_5486	1.12422352000196	0.168928903120331	33.59428594	28.35	1335	1.18498363104056	0.244867130364286	4.82527683005487	hypoxia_G3
MSMEG_5488	1.16493567385869	0.220250293448436	14.11680918	15.8	687	0.893468935443038	-0.162510525062534	3.98185265328974	hypoxia_G3
MSMEG_5553	1.16025794742758	0.214445579581009	10.14002677	16.46	1851	0.616040508505468	-0.698902874651494	4.0408924306469	hypoxia_G3
MSMEG_5634	0.921023154366612	-0.118690669005074	18.42379713	18.42	444	1.00020614169381	0.00029736895036504	4.20320115631661	hypoxia_G3
MSMEG_5662	0.860548472325425	-0.216671637294783	17.77217987	20.11	711	0.883748377424167	-0.178292433773537	4.32984117653063	hypoxia_G3
MSMEG_5663	1.02867432492134	0.0407863017755526	19.00500522	29.14	1341	0.652196472889499	-0.6166214559454	4.86492897228979	hypoxia_G3
MSMEG_5664	0.936127780524106	-0.0952226251789026	25.00366045	25.54	363	0.979000017619421	-0.0306192090936827	4.674686619928	hypoxia_G3
MSMEG_5672	0.721507217142045	-0.470914269009473	17.61247789	19.29	1305	0.913036697252463	-0.131255247952594	4.26978123827438	hypoxia_G3
MSMEG_5694	1.28997669867187	0.367345005947635	36.39881294	44.89	489	0.810844574292716	-0.302502695101479	5.48832219114082	hypoxia_G3
MSMEG_5702	1.23363103382393	0.302910963962154	26.86838124	31.22	498	0.860614389493914	-0.216561132502651	4.96439863220318	hypoxia_G3
MSMEG_5733	0.727603062268003	-0.458776480004662	14.31651537	17.78	879	0.805203339145107	-0.312574939818749	4.15218341905505	hypoxia_G3
MSMEG_5741	1.11961584987343	0.163003815721156	10.91672636	12.11	636	0.901463778695293	-0.149658570336239	3.5981269599196	hypoxia_G3
MSMEG_5766	0.969712074089677	-0.0443716475312495	18.34139786	17.96	372	1.0212359610245	0.0303162457153407	4.16671544496642	hypoxia_G3
MSMEG_5770	0.797327118003186	-0.326756357248178	27.17435655	31.5	459	0.862677985714286	-0.213105953916158	4.97727992349992	hypoxia_G3
MSMEG_5779	1.03453973676184	0.0489890603049819	28.32307012	33.42	777	0.8474886331538	-0.238734076493976	5.06263982828646	hypoxia_G3
MSMEG_5798	0.861184017989622	-0.215606548931989	11.94918903	12.07	1083	0.989990806130903	-0.0145129676859663	3.5933537709803	hypoxia_G3
MSMEG_5817	0.782774370755605	-0.353331574217863	22.07505519	22.98	387	0.960620330287206	-0.0579617532138059	4.52230689287139	hypoxia_G3
MSMEG_5824	0.707403882502496	-0.499393957765797	18.56099349	28.35	2298	0.654708765079365	-0.61107480138649	4.82527683005487	hypoxia_G3
MSMEG_5831	0.849370512836317	-0.235534070641939	14.10099787	19.98	675	0.705755649149149	-0.50275932326079	4.32048467801769	hypoxia_G3
MSMEG_5888	0.986524568341285	-0.0195731147111837	9.814092211	9.82	333	0.99939839215886	-0.000868197832478741	3.29572302453997	hypoxia_G3
MSMEG_5889	0.982673289083233	-0.0252162536674021	17.90163776	19.42	390	0.921814508753862	-0.117451619963376	4.27947129564447	hypoxia_G3
MSMEG_5903	1.3491776752122	0.43208035145036	47.97026708	47.31	951	1.01395618431621	0.0199953110833776	5.56407325573694	hypoxia_G3
MSMEG_6008	1.11634342470439	0.158780916862895	29.14826664	48.36	1149	0.602735042183623	-0.730404151357816	5.5957423394744	hypoxia_G3
MSMEG_6073	1.08622681593454	0.119325384963072	20.19871165	39.07	945	0.516987756590735	-0.951797980140159	5.28798935040895	hypoxia_G3
MSMEG_6078	0.887285232886133	-0.172530137011809	20.86113252	18.69	561	1.11616546388443	0.158550912678559	4.22419466397043	hypoxia_G3
MSMEG_6081	0.847506103650693	-0.238704336461535	13.13264962	16.82	789	0.780775839476813	-0.357019684412641	4.07210580048042	hypoxia_G3
MSMEG_6082	1.22727885741574	0.295463089670852	49.13062402	45.61	621	1.0771897395308	0.107272393030086	5.51127826508303	hypoxia_G3
MSMEG_6091	1.03035293462827	0.0431385993714616	15.19306138	31.51	2547	0.482166340209457	-1.05239715424941	4.97773784924282	hypoxia_G3
